Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
24.08.,Torres T.,2,,,,,,2,3,55%,61% (28/46),68% (25/37),25% (1/4),38% (20/53),60% (25/42),50% (7/14),29,32,71% (12/17),64% (53/83),47% (45/95),55% (98/178),8,0,79% (11/14),50% (7/14),64% (18/28),"['2', '1', '3', '2']","['2', '2', '4', '2']","['2', '1', '4', '1', '6', '1']",[],[],2.63
24.08.,McCormick T.,1,,,,,,2,2,56%,62% (33/53),40% (17/42),50% (7/14),39% (18/46),32% (12/37),75% (3/4),22,42,58% (11/19),53% (50/95),36% (30/83),45% (80/178),2,0,50% (7/14),21% (3/14),36% (10/28),"['2', '2', '5', '5']","['1', '0']",[],[],[],1.45
21.08.,Cacao T.,2,,,,,,"['3', '3']","['1', '0']","['4', '3', '6', '3']",[],[],3.04
21.05.,McCormick T.,0,,,,,,"['3', '4']","['1', '0', '3', '2']",[],[],[],5.45
13.05.,Aboian L.,2,,,,,,11,4,54%,72% (38/53),52% (24/46),80% (8/10),21% (12/56),68% (26/38),33% (4/12),63% (62/99),40% (38/94),52% (100/193),6,0,86% (12/14),29% (4/14),57% (16/28),"['2', '1', '5', '2']","['1', '0']","['5', '4']",[],[],1.69
13.05.,McCormick T.,1,,,,,,10,4,60%,79% (44/56),32% (12/38),67% (8/12),28% (15/53),48% (22/46),20% (2/10),60% (56/94),37% (37/99),48% (93/193),4,0,71% (10/14),14% (2/14),43% (12/28),[],"['4', '4', '6', '4']",[],[],[],2.07
12.05.,Gomez J. S.,2,,,,,,0,11,53%,71% (34/48),43% (18/42),55% (6/11),40% (18/45),58% (25/43),47% (7/15),58% (52/90),49% (43/88),53% (95/178),7,0,47% (7/15),67% (10/15),57% (17/30),"['1', '0', '3', '4', '5', '4']","['1', '0', '3', '0', '5', '0']","['1', '0', '2', '1', '3', '4', '5', '4']",[],[],2.89
12.05.,McCormick T.,1,,,,,,4,10,51%,60% (27/45),42% (18/43),53% (8/15),29% (14/48),57% (24/42),45% (5/11),51% (45/88),42% (38/90),47% (83/178),3,2,33% (5/15),53% (8/15),43% (13/30),"['2', '2', '4', '2', '5', '5', '7', '5']","['1', '5']","['1', '1', '2', '2', '4', '2']",[],[],1.38
11.05.,McCormick T.,2,,,,,,4,1,57%,88% (21/24),67% (12/18),0% (0/0),35% (11/31),77% (10/13),67% (4/6),79% (33/42),48% (21/44),63% (54/86),8,0,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '3', '0']","['1', '0', '5', '2']",[],[],[],1.05
11.05.,Trujillo Hernandez J. E.,0,,,,,,0,4,70%,65% (20/31),23% (3/13),33% (2/6),13% (3/24),33% (6/18),0% (0/0),52% (23/44),21% (9/42),37% (32/86),2,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],8.00
04.05.,Zink T.,2,,,,,,"['3', '1']","['2', '1']",[],[],[],1.44
04.05.,McCormick T.,0,,,,,,[],"['4', '4']",[],[],[],2.62
03.05.,McCormick T.,2,,,,,,"['3', '2', '5', '2']","['1', '0', '4', '3']",[],[],[],2.03
03.05.,Kennedy J.,0,,,,,,[],"['1', '1']",[],[],[],1.70
02.05.,McCormick T.,2,,,,,,"['3', '2', '5', '2']",[],"['1', '1', '4', '2']",[],[],1.64
02.05.,Vilicich B.,1,,,,,,[],"['3', '1', '5', '1']","['1', '0', '4', '5']",[],[],2.15
01.05.,McCormick T.,2,,,,,,"['1', '0', '3', '0', '6', '3']","['2', '0', '5', '1']",[],[],[],1.21
01.05.,Bynoe E.,0,,,,,,"['2', '4']","['2', '5']",[],[],[],4.04
30.04.,McCormick T.,2,,,,,,"['2', '0', '4', '0']","['1', '0', '3', '0', '5', '0']",[],[],[],1.06
30.04.,Sonne T.,0,,,,,,[],[],[],[],[],7.98
22.04.,Wu Tung-Lin,2,,,,,,4,1,69%,85% (28/33),67% (10/15),0% (0/0),24% (8/33),70% (14/20),27% (3/11),79% (38/48),42% (22/53),59% (60/101),8,0,100% (9/9),38% (3/8),71% (12/17),"['2', '0']","['3', '2', '5', '2']",[],[],[],1.24
22.04.,McCormick T.,0,,,,,,6,4,62%,76% (25/33),30% (6/20),73% (8/11),15% (5/33),33% (5/15),0% (0/0),58% (31/53),21% (10/48),41% (41/101),2,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],3.80
21.04.,McCormick T.,2,,,,,,8,3,60%,70% (28/40),70% (19/27),100% (3/3),28% (11/40),64% (14/22),25% (3/12),70% (47/67),40% (25/62),56% (72/129),4,0,100% (10/10),30% (3/10),65% (13/20),"['6', '5']","['1', '0', '3', '0']",[],[],[],2.51
21.04.,Polmans M.,0,,,,,,1,4,65%,73% (29/40),36% (8/22),75% (9/12),30% (12/40),30% (8/27),0% (0/3),60% (37/62),30% (20/67),44% (57/129),6,4,70% (7/10),0% (0/10),35% (7/20),[],[],[],[],[],1.49
20.04.,McCormick T.,2,,,,,,6,3,58%,67% (37/55),50% (20/40),75% (9/12),38% (28/73),60% (21/35),31% (5/16),60% (57/95),45% (49/108),52% (106/203),6,0,77% (10/13),36% (5/14),56% (15/27),"['4', '3']","['2', '3', '3', '4']","['2', '0', '6', '2']",[],[],1.47
20.04.,Charlton J.,1,,,,,,6,6,68%,62% (45/73),40% (14/35),69% (11/16),33% (18/55),50% (20/40),25% (3/12),55% (59/108),40% (38/95),48% (97/203),4,4,64% (9/14),23% (3/13),44% (12/27),[],"['3', '1', '4', '2', '5', '3']",[],[],[],2.56
16.04.,Neuchrist M.,2,,,,,,2,3,68%,72% (42/58),52% (14/27),83% (5/6),24% (10/42),47% (9/19),100% (2/2),66% (56/85),31% (19/61),51% (75/146),7,0,91% (10/11),18% (2/11),55% (12/22),"['1', '0']","['2', '3']",[],[],[],1.31
16.04.,McCormick T.,0,,,,,,3,1,69%,76% (32/42),53% (10/19),0% (0/2),28% (16/58),48% (13/27),17% (1/6),69% (42/61),34% (29/85),49% (71/146),3,0,82% (9/11),9% (1/11),45% (10/22),[],"['2', '0']",[],[],[],3.26
14.04.,McCormick T.,2,,,,,,10,11,50%,69% (33/48),42% (20/48),70% (7/10),36% (17/47),60% (18/30),50% (6/12),55% (53/96),45% (35/77),51% (88/173),7,0,75% (9/12),46% (6/13),60% (15/25),"['1', '2']","['3', '1', '5', '1']","['1', '0', '4', '1', '6', '3']",[],[],1.33
14.04.,Osorio J. S.,1,,,,,,4,5,61%,64% (30/47),40% (12/30),50% (6/12),31% (15/48),58% (28/48),30% (3/10),55% (42/77),45% (43/96),49% (85/173),3,0,54% (7/13),25% (3/12),40% (10/25),"['2', '0', '3', '1']",[],"['2', '4']",[],[],3.14
13.04.,McCormick T.,2,,,,,,3,3,55%,89% (24/27),50% (11/22),67% (2/3),35% (7/20),48% (15/31),50% (4/8),71% (35/49),43% (22/51),57% (57/100),6,0,89% (8/9),44% (4/9),67% (12/18),"['1', '0', '2', '1']","['1', '0', '4', '1']",[],[],[],1.50
13.04.,Strode E.,0,,,,,,3,3,39%,65% (13/20),52% (16/31),50% (4/8),11% (3/27),50% (11/22),33% (1/3),57% (29/51),29% (14/49),43% (43/100),4,0,56% (5/9),11% (1/9),33% (6/18),"['1', '1']",[],[],[],[],2.48
31.03.,Nanda G.,2,,,,,,6,2,79%,91% (31/34),56% (5/9),0% (0/0),35% (11/31),52% (16/31),43% (3/7),84% (36/43),44% (27/62),60% (63/105),7,0,100% (9/9),33% (3/9),67% (12/18),"['4', '2']","['3', '2', '6', '3']",[],[],[],1.26
31.03.,McCormick T.,0,,,,,,6,4,50%,65% (20/31),48% (15/31),57% (4/7),9% (3/34),44% (4/9),0% (0/0),56% (35/62),16% (7/43),40% (42/105),3,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],3.63
30.03.,McCormick T.,2,,,,,,12,4,66%,91% (39/43),55% (12/22),0% (0/0),28% (10/36),35% (11/31),33% (1/3),78% (51/65),31% (21/67),55% (72/132),6,0,100% (11/11),10% (1/10),57% (12/21),[],"['4', '2']",[],[],[],1.01
30.03.,Martinez Mora Esdras W.,0,,,,,,9,5,54%,72% (26/36),65% (20/31),67% (2/3),9% (4/43),45% (10/22),0% (0/0),69% (46/67),22% (14/65),45% (60/132),4,0,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],9.70
