Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
05.08.,Maestrelli F.,2,,,,,,4,1,50%,96% (23/24),71% (17/24),0% (0/0),36% (14/39),50% (13/26),33% (2/6),8,23,100% (4/4),83% (40/48),42% (27/65),59% (67/113),6,0,100% (10/10),20% (2/10),60% (12/20),"['3', '2']","['1', '0']",[],[],[],1.27
05.08.,Jones M.,0,,,,,,4,1,60%,64% (25/39),50% (13/26),67% (4/6),4% (1/24),29% (7/24),0% (0/0),6,34,50% (2/4),58% (38/65),17% (8/48),41% (46/113),4,0,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],3.54
04.08.,Jones M.,2,,,,,,3,0,60%,88% (23/26),59% (10/17),0% (0/0),43% (12/28),69% (11/16),67% (4/6),17,13,100% (2/2),77% (33/43),52% (23/44),64% (56/87),8,0,100% (8/8),50% (4/8),75% (12/16),"['3', '1', '5', '1']","['3', '2', '6', '3']",[],[],[],2.51
04.08.,Andaloro F.,0,,,,,,0,3,64%,57% (16/28),31% (5/16),33% (2/6),12% (3/26),41% (7/17),0% (0/0),6,29,57% (4/7),48% (21/44),23% (10/43),36% (31/87),2,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.49
03.08.,Jones M.,2,,,,,,3,5,58%,72% (26/36),54% (14/26),71% (5/7),40% (16/40),54% (20/37),44% (4/9),7,27,67% (4/6),65% (40/62),47% (36/77),55% (76/139),6,0,80% (8/10),40% (4/10),60% (12/20),"['1', '0', '3', '2', '5', '2']","['4', '3']",[],[],[],1.29
03.08.,Latinovic S.,0,,,,,,7,2,52%,60% (24/40),46% (17/37),56% (5/9),28% (10/36),46% (12/26),29% (2/7),19,44,64% (7/11),53% (41/77),35% (22/62),45% (63/139),4,1,60% (6/10),20% (2/10),40% (8/20),"['1', '1', '3', '5']",[],[],[],[],3.39
31.07.,Budkov Kjaer N.,2,,,,,,5,3,56%,89% (24/27),57% (12/21),100% (1/1),45% (9/20),78% (14/18),80% (4/5),5,3,75% (36/48),61% (23/38),69% (59/86),7,0,100% (8/8),57% (4/7),80% (12/15),"['5', '3']","['1', '0', '3', '0', '5', '0']",[],[],[],1.27
31.07.,Jones M.,0,,,,,,2,1,53%,55% (11/20),22% (4/18),20% (1/5),11% (3/27),43% (9/21),0% (0/1),2,1,39% (15/38),25% (12/48),31% (27/86),3,1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],3.54
29.07.,Jones M.,2,,,,,,5,3,54%,73% (24/33),61% (17/28),100% (4/4),37% (14/38),44% (4/9),100% (3/3),67% (41/61),38% (18/47),55% (59/108),6,0,100% (9/9),33% (3/9),67% (12/18),"['2', '0']","['3', '2', '6', '3']",[],[],[],2.70
29.07.,Tokuda R.,0,,,,,,0,2,81%,63% (24/38),56% (5/9),0% (0/3),27% (9/33),39% (11/28),0% (0/4),62% (29/47),33% (20/61),45% (49/108),4,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.43
25.06.,Prado Angelo J. C.,2,,,,,,2,1,72%,73% (46/63),50% (12/24),50% (3/6),36% (20/56),53% (20/38),45% (5/11),67% (58/87),43% (40/94),54% (98/181),5,0,80% (12/15),33% (5/15),57% (17/30),"['4', '3', '6', '3']","['4', '4']","['3', '1', '4', '2']",[],[],1.19
25.06.,Jones M.,1,,,,,,1,4,60%,64% (36/56),47% (18/38),55% (6/11),27% (17/63),50% (12/24),50% (3/6),57% (54/94),33% (29/87),46% (83/181),5,1,67% (10/15),20% (3/15),43% (13/30),[],"['2', '1', '6', '5']","['2', '3']",[],[],4.36
23.06.,Jones M.,2,,,,,,3,3,55%,86% (31/36),70% (21/30),100% (4/4),24% (9/38),53% (20/38),33% (1/3),79% (52/66),38% (29/76),57% (81/142),8,0,100% (11/11),9% (1/11),55% (12/22),[],"['5', '4']",[],[],[],2.63
23.06.,Olivo R.,0,,,,,,1,7,50%,76% (29/38),47% (18/38),67% (2/3),14% (5/36),30% (9/30),0% (0/4),62% (47/76),21% (14/66),43% (61/142),2,0,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],1.45
17.06.,Reis Da Silva J.,2,,,,,,1,0,59%,57% (23/40),71% (20/28),60% (3/5),38% (18/48),55% (22/40),30% (3/10),63% (43/68),45% (40/88),53% (83/156),6,0,82% (9/11),30% (3/10),57% (12/21),"['2', '3', '6', '5']","['4', '2']",[],[],[],1.09
17.06.,Jones M.,0,,,,,,3,4,55%,63% (30/48),45% (18/40),70% (7/10),43% (17/40),29% (8/28),40% (2/5),55% (48/88),37% (25/68),47% (73/156),4,0,70% (7/10),18% (2/11),43% (9/21),"['3', '1', '6', '6']",[],[],[],[],6.35
12.06.,Casanova H.,2,,,,,,0,2,82%,74% (31/42),33% (3/9),67% (2/3),38% (9/24),65% (20/31),63% (5/8),67% (34/51),53% (29/55),59% (63/106),9,0,88% (7/8),56% (5/9),71% (12/17),"['2', '1', '4', '3', '6', '3']","['4', '2', '6', '2']",[],[],[],1.32
12.06.,Jones M.,0,,,,,,1,1,44%,63% (15/24),35% (11/31),38% (3/8),26% (11/42),67% (6/9),33% (1/3),47% (26/55),33% (17/51),41% (43/106),1,0,44% (4/9),13% (1/8),29% (5/17),"['3', '3']",[],[],[],[],3.21
10.06.,Jones M.,2,,,,,,2,2,58%,82% (31/38),52% (14/27),100% (4/4),27% (9/33),60% (12/20),50% (2/4),69% (45/65),40% (21/53),56% (66/118),6,0,100% (10/10),22% (2/9),63% (12/19),"['2', '0']","['3', '2']",[],[],[],1.61
10.06.,Farjat T.,0,,,,,,3,2,62%,73% (24/33),40% (8/20),50% (2/4),18% (7/38),48% (13/27),0% (0/4),60% (32/53),31% (20/65),44% (52/118),4,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.23
26.05.,Pieczkowski O.,2,,,,,,2,1,80%,76% (31/41),50% (5/10),100% (1/1),48% (14/29),60% (12/20),50% (4/8),71% (36/51),53% (26/49),62% (62/100),7,0,100% (8/8),50% (4/8),75% (12/16),"['3', '2', '5', '2']","['2', '1', '5', '2']",[],[],[],2.03
26.05.,Jones M.,0,,,,,,0,1,59%,52% (15/29),40% (8/20),50% (4/8),24% (10/41),50% (5/10),0% (0/1),47% (23/49),29% (15/51),38% (38/100),3,1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.72
25.05.,Jones M.,2,,,,,,8,5,69%,74% (50/68),47% (14/30),86% (6/7),34% (22/65),50% (16/32),50% (2/4),65% (64/98),39% (38/97),52% (102/195),4,0,93% (13/14),14% (2/14),54% (15/28),"['4', '3']",[],"['2', '0']",[],[],1.03
25.05.,Hands T.,1,,,,,,2,5,67%,66% (43/65),50% (16/32),50% (2/4),26% (18/68),53% (16/30),14% (1/7),61% (59/97),35% (34/98),48% (93/195),6,1,86% (12/14),7% (1/14),46% (13/28),[],"['4', '2']",[],[],[],9.30
20.05.,Coulibaly E.,2,,,,,,10,3,71%,88% (36/41),65% (11/17),0% (0/0),22% (10/45),50% (14/28),40% (2/5),81% (47/58),33% (24/73),54% (71/131),6,0,100% (10/10),18% (2/11),57% (12/21),"['4', '3', '6', '3']",[],[],[],[],1.64
20.05.,Jones M.,0,,,,,,0,1,62%,78% (35/45),50% (14/28),60% (3/5),12% (5/41),35% (6/17),0% (0/0),67% (49/73),19% (11/58),46% (60/131),4,0,82% (9/11),0% (0/10),43% (9/21),[],[],[],[],[],2.18
19.05.,Andaloro F.,2,,,,,,3,2,58%,64% (34/53),55% (21/38),57% (4/7),47% (21/45),37% (11/30),83% (5/6),60% (55/91),43% (32/75),52% (87/166),7,0,79% (11/14),38% (5/13),59% (16/27),"['2', '4']","['3', '3', '6', '4']","['3', '1', '5', '1']",[],[],2.04
19.05.,Jones M.,1,,,,,,3,4,60%,53% (24/45),63% (19/30),17% (1/6),36% (19/53),45% (17/38),43% (3/7),57% (43/75),40% (36/91),48% (79/166),3,1,62% (8/13),21% (3/14),41% (11/27),"['1', '0', '3', '0']","['1', '0']",[],[],[],1.71
18.05.,Jones M.,2,,,,,,6,2,68%,84% (21/25),67% (8/12),100% (1/1),53% (8/15),81% (13/16),71% (5/7),78% (29/37),68% (21/31),74% (50/68),9,0,100% (7/7),83% (5/6),92% (12/13),"['3', '1', '5', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],-
18.05.,Gogeliya K.,0,,,,,,0,6,48%,47% (7/15),19% (3/16),29% (2/7),16% (4/25),33% (4/12),0% (0/1),32% (10/31),22% (8/37),26% (18/68),1,1,17% (1/6),0% (0/7),8% (1/13),[],[],[],[],[],13.00
14.05.,Arutiunian E.,2,,,,,,"['2', '1', '5', '2']","['2', '1', '4', '1']",[],[],[],-
14.05.,Jones M.,0,,,,,,[],[],[],[],[],-
14.05.,Jones M.,2,,,,,,"['4', '4', '7', '5']","['3', '1']",[],[],[],2.44
14.05.,Berankis R.,0,,,,,,"['3', '2']","['4', '5']",[],[],[],1.50
24.04.,Chidekh C.,2,,,,,,5,5,54%,77% (33/43),53% (19/36),50% (2/4),40% (21/53),45% (14/31),36% (4/11),66% (52/79),42% (35/84),53% (87/163),8,0,85% (11/13),31% (4/13),58% (15/26),[],"['4', '2', '6', '4']","['2', '0', '5', '1']",[],[],1.64
24.04.,Jones M.,1,,,,,,8,2,63%,60% (32/53),55% (17/31),64% (7/11),23% (10/43),47% (17/36),50% (2/4),58% (49/84),34% (27/79),47% (76/163),2,0,69% (9/13),15% (2/13),42% (11/26),"['5', '3']","['4', '5']",[],[],[],2.18
22.04.,Jones M.,2,,,,,,8,1,68%,84% (38/45),67% (14/21),100% (1/1),31% (16/52),38% (9/24),14% (1/7),79% (52/66),33% (25/76),54% (77/142),6,0,100% (11/11),9% (1/11),55% (12/22),"['1', '0']",[],[],[],[],1.34
22.04.,Ouakaa A.,0,,,,,,9,4,68%,69% (36/52),63% (15/24),86% (6/7),16% (7/45),33% (7/21),0% (0/1),67% (51/76),21% (14/66),46% (65/142),4,0,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],3.10
20.04.,Jones M.,2,,,,,,11,3,61%,81% (42/52),58% (19/33),67% (2/3),25% (13/51),43% (16/37),67% (2/3),72% (61/85),33% (29/88),52% (90/173),5,0,93% (14/15),14% (2/14),55% (16/29),"['2', '0']",[],"['4', '3']",[],[],2.29
20.04.,Berankis R.,1,,,,,,3,1,58%,75% (38/51),57% (21/37),33% (1/3),19% (10/52),42% (14/33),33% (1/3),67% (59/88),28% (24/85),48% (83/173),5,2,86% (12/14),7% (1/15),45% (13/29),[],"['6', '4']",[],[],[],1.58
19.04.,Jones M.,2,,,,,,6,2,65%,76% (54/71),44% (17/39),77% (10/13),27% (18/67),58% (26/45),50% (5/10),65% (71/110),39% (43/111),52% (114/221),6,0,81% (13/16),31% (5/16),56% (18/32),"['3', '3']","['1', '0', '5', '4']","['1', '2', '4', '3']",[],[],1.97
19.04.,Bax F.,1,,,,,,8,4,60%,73% (49/67),42% (19/45),50% (5/10),24% (17/71),56% (22/39),23% (3/13),61% (68/111),35% (39/110),48% (107/221),4,0,69% (11/16),19% (3/16),44% (14/32),"['3', '2']","['4', '4']","['2', '0']",[],[],1.76
18.04.,Jones M.,2,,,,,,4,2,50%,86% (19/22),77% (17/22),0% (0/0),24% (7/29),65% (15/23),60% (3/5),82% (36/44),42% (22/52),60% (58/96),8,0,100% (9/9),33% (3/9),67% (12/18),"['6', '4']","['2', '0', '6', '2']",[],[],[],2.09
18.04.,Glinka D.,0,,,,,,6,5,56%,76% (22/29),35% (8/23),40% (2/5),14% (3/22),23% (5/22),0% (0/0),58% (30/52),18% (8/44),40% (38/96),2,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.69
17.04.,Jones M.,2,,,,,,10,1,67%,80% (28/35),59% (10/17),100% (1/1),40% (10/25),52% (13/25),75% (3/4),73% (38/52),46% (23/50),60% (61/102),8,0,100% (9/9),38% (3/8),71% (12/17),"['4', '2']","['3', '2', '5', '2']",[],[],[],3.26
17.04.,Chidekh C.,0,,,,,,4,4,50%,60% (15/25),48% (12/25),25% (1/4),20% (7/35),41% (7/17),0% (0/1),54% (27/50),27% (14/52),40% (41/102),2,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.31
15.04.,Jones M.,2,,,,,,1,2,67%,71% (51/72),51% (18/35),70% (7/10),18% (10/55),49% (24/49),33% (2/6),64% (69/107),33% (34/104),49% (103/211),6,0,81% (13/16),13% (2/16),47% (15/32),"['6', '5']",[],"['2', '1']",[],[],1.51
15.04.,van Wyk K.,1,,,,,,14,10,53%,82% (45/55),51% (25/49),67% (4/6),29% (21/72),49% (17/35),30% (3/10),67% (70/104),36% (38/107),51% (108/211),4,3,88% (14/16),19% (3/16),53% (17/32),[],"['2', '0', '6', '2']","['2', '2']",[],[],2.46
14.04.,Jones M.,2,,,,,,13,5,61%,83% (43/52),55% (18/33),75% (3/4),24% (9/37),35% (14/40),33% (1/3),72% (61/85),30% (23/77),52% (84/162),6,0,92% (11/12),8% (1/12),50% (12/24),[],"['2', '3']",[],[],[],1.38
14.04.,Dev S D P.,0,,,,,,7,2,48%,76% (28/37),65% (26/40),67% (2/3),17% (9/52),45% (15/33),25% (1/4),70% (54/77),28% (24/85),48% (78/162),4,1,92% (11/12),8% (1/12),50% (12/24),[],"['2', '0']",[],[],[],2.89
13.04.,Jones M.,2,,,,,,2,1,59%,82% (18/22),73% (11/15),100% (1/1),65% (15/23),73% (11/15),63% (5/8),78% (29/37),68% (26/38),73% (55/75),10,0,100% (7/7),83% (5/6),92% (12/13),"['2', '0', '4', '0']","['1', '0', '3', '0', '5', '0']",[],[],[],1.02
13.04.,Dussey K.,0,,,,,,0,2,61%,35% (8/23),27% (4/15),38% (3/8),18% (4/22),27% (4/15),0% (0/1),32% (12/38),22% (8/37),27% (20/75),0,0,17% (1/6),0% (0/7),8% (1/13),[],[],[],[],[],11.20
01.04.,Mena F.,2,,,,,,2,2,57%,92% (23/25),68% (13/19),0% (0/0),36% (9/25),53% (10/19),100% (3/3),82% (36/44),43% (19/44),63% (55/88),6,0,100% (9/9),33% (3/9),67% (12/18),"['3', '2', '5', '2']","['1', '0']",[],[],[],1.19
01.04.,Jones M.,0,,,,,,2,0,57%,64% (16/25),47% (9/19),0% (0/3),8% (2/25),32% (6/19),0% (0/0),57% (25/44),18% (8/44),38% (33/88),4,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],4.41
31.03.,Jones M.,2,,,,,,2,1,57%,72% (28/39),52% (15/29),67% (4/6),42% (21/50),52% (15/29),33% (3/9),63% (43/68),46% (36/79),54% (79/147),6,0,82% (9/11),30% (3/10),57% (12/21),"['5', '3']","['2', '3', '4', '3']",[],[],[],1.80
31.03.,Leite W.,0,,,,,,0,3,63%,58% (29/50),48% (14/29),67% (6/9),28% (11/39),48% (14/29),33% (2/6),54% (43/79),37% (25/68),46% (68/147),4,2,70% (7/10),18% (2/11),43% (9/21),[],"['3', '1', '5', '5']",[],[],[],1.95
30.03.,Jones M.,2,,,,,,1,6,54%,75% (30/40),41% (14/34),20% (1/5),53% (30/57),50% (14/28),42% (5/12),59% (44/74),52% (44/85),55% (88/159),7,0,64% (7/11),50% (5/10),57% (12/21),"['3', '1', '5', '3']","['1', '0', '2', '1', '4', '3']",[],[],[],1.26
30.03.,Tosetto R.,0,,,,,,2,4,67%,47% (27/57),50% (14/28),58% (7/12),25% (10/40),59% (20/34),80% (4/5),48% (41/85),41% (30/74),45% (71/159),3,3,50% (5/10),36% (4/11),43% (9/21),"['3', '4']","['1', '1', '3', '3', '5', '5']",[],[],[],3.63
25.03.,Johns G.,2,,,,,,"['3', '2', '6', '5']","['1', '0', '5', '2']",[],[],[],1.48
25.03.,Jones M.,0,,,,,,"['4', '4']",[],[],[],[],2.50
21.03.,McHugh A.,2,,,,,,"['2', '1', '6', '5']","['1', '0', '3', '4', '4', '5', '6', '5']",[],[],[],1.51
21.03.,Jones M.,0,,,,,,"['4', '4']","['1', '1', '3', '1', '5', '3']",[],[],[],2.42
20.03.,Jones M.,2,,,,,,"['3', '4']","['4', '2']",[],[],[],1.28
20.03.,Flores J.,0,,,,,,"['3', '1']","['3', '4']",[],[],[],3.48
19.03.,Jones M.,2,,,,,,"['3', '4', '6', '5']","['2', '1', '4', '1']",[],[],[],1.40
19.03.,Pannu K.,0,,,,,,"['2', '0']",[],[],[],[],2.77
03.03.,Ionel N. D.,2,,,,,,5,0,81%,81% (56/69),44% (7/16),75% (3/4),41% (29/71),46% (24/52),31% (4/13),74% (63/85),43% (53/123),56% (116/208),6,0,93% (14/15),29% (4/14),62% (18/29),"['1', '0', '4', '1']","['1', '0']","['3', '1']",[],[],1.37
03.03.,Jones M.,1,,,,,,4,5,58%,59% (42/71),54% (28/52),69% (9/13),19% (13/69),56% (9/16),25% (1/4),57% (70/123),26% (22/85),44% (92/208),4,0,71% (10/14),7% (1/15),38% (11/29),[],"['2', '2']",[],[],[],2.94
02.03.,Jones M.,2,,,,,,2,4,60%,65% (44/68),58% (26/45),70% (7/10),37% (23/63),48% (29/60),36% (4/11),63% (73/115),41% (51/125),52% (124/240),8,0,82% (14/17),24% (4/17),53% (18/34),"['6', '6']","['1', '2', '3', '4', '5', '4']","['6', '5']",[],[],1.30
02.03.,Szajrych J.,1,,,,,,2,8,51%,63% (40/63),52% (31/60),64% (7/11),35% (24/68),42% (19/45),30% (3/10),59% (74/125),37% (42/115),48% (116/240),2,0,76% (13/17),18% (3/17),47% (16/34),"['6', '5']","['2', '0', '4', '2']","['6', '6']",[],[],3.35
25.02.,Erhard M.,2,,,,,,3,2,59%,75% (30/40),61% (17/28),86% (6/7),27% (12/44),77% (20/26),38% (3/8),69% (47/68),46% (32/70),57% (79/138),7,0,91% (10/11),30% (3/10),62% (13/21),"['2', '0']","['3', '4', '6', '5']",[],[],[],1.25
25.02.,Jones M.,0,,,,,,2,4,63%,73% (32/44),23% (6/26),63% (5/8),25% (10/40),39% (11/28),14% (1/7),54% (38/70),31% (21/68),43% (59/138),3,1,70% (7/10),9% (1/11),38% (8/21),[],"['2', '0']",[],[],[],3.70
22.02.,Hemery C.,2,,,,,,11,3,59%,93% (25/27),58% (11/19),0% (0/0),44% (12/27),44% (8/18),50% (3/6),78% (36/46),44% (20/45),62% (56/91),8,0,100% (9/9),38% (3/8),71% (12/17),"['2', '0', '4', '0']","['5', '4']",[],[],[],1.18
22.02.,Jones M.,0,,,,,,1,2,60%,56% (15/27),56% (10/18),50% (3/6),7% (2/27),42% (8/19),0% (0/0),56% (25/45),22% (10/46),38% (35/91),2,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],4.51
21.02.,Jones M.,2,,,,,,5,7,52%,65% (33/51),54% (26/48),83% (10/12),36% (17/47),48% (12/25),40% (4/10),60% (59/99),40% (29/72),51% (88/171),7,0,83% (10/12),33% (4/12),58% (14/24),[],"['5', '3']","['1', '0', '4', '1', '6', '1']",[],[],4.44
21.02.,Houkes M.,1,,,,,,3,5,65%,64% (30/47),52% (13/25),60% (6/10),35% (18/51),46% (22/48),17% (2/12),60% (43/72),40% (40/99),49% (83/171),3,0,67% (8/12),17% (2/12),42% (10/24),"['1', '0', '3', '0']",[],[],[],[],1.18
