Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Villa Maria (Argentina),clay,header
30.09. 19:40,Kicker N.,2,6,1,6,,,1,1,51%,78% (25/32),42% (13/31),43% (3/7),52% (28/54),59% (10/17),60% (6/10),11,60% (38/63),54% (38/71),57% (76/134),4,64% (7/11),50% (6/12),57% (13/23),"['1', '0', '2', '1', '4', '1']","['1', '0']","['4', '2', '6', '2']",[],[],1.77
30.09. 19:40,Roncadelli F.,1,2,6,2,,,1,1,76%,48% (26/54),41% (7/17),40% (4/10),25% (8/32),58% (18/31),57% (4/7),5,46% (33/71),40% (25/63),43% (58/134),6,50% (6/12),36% (4/11),43% (10/23),"['1', '1']","['1', '1', '3', '1', '5', '1']",[],[],[],1.96
29.09. 18:40,Kicker N.,2,1,6,6,,,2,3,58%,63% (31/49),39% (14/36),64% (9/14),49% (24/49),86% (6/7),75% (6/8),9,53% (45/85),54% (30/56),53% (75/141),6,58% (7/12),55% (6/11),57% (13/23),[],"['1', '0', '2', '1', '4', '1', '6', '1']","['3', '3', '5', '3']",[],[],1.62
29.09. 18:40,Casanova H.,1,6,1,3,,,0,1,88%,51% (25/49),14% (1/7),25% (2/8),37% (18/49),61% (22/36),36% (5/14),6,46% (26/56),47% (40/85),47% (66/141),4,45% (5/11),42% (5/12),43% (10/23),"['1', '0', '3', '0', '6', '1']","['1', '1']","['3', '2']",[],[],2.21
ITF MEN - SINGLES :  M15 Asuncion (Paraguay),clay,header
20.09. 20:40,Kicker N.,0,4,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1', '3', '3']","['1', '1', '2', '4']",[],[],[],2.13
20.09. 20:40,Midon L.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '3', '2', '5', '4']","['1', '0', '2', '1', '4', '1', '6', '3']",[],[],[],1.65
19.09. 20:30,Kicker N.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '4', '0', '6', '4']","['3', '1', '5', '1']",[],[],[],1.47
19.09. 20:30,Estevez J.,0,4,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '4', '4', '5']",[],[],[],[],2.56
18.09. 19:30,Kicker N.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '1', '5', '1']","['1', '0', '5', '4']",[],[],[],1.13
18.09. 19:30,Basel V.,0,1,4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['3', '3']",[],[],[],5.35
ATP - SINGLES :  US Open (USA) - Qualification,hard,header
ATP - SINGLES :  US Open (USA) - Qualification,hard,header
20.08. 20:40,Kicker N.,0,2,3,,,,0,2,57%,57% (17/30),39% (9/23),56% (5/9),24% (5/21),30% (8/27),20% (1/5),5,49% (26/53),27% (13/48),39% (39/101),2,50% (4/8),11% (1/9),29% (5/17),[],"['3', '4']",[],[],[],14.30
20.08. 20:40,Bonzi B.,2,6,6,,,,2,1,44%,76% (16/21),70% (19/27),80% (4/5),43% (13/30),61% (14/23),44% (4/9),6,73% (35/48),51% (27/53),61% (62/101),5,89% (8/9),50% (4/8),71% (12/17),"['4', '2', '6', '2']","['3', '1', '5', '3']",[],[],[],1.02
ATP - SINGLES :  Wimbledon (United Kingdom) - Qualification,grass,header
24.06. 15:45,Kicker N.,0,1,4,,,,0,4,76%,57% (29/51),38% (6/16),67% (6/9),7% (2/28),29% (4/14),0% (0/0),8,26,75% (3/4),3,52% (35/67),14% (6/42),38% (41/109),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],0
24.06. 15:45,Bolt A.,2,6,6,,,,7,2,67%,93% (26/28),71% (10/14),0% (0/0),43% (22/51),63% (10/16),33% (3/9),24,20,80% (16/20),8,86% (36/42),48% (32/67),62% (68/109),3,100% (9/9),38% (3/8),71% (12/17),"['2', '0', '5', '1']","['4', '3']",[],[],[],0
ATP - SINGLES :  Cordoba (Argentina) - Qualification,clay,header
03.02. 19:40,Kicker N.,0,1,4,,,,0,0,64%,48% (14/29),63% (10/16),43% (3/7),38% (18/48),27% (4/15),10% (1/10),7,53% (24/45),35% (22/63),43% (46/108),2,50% (4/8),11% (1/9),29% (5/17),[],"['4', '2']",[],[],[],2.42
03.02. 19:40,Cecchinato M.,2,6,6,,,,0,0,76%,63% (30/48),73% (11/15),90% (9/10),52% (15/29),38% (6/16),57% (4/7),6,65% (41/63),47% (21/45),57% (62/108),5,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '4', '0']","['3', '4', '5', '4']",[],[],[],1.57
CHALLENGER MEN - SINGLES :  Punta Del Este (Uruguay),clay,header
23.01. 03:45,Kicker N.,0,3,5,,,,0,0,61%,56% (20/36),52% (12/23),56% (5/9),24% (7/29),44% (16/36),40% (2/5),5,54% (32/59),35% (23/65),44% (55/124),3,60% (6/10),18% (2/11),38% (8/21),"['2', '1']","['3', '3']",[],[],[],3.13
23.01. 03:45,Darderi L.,2,6,7,,,,4,4,45%,76% (22/29),56% (20/36),60% (3/5),44% (16/36),48% (11/23),44% (4/9),5,65% (42/65),46% (27/59),56% (69/124),5,82% (9/11),40% (4/10),62% (13/21),"['3', '3', '5', '3']","['2', '1', '6', '5']",[],[],[],1.34
CHALLENGER MEN - SINGLES :  Buenos Aires 3 (Argentina),clay,header
ATP - SINGLES :  Australian Open (Australia) - Qualification,hard,header
10.01. 09:10,Kicker N.,0,1,4,,,,1,3,48%,59% (16/27),55% (16/29),25% (1/4),21% (7/34),44% (8/18),0% (0/2),10,21,25% (1/4),4,57% (32/56),29% (15/52),44% (47/108),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],3.44
10.01. 09:10,Zhukayev B.,2,6,6,,,,10,1,65%,79% (27/34),56% (10/18),100% (2/2),41% (11/27),45% (13/29),75% (3/4),22,20,63% (10/16),7,71% (37/52),43% (24/56),56% (61/108),3,100% (9/9),38% (3/8),71% (12/17),"['2', '0', '5', '1']","['3', '2']",[],[],[],1.31
ITF MEN - SINGLES :  M15 Concepcion (Chile),clay,header
10.12.2023,Kicker N.,0,6^4,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],1.57
10.12.2023,Mena F.,2,7^7,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],2.29
09.12.2023,Kicker N.,2,6,7^7,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],1.66
09.12.2023,Midon L.,0,1,6^4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],2.12
08.12.2023,Kicker N.,2,6,6^3,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],1.46
08.12.2023,Villanueva G.,1,3,7^7,3,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],2.57
07.12.2023,Kicker N.,2,3,6,7,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],1.19
07.12.2023,Leite W.,1,6,3,5,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],4.31
06.12.2023,Kicker N.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],1.62
06.12.2023,Soto M.,0,2,2,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],2.19
ATP - SINGLES :  French Open (France) - Qualification,clay,header
23.05.2023,Choinski J.,1,2,6,2,,,3,2,61%,74% (26/35),36% (8/22),50% (3/6),43% (22/51),57% (12/21),20% (3/15),16,21,53% (9/17),5,54% (37/68),43% (30/70),49% (67/138),5,70% (7/10),33% (3/9),53% (10/19),[],"['2', '0', '5', '3']","['1', '0']",[],[],1.83
23.05.2023,Kicker N.,1,6,3,0,,,1,1,71%,57% (29/51),43% (9/21),80% (12/15),26% (9/35),86% (19/22),50% (3/6),29,24,29% (2/7),11,57% (40/70),46% (31/68),51% (71/138),4,67% (6/9),30% (3/10),47% (9/19),"['1', '0', '3', '0']","['2', '3']",[],[],[],1.98
CHALLENGER MEN - SINGLES :  Prague 2 (Czech Republic),clay,header
13.05.2023,Kicker N.,0,4,3,,,,0,0,71%,32% (12/37),47% (7/15),36% (4/11),44% (24/55),61% (14/23),42% (5/12),5,37% (19/52),49% (38/78),44% (57/130),2,22% (2/9),50% (5/10),37% (7/19),"['1', '0', '2', '1', '3', '2', '4', '3']","['2', '3']",[],[],[],2.62
13.05.2023,Koepfer D.,2,6,6,,,,3,1,71%,56% (31/55),39% (9/23),58% (7/12),68% (25/37),53% (8/15),64% (7/11),7,51% (40/78),63% (33/52),56% (73/130),6,50% (5/10),78% (7/9),63% (12/19),"['1', '1', '2', '2', '3', '3', '4', '4', '6', '4']","['2', '0', '4', '2']",[],[],[],1.47
10.05.2023,Kicker N.,2,7,6,,,,1,2,76%,64% (43/67),48% (10/21),75% (6/8),34% (15/44),62% (13/21),50% (4/8),5,60% (53/88),43% (28/65),53% (81/153),3,82% (9/11),36% (4/11),59% (13/22),"['3', '1', '7', '5']","['4', '2', '6', '4']",[],[],[],1.63
10.05.2023,Fatic N.,0,5,4,,,,3,3,68%,66% (29/44),38% (8/21),50% (4/8),36% (24/67),52% (11/21),25% (2/8),6,57% (37/65),40% (35/88),47% (72/153),2,64% (7/11),18% (2/11),41% (9/22),"['2', '3']","['3', '4']",[],[],[],2.20
08.05.2023,Kicker N.,2,6,7^7,,,,0,1,81%,62% (34/55),31% (4/13),33% (2/6),51% (27/53),58% (14/24),55% (6/11),6,56% (38/68),53% (41/77),54% (79/145),4,60% (6/10),55% (6/11),57% (12/21),"['2', '1', '4', '3', '6', '3']","['1', '1', '4', '4', '6', '6']",[],[],[],2.28
08.05.2023,Dzumhur D.,0,3,6^3,,,,0,3,69%,49% (26/53),42% (10/24),45% (5/11),38% (21/55),69% (9/13),67% (4/6),5,47% (36/77),44% (30/68),46% (66/145),2,45% (5/11),40% (4/10),43% (9/21),"['2', '2']","['1', '0', '4', '3', '6', '5']",[],[],[],1.59
CHALLENGER MEN - SINGLES :  Savannah (USA),clay,header
28.04.2023,Kicker N.,0,2,3,,,,1,2,72%,52% (23/44),59% (10/17),57% (4/7),29% (12/42),40% (6/15),0% (0/1),4,54% (33/61),32% (18/57),43% (51/118),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.74
28.04.2023,Kypson P.,2,6,6,,,,0,0,74%,71% (30/42),60% (9/15),100% (1/1),48% (21/44),41% (7/17),43% (3/7),4,68% (39/57),46% (28/61),57% (67/118),5,100% (9/9),38% (3/8),71% (12/17),"['4', '2', '6', '2']","['4', '2']",[],[],[],2.04
26.04.2023,Kicker N.,2,6,6,,,,0,1,68%,68% (28/41),53% (10/19),60% (3/5),39% (15/38),65% (15/23),50% (4/8),7,63% (38/60),49% (30/61),56% (68/121),5,80% (8/10),44% (4/9),63% (12/19),"['5', '3']","['1', '2', '3', '4', '5', '4']",[],[],[],1.34
26.04.2023,Martineau M.,0,3,4,,,,1,6,62%,61% (23/38),35% (8/23),50% (4/8),32% (13/41),47% (9/19),40% (2/5),4,51% (31/61),37% (22/60),44% (53/121),2,56% (5/9),20% (2/10),37% (7/19),[],"['2', '0', '3', '1']",[],[],[],3.12
25.04.2023,Kicker N.,2,6,6,,,,0,1,74%,92% (24/26),56% (5/9),100% (1/1),53% (23/43),62% (8/13),50% (5/10),8,83% (29/35),55% (31/56),66% (60/91),6,100% (7/7),71% (5/7),86% (12/14),"['2', '0', '4', '0']","['2', '1', '4', '1', '6', '1']",[],[],[],1.30
25.04.2023,Kirchheimer S.,0,1,1,,,,0,0,77%,47% (20/43),38% (5/13),50% (5/10),8% (2/26),44% (4/9),0% (0/1),3,45% (25/56),17% (6/35),34% (31/91),1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],3.36
CHALLENGER MEN - SINGLES :  Tallahassee (USA),clay,header
18.04.2023,Kicker N.,0,1,2,,,,1,1,67%,41% (14/34),53% (9/17),29% (2/7),17% (3/18),35% (7/20),0% (0/0),4,45% (23/51),26% (10/38),37% (33/89),1,38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],2.63
18.04.2023,Zhang Z.,2,6,6,,,,3,1,47%,83% (15/18),65% (13/20),0% (0/0),59% (20/34),47% (8/17),71% (5/7),6,74% (28/38),55% (28/51),63% (56/89),4,100% (7/7),63% (5/8),80% (12/15),"['1', '0', '3', '0', '6', '1']","['4', '2', '6', '2']",[],[],[],1.45
CHALLENGER MEN - SINGLES :  Vina Del Mar (Chile),clay,header
14.03.2023,Kicker N.,0,1,0,,,,0,1,55%,44% (8/18),20% (3/15),38% (3/8),30% (6/20),50% (6/12),25% (1/4),3,33% (11/33),38% (12/32),35% (23/65),1,0% (0/5),20% (1/5),10% (1/10),"['1', '2']",[],[],[],[],1.54
14.03.2023,Martin Tiffon P.,1,6,3,,,,1,0,63%,70% (14/20),50% (6/12),75% (3/4),56% (10/18),80% (12/15),63% (5/8),6,63% (20/32),67% (22/33),65% (42/65),7,80% (4/5),100% (5/5),90% (9/10),"['2', '0', '3', '1', '5', '1']","['1', '0', '3', '0']",[],[],[],2.39
CHALLENGER MEN - SINGLES :  Santiago (Chile),clay,header
06.03.2023,Kicker N.,0,3,3,,,,1,0,71%,60% (27/45),44% (8/18),64% (7/11),21% (6/28),42% (10/24),100% (1/1),8,56% (35/63),31% (16/52),44% (51/115),2,56% (5/9),11% (1/9),33% (6/18),"['2', '5']",[],[],[],[],2.17
06.03.2023,Diaz Acosta F.,2,6,6,,,,0,3,54%,79% (22/28),58% (14/24),0% (0/1),40% (18/45),56% (10/18),36% (4/11),6,69% (36/52),44% (28/63),56% (64/115),4,89% (8/9),44% (4/9),67% (12/18),"['3', '1', '5', '1']","['2', '1', '6', '3']",[],[],[],1.65
ATP - SINGLES :  Cordoba (Argentina) - Qualification,clay,header
05.02.2023,Kicker N.,1,6,1,2,,,2,8,57%,78% (35/45),29% (10/34),56% (5/9),29% (17/58),33% (5/15),33% (1/3),4,57% (45/79),30% (22/73),44% (67/152),3,67% (8/12),8% (1/13),36% (9/25),"['4', '3']",[],[],[],[],2.54
05.02.2023,Dellien H.,2,4,6,6,,,2,1,79%,71% (41/58),67% (10/15),67% (2/3),22% (10/45),71% (24/34),44% (4/9),6,70% (51/73),43% (34/79),56% (85/152),5,92% (12/13),33% (4/12),64% (16/25),[],"['2', '0', '5', '1']","['3', '2', '5', '2']",[],[],1.52
04.02.2023,Kicker N.,2,7,5,6,,,0,6,66%,65% (50/77),41% (16/39),69% (9/13),39% (27/69),50% (18/36),50% (5/10),6,57% (66/116),43% (45/105),50% (111/221),5,76% (13/17),29% (5/17),53% (18/34),"['1', '4', '4', '5', '6', '5']",[],"['1', '0', '5', '4']",[],[],1.37
04.02.2023,Agamenone F.,1,5,7,4,,,6,5,66%,61% (42/69),50% (18/36),50% (5/10),35% (27/77),59% (23/39),31% (4/13),7,57% (60/105),43% (50/116),50% (110/221),4,71% (12/17),24% (4/17),47% (16/34),"['2', '0', '4', '0']","['7', '5']","['1', '1']",[],[],2.96
CHALLENGER MEN - SINGLES :  Concepcion (Chile),clay,header
26.01.2023,Kicker N.,1,6,4,0,,,0,4,59%,62% (44/71),34% (17/50),74% (17/23),35% (22/62),47% (15/32),38% (3/8),7,50% (61/121),39% (37/94),46% (98/215),3,54% (7/13),23% (3/13),38% (10/26),"['4', '3']","['3', '2', '4', '3']",[],[],[],2.36
26.01.2023,Dellien H.,2,4,6,6,,,0,2,66%,65% (40/62),53% (17/32),63% (5/8),38% (27/71),66% (33/50),26% (6/23),7,61% (57/94),50% (60/121),54% (117/215),9,77% (10/13),46% (6/13),62% (16/26),[],"['3', '3', '4', '4', '6', '4']","['2', '0', '4', '0', '6', '0']",[],[],1.55
24.01.2023,Kicker N.,2,6,6,,,,0,1,61%,70% (21/30),68% (13/19),50% (1/2),45% (15/33),79% (11/14),63% (5/8),9,69% (34/49),55% (26/47),63% (60/96),4,88% (7/8),63% (5/8),75% (12/16),"['2', '1', '5', '2']","['1', '0', '2', '1', '5', '2']",[],[],[],1.37
24.01.2023,Ficovich J. P.,0,2,2,,,,1,3,70%,55% (18/33),21% (3/14),38% (3/8),30% (9/30),32% (6/19),50% (1/2),6,45% (21/47),31% (15/49),38% (36/96),1,38% (3/8),13% (1/8),25% (4/16),[],"['1', '1']",[],[],[],2.96
ATP - SINGLES :  Australian Open (Australia) - Qualification,hard,header
11.01.2023,Svrcina D.,1,2,7^10,2,,,1,2,65%,59% (32/54),45% (13/29),64% (7/11),51% (33/65),39% (13/33),38% (3/8),24,31,70% (21/30),5,54% (45/83),47% (46/98),50% (91/181),3,64% (7/11),27% (3/11),45% (10/22),"['2', '2']","['4', '2']","['1', '0']",[],[],1.99
11.01.2023,Kicker N.,1,6,6^8,0,,,5,1,66%,49% (32/65),61% (20/33),63% (5/8),41% (22/54),55% (16/29),36% (4/11),30,32,63% (12/19),6,53% (52/98),46% (38/83),50% (90/181),4,73% (8/11),36% (4/11),55% (12/22),"['1', '0', '3', '2', '5', '2']","['3', '4']",[],[],[],1.84
09.01.2023,Kicker N.,2,6,6,,,,2,2,76%,64% (38/59),53% (10/19),91% (10/11),40% (16/40),53% (9/17),44% (4/9),19,22,71% (5/7),6,62% (48/78),44% (25/57),54% (73/135),5,89% (8/9),44% (4/9),67% (12/18),"['2', '1', '4', '1']","['3', '4', '5', '4']",[],[],[],1.98
09.01.2023,Delbonis F.,0,2,4,,,,1,2,70%,60% (24/40),47% (8/17),56% (5/9),36% (21/59),47% (9/19),9% (1/11),11,24,70% (7/10),7,56% (32/57),38% (30/78),46% (62/135),2,56% (5/9),11% (1/9),33% (6/18),[],"['4', '2']",[],[],[],1.83
CHALLENGER MEN - SINGLES :  Temuco (Chile),hard,header
27.11.2022,Kicker N.,1,6,4,2,,,1,2,70%,58% (34/59),52% (13/25),29% (2/7),34% (21/61),46% (11/24),38% (3/8),7,56% (47/84),38% (32/85),47% (79/169),4,64% (9/14),21% (3/14),43% (12/28),"['1', '1', '4', '4', '6', '4']",[],[],[],[],1.53
27.11.2022,Andreozzi G.,2,4,6,6,,,2,2,72%,66% (40/61),54% (13/24),63% (5/8),42% (25/59),48% (12/25),71% (5/7),5,62% (53/85),44% (37/84),53% (90/169),3,79% (11/14),36% (5/14),57% (16/28),"['1', '0', '4', '3']","['2', '1']","['1', '0', '4', '1']",[],[],2.46
26.11.2022,Kicker N.,2,6,6^1,6,,,1,2,77%,73% (51/70),71% (15/21),100% (2/2),30% (19/63),49% (21/43),43% (3/7),8,73% (66/91),38% (40/106),54% (106/197),3,100% (15/15),21% (3/14),62% (18/29),"['1', '0', '4', '1']",[],"['5', '3']",[],[],1.47
26.11.2022,Mejia N.,1,2,7^7,3,,,10,3,59%,70% (44/63),51% (22/43),57% (4/7),27% (19/70),29% (6/21),0% (0/2),5,62% (66/106),27% (25/91),46% (91/197),1,79% (11/14),0% (0/15),38% (11/29),[],[],[],[],[],2.64
26.11.2022,Kicker N.,2,6,6,,,,0,0,71%,79% (19/24),90% (9/10),0% (0/0),43% (12/28),72% (18/25),50% (5/10),8,82% (28/34),57% (30/53),67% (58/87),6,100% (7/7),71% (5/7),86% (12/14),"['1', '0', '3', '0', '5', '0']","['2', '1', '5', '2']",[],[],[],2.64
26.11.2022,Bagnis F.,0,0,2,,,,1,6,53%,57% (16/28),28% (7/25),50% (5/10),21% (5/24),10% (1/10),0% (0/0),4,43% (23/53),18% (6/34),33% (29/87),1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],1.47
24.11.2022,Kicker N.,2,3,6,6,,,1,3,68%,62% (42/68),47% (15/32),50% (5/10),32% (14/44),73% (24/33),75% (6/8),12,57% (57/100),49% (38/77),54% (95/177),5,64% (9/14),43% (6/14),54% (15/28),"['1', '0']","['2', '2', '4', '4', '6', '4']","['2', '2', '4', '2']",[],[],1.32
24.11.2022,Reis Da Silva J.,1,6,4,3,,,4,4,57%,68% (30/44),27% (9/33),25% (2/8),38% (26/68),53% (17/32),50% (5/10),6,51% (39/77),43% (43/100),46% (82/177),5,57% (8/14),36% (5/14),46% (13/28),"['2', '2', '4', '2']","['2', '1', '3', '2']","['1', '0']",[],[],3.30
23.11.2022,Kicker N.,2,6,7,,,,5,1,66%,77% (27/35),78% (14/18),0% (0/1),40% (19/47),57% (12/21),57% (4/7),7,77% (41/53),46% (31/68),60% (72/121),4,90% (9/10),40% (4/10),65% (13/20),"['1', '0', '2', '1', '4', '1']","['6', '5']",[],[],[],1.30
23.11.2022,Alvarez N.,0,2,5,,,,2,2,69%,60% (28/47),43% (9/21),43% (3/7),23% (8/35),22% (4/18),100% (1/1),4,54% (37/68),23% (12/53),40% (49/121),1,60% (6/10),10% (1/10),35% (7/20),"['1', '1']",[],[],[],[],3.46
CHALLENGER MEN - SINGLES :  Montevideo (Uruguay),clay,header
12.11.2022,Kicker N.,1,4,6,3,,,1,2,61%,67% (38/57),56% (20/36),67% (4/6),24% (12/50),55% (18/33),67% (2/3),6,62% (58/93),36% (30/83),50% (88/176),5,85% (11/13),15% (2/13),50% (13/26),[],"['3', '1', '5', '1']",[],[],[],2.61
12.11.2022,Altmaier D.,2,6,1,6,,,8,2,60%,76% (38/50),45% (15/33),33% (1/3),33% (19/57),44% (16/36),33% (2/6),5,64% (53/83),38% (35/93),50% (88/176),3,85% (11/13),15% (2/13),50% (13/26),"['4', '3']",[],"['2', '0']",[],[],1.48
09.11.2022,Kicker N.,2,4,6,6,,,0,1,61%,65% (35/54),50% (17/34),56% (5/9),43% (29/68),54% (15/28),40% (6/15),6,59% (52/88),46% (44/96),52% (96/184),5,71% (10/14),43% (6/14),57% (16/28),"['1', '0', '3', '2', '4', '3']","['4', '3', '6', '3']","['3', '1']",[],[],2.10
09.11.2022,Pucinelli de Almeida M.,1,6,3,3,,,0,4,71%,57% (39/68),46% (13/28),60% (9/15),35% (19/54),50% (17/34),44% (4/9),5,54% (52/96),41% (36/88),48% (88/184),4,57% (8/14),29% (4/14),43% (12/28),"['2', '2', '3', '3', '4', '4', '6', '4']",[],[],[],[],1.72
08.11.2022,Kicker N.,2,6,6,,,,0,1,73%,79% (30/38),57% (8/14),50% (1/2),39% (16/41),42% (13/31),27% (3/11),7,73% (38/52),40% (29/72),54% (67/124),3,90% (9/10),30% (3/10),60% (12/20),"['1', '0', '4', '3']","['5', '4']",[],[],[],2.03
08.11.2022,Ugo Carabelli C.,0,4,4,,,,2,1,57%,61% (25/41),58% (18/31),73% (8/11),21% (8/38),43% (6/14),50% (1/2),8,60% (43/72),27% (14/52),46% (57/124),3,70% (7/10),10% (1/10),40% (8/20),"['2', '2']",[],[],[],[],1.72
CHALLENGER MEN - SINGLES :  Guayaquil (Ecuador),clay,header
04.11.2022,Kicker N.,0,1,3,,,,3,1,71%,62% (18/29),33% (4/12),20% (1/5),14% (3/21),29% (7/24),0% (0/1),4,54% (22/41),22% (10/45),37% (32/86),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.38
04.11.2022,Varillas J. P.,2,6,6,,,,2,0,47%,86% (18/21),71% (17/24),100% (1/1),38% (11/29),67% (8/12),80% (4/5),8,78% (35/45),46% (19/41),63% (54/86),3,100% (8/8),50% (4/8),75% (12/16),"['2', '0', '5', '1']","['3', '2', '6', '3']",[],[],[],1.57
