Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
25.08.,Brancaccio R.,2,,,,,,1,1,57%,67% (24/36),59% (16/27),50% (2/4),49% (20/41),44% (11/25),40% (4/10),63% (40/63),47% (31/66),55% (71/129),6,0,80% (8/10),40% (4/10),60% (12/20),"['1', '0', '2', '3', '5', '4']","['1', '0']",[],[],[],1.53
25.08.,Iannaccone F.,0,,,,,,0,0,62%,51% (21/41),56% (14/25),60% (6/10),33% (12/36),41% (11/27),50% (2/4),53% (35/66),37% (23/63),45% (58/129),4,0,60% (6/10),20% (2/10),40% (8/20),"['1', '1', '3', '1']",[],[],[],[],2.40
24.08.,Iannaccone F.,2,,,,,,3,3,67%,84% (36/43),57% (12/21),0% (0/2),29% (11/38),39% (12/31),50% (3/6),13,38,75% (48/64),33% (23/69),53% (71/133),8,0,83% (10/12),25% (3/12),54% (13/24),"['3', '4']","['4', '2', '7', '5']",[],[],[],1.43
24.08.,Cukierman D.,0,,,,,,0,2,55%,71% (27/38),61% (19/31),50% (3/6),16% (7/43),43% (9/21),100% (2/2),13,46,67% (46/69),25% (16/64),47% (62/133),2,0,75% (9/12),17% (2/12),46% (11/24),"['3', '1']","['4', '5']",[],[],[],2.70
06.08.,Rapagnetta D.,2,,,,,,"['1', '0', '3', '2', '4', '3', '6', '3']","['2', '0']",[],[],[],6.05
19.04.,Clarke J.,2,,,,,,"['1', '2', '4', '3']","['1', '0', '3', '0', '6', '3']",[],[],[],1.44
19.04.,Iannaccone F.,0,,,,,,"['2', '0']","['3', '5']",[],[],[],2.62
18.04.,Iannaccone F.,2,,,,,,"['2', '0', '4', '2']","['1', '0']",[],[],[],1.09
18.04.,Figl M.,0,,,,,,"['1', '2']","['3', '3']",[],[],[],6.15
15.04.,Iannaccone F.,2,,,,,,"['1', '2']","['3', '1', '5', '1']","['1', '0', '4', '1', '6', '1']",[],[],2.14
15.04.,Cretu C.,1,,,,,,"['2', '0', '5', '3']",[],[],[],[],1.64
07.04.,Nagal S.,2,,,,,,0,1,78%,75% (30/40),82% (9/11),100% (2/2),43% (13/30),52% (11/21),100% (3/3),76% (39/51),47% (24/51),62% (63/102),9,0,100% (9/9),33% (3/9),67% (12/18),"['1', '0']","['2', '1', '5', '2']",[],[],[],1.37
07.04.,Iannaccone F.,0,,,,,,0,5,59%,57% (17/30),48% (10/21),0% (0/3),25% (10/40),18% (2/11),0% (0/2),53% (27/51),24% (12/51),38% (39/102),1,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.94
06.04.,Iannaccone F.,2,,,,,,2,0,69%,61% (37/61),67% (18/27),57% (4/7),38% (18/47),44% (15/34),50% (5/10),63% (55/88),41% (33/81),52% (88/169),7,0,79% (11/14),38% (5/13),59% (16/27),[],"['2', '0', '3', '1', '4', '2', '6', '2']","['5', '3']",[],[],1.90
06.04.,Travaglia S.,1,,,,,,1,4,58%,62% (29/47),56% (19/34),50% (5/10),39% (24/61),33% (9/27),43% (3/7),59% (48/81),38% (33/88),48% (81/169),3,0,62% (8/13),21% (3/14),41% (11/27),"['3', '2']","['1', '2', '2', '3']",[],[],[],1.82
31.03.,Prizmic D.,2,,,,,,4,5,60%,72% (28/39),42% (11/26),60% (3/5),54% (21/39),46% (6/13),63% (5/8),60% (39/65),52% (27/52),56% (66/117),7,0,78% (7/9),56% (5/9),67% (12/18),"['4', '2', '6', '4']","['2', '2', '4', '2', '6', '2']",[],[],[],1.13
31.03.,Iannaccone F.,0,,,,,,0,0,75%,46% (18/39),54% (7/13),38% (3/8),28% (11/39),58% (15/26),40% (2/5),48% (25/52),40% (26/65),44% (51/117),3,0,44% (4/9),22% (2/9),33% (6/18),"['3', '4']","['1', '0']",[],[],[],5.15
30.03.,Iannaccone F.,2,,,,,,1,3,80%,73% (35/48),42% (5/12),60% (3/5),42% (15/36),49% (17/35),67% (4/6),67% (40/60),45% (32/71),55% (72/131),6,0,82% (9/11),36% (4/11),59% (13/22),"['2', '3', '4', '5', '6', '5']","['1', '0']",[],[],[],3.14
30.03.,Brunold M.,0,,,,,,1,1,51%,58% (21/36),51% (18/35),33% (2/6),27% (13/48),58% (7/12),40% (2/5),55% (39/71),33% (20/60),45% (59/131),4,2,64% (7/11),18% (2/11),41% (9/22),"['2', '0', '5', '3']",[],[],[],[],1.33
20.02.,Poljicak M.,2,,,,,,"['3', '3', '5', '3']","['1', '0', '3', '0', '6', '1']",[],[],[],1.55
20.02.,Iannaccone F.,0,,,,,,"['1', '0']",[],[],[],[],2.33
19.02.,Iannaccone F.,2,,,,,,"['5', '4', '6', '5']","['2', '1', '6', '3']",[],[],[],1.82
19.02.,Vandecasteele Q.,0,,,,,,"['5', '5']",[],[],[],[],1.88
13.02.,Kopp S.,2,,,,,,"['1', '0', '4', '1', '6', '1']","['5', '3']",[],[],[],2.20
13.02.,Iannaccone F.,0,,,,,,[],[],[],[],[],1.61
12.02.,Iannaccone F.,2,,,,,,"['3', '1', '6', '4']","['2', '0', '4', '0', '6', '0']",[],[],[],1.71
12.02.,Marie J.,0,,,,,,"['2', '3']",[],[],[],[],2.01
22.01.,Callejon H. S.,2,,,,,,"['1', '1', '3', '1', '4', '2']","['1', '0', '3', '0', '5', '0']",[],[],[],2.59
22.01.,Iannaccone F.,0,,,,,,"['1', '0', '2', '3']",[],[],[],[],1.45
18.01.,Soriano Barrera A.,2,,,,,,"['2', '0']","['2', '1', '4', '1']",[],[],[],1.53
18.01.,Iannaccone F.,0,,,,,,[],[],[],[],[],2.37
17.01.,Iannaccone F.,2,,,,,,"['1', '0', '4', '3', '6', '3']","['5', '3']",[],[],[],1.83
17.01.,Callejon H. S.,0,,,,,,"['2', '2']",[],[],[],[],1.83
16.01.,Iannaccone F.,2,,,,,,"['1', '0', '3', '0', '4', '1']","['1', '0', '3', '2']","['1', '0', '3', '0', '5', '4']",[],[],1.07
16.01.,Almazan Valiente I.,1,,,,,,"['1', '3']","['1', '1', '3', '3', '7', '5']","['1', '3', '4', '4']",[],[],6.85
15.01.,Iannaccone F.,2,,,,,,"['6', '4']","['4', '2']",[],[],[],1.36
15.01.,Tabacco F.,0,,,,,,[],[],[],[],[],2.94
28.11.2024,Iannaccone F.,2,,,,,,[],"['5', '3']","['3', '4', '5', '4']",[],[],2.33
28.11.2024,Bouquier A.,1,,,,,,"['5', '3']",[],"['2', '0']",[],[],1.55
27.11.2024,Iannaccone F.,2,,,,,,"['1', '0', '3', '0']","['5', '4', '6', '5']",[],[],[],1.18
27.11.2024,Bobichon M.,0,,,,,,"['3', '5']","['5', '5']",[],[],[],4.43
24.11.2024,Peniston R.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['2', '0', '4', '0']",[],[],[],1.34
24.11.2024,Iannaccone F.,0,,,,,,[],[],[],[],[],3.04
23.11.2024,Iannaccone F.,1,,,,,,"['2', '2', '5', '5', '7', '5']",[],[],[],[],1.67
23.11.2024,Erel Y.,0,,,,,,"['2', '1', '3', '2']",[],[],[],[],2.10
22.11.2024,Iannaccone F.,2,,,,,,"['1', '0', '3', '0']","['1', '0', '3', '0', '6', '1']",[],[],[],1.24
22.11.2024,Deflandre L.,0,,,,,,[],[],[],[],[],3.72
