Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
15.06.,Trotter J. K.,2,,,,,,7,5,62%,79% (45/57),51% (18/35),83% (5/6),25% (13/52),42% (8/19),33% (2/6),68% (63/92),30% (21/71),52% (84/163),5,0,93% (13/14),15% (2/13),56% (15/27),"['3', '1']",[],"['4', '2']",[],[],3.21
15.06.,Smith C.,1,,,,,,6,5,73%,75% (39/52),58% (11/19),67% (4/6),21% (12/57),49% (17/35),17% (1/6),70% (50/71),32% (29/92),48% (79/163),5,0,85% (11/13),7% (1/14),44% (12/27),[],"['3', '1']",[],[],[],1.32
14.06.,Trotter J. K.,2,,,,,,16,5,66%,79% (52/66),44% (15/34),60% (3/5),25% (15/61),48% (25/52),20% (2/10),67% (67/100),35% (40/113),50% (107/213),7,0,87% (13/15),13% (2/16),48% (15/31),[],[],"['2', '0', '6', '4']",[],[],2.73
14.06.,Huesler M.,1,,,,,,15,8,54%,75% (46/61),52% (27/52),80% (8/10),21% (14/66),56% (19/34),40% (2/5),65% (73/113),33% (33/100),50% (106/213),3,1,88% (14/16),13% (2/15),52% (16/31),[],"['5', '3']","['2', '3']",[],[],1.42
11.06.,Shimabukuro S.,2,,,,,,15,9,64%,73% (59/81),38% (17/45),88% (15/17),22% (11/49),63% (24/38),50% (3/6),60% (76/126),40% (35/87),52% (111/213),8,0,87% (13/15),21% (3/14),55% (16/29),"['4', '2']","['4', '5']","['5', '4']",[],[],1.72
11.06.,Trotter J. K.,1,,,,,,6,2,56%,78% (38/49),37% (14/38),50% (3/6),27% (22/81),62% (28/45),12% (2/17),60% (52/87),40% (50/126),48% (102/213),2,1,79% (11/14),13% (2/15),45% (13/29),[],"['5', '3', '6', '4']",[],[],[],2.03
09.06.,Trotter J. K.,2,,,,,,6,4,56%,89% (24/27),67% (14/21),100% (1/1),33% (11/33),67% (8/12),75% (3/4),79% (38/48),42% (19/45),61% (57/93),5,0,100% (9/9),38% (3/8),71% (12/17),"['2', '0', '4', '0']","['3', '2']",[],[],[],2.38
09.06.,Rodesch C.,0,,,,,,3,1,73%,67% (22/33),33% (4/12),25% (1/4),11% (3/27),33% (7/21),0% (0/1),58% (26/45),21% (10/48),39% (36/93),5,1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.54
23.05.,Hassan B.,2,,,,,,1,1,47%,77% (24/31),60% (21/35),50% (1/2),175 km/h,156 km/h,37% (21/57),48% (14/29),30% (3/10),36,28,75% (18/24),68% (45/66),41% (35/86),53% (80/152),5,0,90% (9/10),30% (3/10),60% (12/20),"['1', '0', '4', '1']","['2', '1']",[],[],[],1.34
23.05.,Trotter J. K.,0,,,,,,6,1,66%,63% (36/57),52% (15/29),70% (7/10),178 km/h,158 km/h,23% (7/31),40% (14/35),50% (1/2),15,21,47% (7/15),59% (51/86),32% (21/66),47% (72/152),5,1,70% (7/10),10% (1/10),40% (8/20),[],"['5', '5']",[],[],[],3.26
22.05.,Trotter J. K.,2,,,,,,4,1,57%,85% (47/55),46% (19/41),50% (2/4),23% (14/60),42% (18/43),29% (2/7),32,33,79% (15/19),69% (66/96),32% (35/109),49% (101/205),6,0,87% (13/15),13% (2/15),50% (15/30),"['4', '4']",[],"['2', '0']",[],[],1.88
22.05.,Kubler J.,1,,,,,,2,4,58%,77% (46/60),58% (25/43),71% (5/7),15% (8/55),54% (22/41),50% (2/4),33,31,71% (17/24),68% (74/109),31% (30/96),51% (104/205),4,0,87% (13/15),13% (2/15),50% (15/30),"['4', '3']","['5', '3']",[],[],[],1.88
19.05.,Trotter J. K.,2,,,,,,6,2,64%,83% (29/35),55% (11/20),100% (1/1),43% (13/30),45% (5/11),60% (3/5),24,18,64% (7/11),73% (40/55),44% (18/41),60% (58/96),5,0,100% (9/9),38% (3/8),71% (12/17),"['3', '1', '5', '1']","['4', '3']",[],[],[],2.68
19.05.,Holt B.,0,,,,,,2,0,73%,57% (17/30),55% (6/11),40% (2/5),17% (6/35),45% (9/20),0% (0/1),14,16,83% (5/6),56% (23/41),27% (15/55),40% (38/96),5,1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.48
14.05.,Burruchaga R. A.,2,,,,,,1,1,79%,73% (27/37),70% (7/10),67% (2/3),42% (16/38),59% (10/17),57% (4/7),72% (34/47),47% (26/55),59% (60/102),7,0,89% (8/9),44% (4/9),67% (12/18),"['1', '0', '4', '3']","['3', '2', '5', '2']",[],[],[],1.09
14.05.,Trotter J. K.,0,,,,,,1,1,69%,58% (22/38),41% (7/17),43% (3/7),27% (10/37),30% (3/10),33% (1/3),53% (29/55),28% (13/47),41% (42/102),3,0,56% (5/9),11% (1/9),33% (6/18),"['2', '2']",[],[],[],[],6.45
12.05.,Trotter J. K.,2,,,,,,1,0,63%,74% (28/38),55% (12/22),0% (0/0),30% (11/37),52% (11/21),100% (1/1),73% (8/11),50% (9/18),59% (17/29),7,0,100% (2/2),50% (1/2),75% (3/4),"['4', '3']","['2', '3', '4', '3']",[],[],[],2.11
12.05.,Gueymard Wayenburg S.,0,,,,,,2,7,64%,70% (26/37),48% (10/21),0% (0/1),26% (10/38),45% (10/22),0% (0/0),50% (9/18),27% (3/11),41% (12/29),3,0,50% (1/2),0% (0/2),25% (1/4),[],"['2', '0']",[],[],[],1.68
24.04.,Chung H.,2,,,,,,2,1,60%,74% (26/35),57% (13/23),60% (3/5),34% (12/35),64% (18/28),50% (4/8),67% (39/58),48% (30/63),57% (69/121),9,0,80% (8/10),40% (4/10),60% (12/20),"['2', '1', '5', '2']","['3', '2', '5', '4']",[],[],[],1.59
24.04.,Trotter J. K.,0,,,,,,2,2,56%,66% (23/35),36% (10/28),50% (4/8),26% (9/35),43% (10/23),40% (2/5),52% (33/63),33% (19/58),43% (52/121),1,1,60% (6/10),20% (2/10),40% (8/20),[],"['3', '3', '5', '5']",[],[],[],2.27
23.04.,Trotter J. K.,2,,,,,,9,6,63%,80% (52/65),51% (20/39),100% (6/6),32% (18/57),36% (14/39),50% (3/6),69% (72/104),33% (32/96),52% (104/200),7,0,100% (15/15),19% (3/16),58% (18/31),[],"['2', '1']","['4', '3', '6', '3']",[],[],1.73
23.04.,Durasovic V.,1,,,,,,9,1,59%,68% (39/57),64% (25/39),50% (3/6),20% (13/65),49% (19/39),0% (0/6),67% (64/96),31% (32/104),48% (96/200),3,0,81% (13/16),0% (0/15),42% (13/31),[],[],[],[],[],2.02
15.04.,Hsu Y. H.,2,,,,,,2,2,54%,70% (21/30),69% (18/26),80% (4/5),41% (18/44),64% (18/28),29% (4/14),70% (39/56),50% (36/72),59% (75/128),6,0,89% (8/9),44% (4/9),67% (12/18),"['1', '0', '4', '3', '6', '3']","['4', '2']",[],[],[],2.48
15.04.,Trotter J. K.,0,,,,,,4,2,61%,59% (26/44),36% (10/28),71% (10/14),30% (9/30),31% (8/26),20% (1/5),50% (36/72),30% (17/56),41% (53/128),4,0,56% (5/9),11% (1/9),33% (6/18),"['3', '3']",[],[],[],[],1.50
29.03.,Denolly C.,2,,,,,,5,4,56%,73% (29/40),58% (18/31),33% (1/3),25% (13/51),63% (12/19),43% (3/7),21,19,50% (3/6),66% (47/71),36% (25/70),51% (72/141),8,0,85% (11/13),23% (3/13),54% (14/26),"['1', '0', '6', '3']",[],"['5', '3']",[],[],2.66
29.03.,Trotter J. K.,1,,,,,,4,3,73%,75% (38/51),37% (7/19),57% (4/7),28% (11/40),42% (13/31),67% (2/3),26,36,71% (10/14),64% (45/70),34% (24/71),49% (69/141),2,0,77% (10/13),15% (2/13),46% (12/26),[],"['1', '0', '3', '0']",[],[],[],1.44
26.03.,Huesler M.,2,,,,,,6,7,58%,85% (28/33),63% (15/24),100% (3/3),32% (16/50),55% (17/31),17% (2/12),75% (43/57),41% (33/81),55% (76/138),5,0,100% (10/10),20% (2/10),60% (12/20),"['2', '1']","['2', '1']",[],[],[],1.51
26.03.,Trotter J. K.,0,,,,,,6,6,62%,68% (34/50),45% (14/31),83% (10/12),15% (5/33),38% (9/24),0% (0/3),59% (48/81),25% (14/57),45% (62/138),5,2,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],2.46
24.03.,Trotter J. K.,2,,,,,,7,10,59%,79% (62/78),53% (29/55),33% (2/6),28% (21/74),44% (24/55),33% (4/12),68% (91/133),35% (45/129),52% (136/262),7,1,78% (14/18),22% (4/18),50% (18/36),"['1', '0']","['6', '6']","['1', '0', '4', '1']",[],[],1.76
24.03.,McCabe J.,1,,,,,,15,5,57%,72% (53/74),56% (31/55),67% (8/12),21% (16/78),47% (26/55),67% (4/6),65% (84/129),32% (42/133),48% (126/262),3,3,78% (14/18),22% (4/18),50% (18/36),"['5', '5']","['6', '5']","['3', '5', '5', '5']",[],[],1.97
03.03.,Gaston H.,2,,,,,,1,3,47%,86% (18/21),67% (16/24),50% (1/2),37% (10/27),61% (17/28),67% (4/6),8,11,100% (3/3),76% (34/45),49% (27/55),61% (61/100),7,0,89% (8/9),44% (4/9),67% (12/18),"['3', '2', '5', '2']","['1', '0', '5', '4']",[],[],[],2.36
03.03.,Trotter J. K.,0,,,,,,2,6,49%,63% (17/27),39% (11/28),33% (2/6),14% (3/21),33% (8/24),50% (1/2),15,42,75% (15/20),51% (28/55),24% (11/45),39% (39/100),3,0,56% (5/9),11% (1/9),33% (6/18),[],"['2', '2']",[],[],[],1.55
11.02.,Nakashima B.,2,,,,,,5,0,67%,87% (33/38),68% (13/19),0% (0/0),42% (20/48),42% (13/31),25% (2/8),81% (46/57),42% (33/79),58% (79/136),8,0,100% (10/10),22% (2/9),63% (12/19),[],"['2', '0', '5', '1']",[],[],[],1.30
11.02.,Trotter J. K.,0,,,,,,4,1,61%,58% (28/48),58% (18/31),75% (6/8),13% (5/38),32% (6/19),0% (0/0),58% (46/79),19% (11/57),42% (57/136),2,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],3.57
09.02.,Trotter J. K.,2,,,,,,10,3,61%,77% (41/53),68% (23/34),67% (4/6),39% (35/89),44% (17/39),42% (5/12),74% (64/87),41% (52/128),54% (116/215),7,0,87% (13/15),33% (6/18),58% (19/33),"['3', '1']","['3', '2', '6', '5']","['4', '3', '6', '3']",[],[],1.90
09.02.,Daniel T.,1,,,,,,2,0,70%,61% (54/89),56% (22/39),58% (7/12),23% (12/53),32% (11/34),33% (2/6),59% (76/128),26% (23/87),46% (99/215),3,0,67% (12/18),13% (2/15),42% (14/33),"['2', '3']","['4', '4']",[],[],[],1.90
08.02.,Trotter J. K.,2,,,,,,4,1,58%,95% (20/21),80% (12/15),0% (0/0),48% (11/23),39% (7/18),100% (2/2),90% (27/30),32% (10/31),61% (37/61),7,0,100% (7/7),43% (3/7),71% (10/14),"['2', '0', '4', '0']","['1', '0', '6', '3']",[],[],[],-
08.02.,Seggerman R.,0,,,,,,4,3,56%,52% (12/23),61% (11/18),0% (0/2),5% (1/21),20% (3/15),0% (0/0),68% (21/31),10% (3/30),39% (24/61),3,0,57% (4/7),0% (0/7),29% (4/14),[],[],[],[],[],-
01.02.,Quinn E.,2,,,,,,8,0,72%,83% (34/41),69% (11/16),0% (0/0),32% (12/37),56% (14/25),67% (2/3),79% (45/57),42% (26/62),60% (71/119),5,0,100% (10/10),22% (2/9),63% (12/19),[],"['2', '0', '4', '0']",[],[],[],1.70
01.02.,Trotter J. K.,0,,,,,,4,1,60%,68% (25/37),44% (11/25),33% (1/3),17% (7/41),31% (5/16),0% (0/0),58% (36/62),21% (12/57),40% (48/119),5,1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.08
31.01.,Spizzirri E.,2,,,,,,6,3,67%,73% (47/64),55% (17/31),50% (2/4),26% (20/77),57% (16/28),25% (3/12),67% (64/95),34% (36/105),50% (100/200),6,0,88% (14/16),18% (3/17),52% (17/33),[],"['4', '3', '6', '3']","['5', '5']",[],[],1.70
31.01.,Trotter J. K.,1,,,,,,23,0,73%,74% (57/77),43% (12/28),75% (9/12),27% (17/64),45% (14/31),50% (2/4),66% (69/105),33% (31/95),50% (100/200),4,2,82% (14/17),13% (2/16),48% (16/33),"['7', '5']",[],"['4', '3']",[],[],2.08
29.01.,Trotter J. K.,2,,,,,,12,3,55%,85% (39/46),62% (23/37),67% (2/3),28% (15/54),49% (20/41),44% (4/9),75% (62/83),37% (35/95),54% (97/178),8,0,93% (14/15),27% (4/15),60% (18/30),"['4', '4']","['1', '0', '4', '1']","['5', '4']",[],[],1.17
29.01.,Hilderbrand T.,1,,,,,,8,7,57%,72% (39/54),51% (21/41),56% (5/9),15% (7/46),38% (14/37),33% (1/3),63% (60/95),25% (21/83),46% (81/178),2,0,73% (11/15),7% (1/15),40% (12/30),"['4', '3']",[],[],[],[],4.70
28.01.,Trotter J. K.,2,,,,,,12,6,64%,80% (43/54),65% (20/31),50% (1/2),20% (10/49),47% (21/45),100% (1/1),74% (63/85),33% (31/94),53% (94/179),6,0,93% (14/15),7% (1/15),50% (15/30),"['3', '1']",[],[],[],[],1.20
28.01.,Pieczonka F.,1,,,,,,10,4,52%,80% (39/49),53% (24/45),0% (0/1),20% (11/54),35% (11/31),50% (1/2),67% (63/94),26% (22/85),47% (85/179),4,2,93% (14/15),7% (1/15),50% (15/30),[],"['5', '3']",[],[],[],4.27
08.01.,Landaluce M.,2,,,,,,3,6,67%,82% (36/44),41% (9/22),67% (2/3),31% (14/45),53% (16/30),43% (3/7),27,25,75% (12/16),68% (45/66),40% (30/75),53% (75/141),7,0,91% (10/11),27% (3/11),59% (13/22),"['2', '1']","['4', '3', '6', '5']",[],[],[],1.51
08.01.,Trotter J. K.,0,,,,,,10,4,60%,69% (31/45),47% (14/30),57% (4/7),18% (8/44),59% (13/22),33% (1/3),29,27,54% (14/26),60% (45/75),32% (21/66),47% (66/141),3,0,73% (8/11),9% (1/11),41% (9/22),[],"['5', '5']",[],[],[],2.59
06.01.,Trotter J. K.,2,,,,,,12,4,57%,66% (35/53),57% (23/40),63% (5/8),32% (22/69),61% (22/36),36% (4/11),58,41,70% (40/57),62% (58/93),42% (44/105),52% (102/198),4,0,79% (11/14),29% (4/14),54% (15/28),"['1', '0', '5', '4']","['1', '0']","['4', '2']",[],[],2.04
06.01.,Evans D.,1,,,,,,4,2,66%,68% (47/69),39% (14/36),64% (7/11),34% (18/53),43% (17/40),38% (3/8),23,22,72% (21/29),58% (61/105),38% (35/93),48% (96/198),6,1,71% (10/14),21% (3/14),46% (13/28),"['2', '2']","['1', '1', '3', '1']",[],[],[],1.78
31.12.2024,Fearnley J.,2,,,,,,4,3,60%,76% (22/29),79% (15/19),100% (1/1),37% (15/41),58% (14/24),38% (3/8),77% (37/48),45% (29/65),58% (66/113),6,0,100% (9/9),33% (3/9),67% (12/18),"['2', '1', '4', '1']","['2', '1']",[],[],[],1.51
31.12.2024,Trotter J. K.,0,,,,,,10,3,63%,63% (26/41),42% (10/24),63% (5/8),24% (7/29),21% (4/19),0% (0/1),55% (36/65),23% (11/48),42% (47/113),4,3,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.46
30.12.2024,Trotter J. K.,2,,,,,,13,0,75%,82% (47/57),68% (13/19),100% (2/2),27% (13/49),39% (15/38),0% (0/2),79% (60/76),32% (28/87),54% (88/163),7,0,100% (12/12),0% (0/12),50% (12/24),[],[],[],[],[],2.59
30.12.2024,Kym J.,0,,,,,,14,6,56%,73% (36/49),61% (23/38),100% (2/2),18% (10/57),32% (6/19),0% (0/2),68% (59/87),21% (16/76),46% (75/163),3,0,100% (12/12),0% (0/12),50% (12/24),[],[],[],[],[],1.46
29.12.2024,Trotter J. K.,2,,,,,,7,3,54%,85% (23/27),52% (12/23),0% (0/0),37% (10/27),61% (11/18),50% (1/2),74% (26/35),55% (16/29),66% (42/64),7,0,100% (2/2),50% (1/2),75% (3/4),[],[],[],[],[],1.55
29.12.2024,Burruchaga R. A.,0,,,,,,1,3,60%,63% (17/27),39% (7/18),50% (1/2),15% (4/27),48% (11/23),0% (0/0),45% (13/29),26% (9/35),34% (22/64),3,0,50% (1/2),0% (0/2),25% (1/4),[],[],[],[],[],2.36
28.12.2024,Trotter J. K.,2,,,,,,7,2,62%,85% (29/34),62% (13/21),100% (1/1),26% (8/31),56% (14/25),29% (2/7),76% (42/55),39% (22/56),58% (64/111),5,0,100% (10/10),22% (2/9),63% (12/19),"['3', '1']","['1', '0']",[],[],[],1.12
28.12.2024,Marinkov P.,0,,,,,,3,5,55%,74% (23/31),44% (11/25),71% (5/7),15% (5/34),38% (8/21),0% (0/1),61% (34/56),24% (13/55),42% (47/111),5,2,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],5.40
16.11.2024,Rodesch C.,2,,,,,,8,3,72%,83% (34/41),50% (8/16),75% (3/4),38% (12/32),64% (14/22),100% (3/3),74% (42/57),46% (25/54),60% (67/111),6,0,90% (9/10),33% (3/9),63% (12/19),"['5', '3', '6', '4']","['2', '0']",[],[],[],2.07
16.11.2024,Trotter J. K.,0,,,,,,2,1,59%,63% (20/32),41% (9/22),0% (0/3),17% (7/41),50% (8/16),25% (1/4),54% (29/54),26% (15/57),40% (44/111),4,0,67% (6/9),10% (1/10),37% (7/19),"['4', '5']",[],[],[],[],1.69
15.11.2024,Trotter J. K.,2,,,,,,13,1,69%,71% (58/82),56% (20/36),89% (8/9),28% (19/67),47% (18/38),50% (3/6),66% (78/118),35% (37/105),52% (115/223),8,0,94% (16/17),19% (3/16),58% (19/33),"['1', '0']","['2', '0']","['6', '5']",[],[],1.49
15.11.2024,Sell K.,1,,,,,,4,3,64%,72% (48/67),53% (20/38),50% (3/6),29% (24/82),44% (16/36),11% (1/9),65% (68/105),34% (40/118),48% (108/223),2,0,81% (13/16),6% (1/17),42% (14/33),"['4', '4']",[],[],[],[],2.51
14.11.2024,Trotter J. K.,0,,,,,,5,2,68%,85% (11/13),33% (2/6),0% (0/1),80% (8/10),42% (5/12),40% (2/5),68% (13/19),59% (13/22),63% (26/41),8,0,75% (3/4),67% (2/3),71% (5/7),"['3', '1', '4', '2']",[],[],[],[],1.35
14.11.2024,Geerts M.,0,,,,,,0,0,45%,20% (2/10),58% (7/12),60% (3/5),31% (4/13),67% (4/6),100% (1/1),41% (9/22),32% (6/19),37% (15/41),2,0,33% (1/3),25% (1/4),29% (2/7),"['2', '3']",[],[],[],[],3.04
