05.04. 16:40,Llamas Ruiz P.,0,6^4,4,,,,1,1,66%,67% (33/49),60% (15/25),50% (1/2),27% (13/49),36% (9/25),0% (0/8),7,65% (48/74),30% (22/74),47% (70/148),1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],3.39
05.04. 16:40,Hurkacz H.,2,7^7,6,,,,4,1,66%,73% (36/49),64% (16/25),100% (8/8),33% (16/49),40% (10/25),50% (1/2),6,70% (52/74),35% (26/74),53% (78/148),3,100% (11/11),9% (1/11),55% (12/22),[],"['5', '4']",[],[],[],1.33
04.04. 16:40,Llamas Ruiz P.,2,7^7,6,,,,1,0,79%,70% (39/56),60% (9/15),71% (5/7),39% (25/64),53% (20/38),25% (3/12),7,68% (48/71),44% (45/102),54% (93/173),4,82% (9/11),27% (3/11),55% (12/22),"['2', '1']","['2', '0', '6', '4']",[],[],[],1.18
04.04. 16:40,Jorda Sanchis D.,0,6^2,4,,,,9,0,63%,61% (39/64),47% (18/38),75% (9/12),30% (17/56),40% (6/15),29% (2/7),7,56% (57/102),32% (23/71),46% (80/173),3,73% (8/11),18% (2/11),45% (10/22),"['5', '5']","['1', '2']",[],[],[],5.05
03.04. 17:20,Llamas Ruiz P.,2,6,6,,,,1,0,59%,63% (25/40),57% (16/28),75% (6/8),34% (11/32),58% (18/31),36% (4/11),5,60% (41/68),46% (29/63),53% (70/131),3,80% (8/10),44% (4/9),63% (12/19),"['6', '4']","['1', '1', '3', '1', '5', '3']",[],[],[],2.68
03.04. 17:20,Koepfer D.,0,4,3,,,,1,5,51%,66% (21/32),42% (13/31),64% (7/11),38% (15/40),43% (12/28),25% (2/8),4,54% (34/63),40% (27/68),47% (61/131),2,56% (5/9),20% (2/10),37% (7/19),[],"['1', '0', '2', '3']",[],[],[],1.48
ATP - SINGLES :  Estoril (Portugal) - Qualification,clay,header
31.03. 16:55,Llamas Ruiz P.,2,6,7^7,,,,2,1,66%,88% (29/33),82% (14/17),0% (0/0),37% (15/41),64% (18/28),29% (2/7),6,86% (43/50),43% (32/75),60% (75/125),3,100% (10/10),20% (2/10),60% (12/20),"['1', '0', '4', '1']",[],[],[],[],1.19
31.03. 16:55,Jorda Sanchis D.,0,2,6^2,,,,2,2,59%,66% (27/41),57% (16/28),71% (5/7),12% (4/33),18% (3/17),0% (0/0),4,57% (43/75),14% (7/50),40% (50/125),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],4.40
30.03. 21:20,Llamas Ruiz P.,2,6,6,,,,0,0,76%,71% (22/31),90% (9/10),100% (1/1),63% (15/24),70% (7/10),100% (5/5),11,76% (31/41),65% (22/34),71% (53/75),7,100% (7/7),83% (5/6),92% (12/13),"['2', '0', '4', '0']","['1', '0', '3', '0', '5', '0']",[],[],[],1.15
30.03. 21:20,Vanshelboim E.,0,1,0,,,,1,1,71%,38% (9/24),30% (3/10),0% (0/5),29% (9/31),10% (1/10),0% (0/1),5,35% (12/34),24% (10/41),29% (22/75),1,17% (1/6),0% (0/7),8% (1/13),[],[],[],[],[],5.52
CHALLENGER MEN - SINGLES :  Girona (Spain),clay,header
27.03. 23:45,Llamas Ruiz P.,1,6,3,3,,,1,0,65%,71% (39/55),17% (5/30),40% (4/10),38% (23/61),46% (19/41),29% (4/14),7,52% (44/85),41% (42/102),46% (86/187),3,57% (8/14),29% (4/14),43% (12/28),"['1', '0', '3', '2', '5', '4']","['2', '1']",[],[],[],1.21
27.03. 23:45,Sanchez Izquierdo N.,2,4,6,6,,,1,5,60%,62% (38/61),54% (22/41),71% (10/14),29% (16/55),83% (25/30),60% (6/10),7,59% (60/102),48% (41/85),54% (101/187),4,71% (10/14),43% (6/14),57% (16/28),"['1', '1', '3', '3']","['2', '2', '4', '2']","['3', '2', '6', '3']",[],[],4.13
CHALLENGER MEN - SINGLES :  Murcia (Spain),clay,header
23.03. 15:40,Llamas Ruiz P.,1,3,6,2,,,2,1,69%,68% (38/56),48% (12/25),33% (2/6),17% (8/46),47% (14/30),50% (1/2),6,62% (50/81),29% (22/76),46% (72/157),2,71% (10/14),8% (1/13),41% (11/27),[],"['1', '0']",[],[],[],1.49
23.03. 15:40,Rocha H.,2,6,4,6,,,6,1,61%,83% (38/46),53% (16/30),50% (1/2),32% (18/56),52% (13/25),67% (4/6),7,71% (54/76),38% (31/81),54% (85/157),4,92% (12/13),29% (4/14),59% (16/27),"['4', '3', '6', '3']",[],"['4', '2', '6', '2']",[],[],2.50
22.03. 17:30,Llamas Ruiz P.,2,6,3,7,,,5,0,63%,76% (44/58),47% (16/34),80% (8/10),29% (20/69),64% (28/44),57% (4/7),6,65% (60/92),42% (48/113),53% (108/205),5,86% (12/14),27% (4/15),55% (16/29),"['2', '1', '4', '1']",[],"['3', '1', '7', '5']",[],[],1.67
22.03. 17:30,Gasquet R.,1,2,6,5,,,4,2,61%,71% (49/69),36% (16/44),43% (3/7),24% (14/58),53% (18/34),20% (2/10),6,58% (65/113),35% (32/92),47% (97/205),3,73% (11/15),14% (2/14),45% (13/29),[],"['4', '2']","['2', '3']",[],[],2.11
20.03. 22:45,Llamas Ruiz P.,2,6,7,,,,4,0,79%,67% (30/45),42% (5/12),50% (3/6),41% (13/32),62% (13/21),86% (6/7),12,61% (35/57),49% (26/53),55% (61/110),8,70% (7/10),55% (6/11),62% (13/21),"['2', '3', '4', '3', '6', '3']","['2', '0', '5', '3', '7', '5']",[],[],[],1.55
20.03. 22:45,Gakhov I.,0,3,5,,,,4,4,60%,59% (19/32),38% (8/21),14% (1/7),33% (15/45),58% (7/12),50% (3/6),7,51% (27/53),39% (22/57),45% (49/110),3,45% (5/11),30% (3/10),38% (8/21),"['2', '0']","['1', '2', '4', '5']",[],[],[],2.36
18.03. 22:10,Llamas Ruiz P.,2,7^7,7^8,,,,6,1,75%,68% (52/77),44% (11/25),57% (4/7),35% (25/71),52% (14/27),38% (3/8),7,62% (63/102),40% (39/98),51% (102/200),3,75% (9/12),25% (3/12),50% (12/24),"['1', '0']","['3', '1', '6', '6']",[],[],[],1.49
18.03. 22:10,Choinski J.,0,6^3,6^6,,,,9,1,72%,65% (46/71),48% (13/27),63% (5/8),32% (25/77),56% (14/25),43% (3/7),5,60% (59/98),38% (39/102),49% (98/200),3,75% (9/12),25% (3/12),50% (12/24),"['1', '1']","['3', '4', '6', '5']",[],[],[],2.53
CHALLENGER MEN - SINGLES :  Szekesfehervar (Hungary),clay,header
11.03. 20:25,Llamas Ruiz P.,1,4,7^7,0,,,1,1,64%,59% (37/63),47% (17/36),45% (5/11),24% (14/59),52% (14/27),33% (2/6),6,55% (54/99),33% (28/86),44% (82/185),3,57% (8/14),14% (2/14),36% (10/28),"['2', '2']","['2', '0']",[],[],[],1.50
11.03. 20:25,Fatic N.,2,6,6^5,6,,,9,2,69%,76% (45/59),48% (13/27),67% (4/6),41% (26/63),53% (19/36),55% (6/11),7,67% (58/86),45% (45/99),56% (103/185),6,86% (12/14),43% (6/14),64% (18/28),"['2', '1', '4', '3']","['4', '5']","['2', '0', '4', '0', '6', '0']",[],[],2.50
CHALLENGER MEN - SINGLES :  Tenerife 3 (Spain),hard,header
26.02. 18:45,Llamas Ruiz P.,0,6^6,0,,,,2,0,78%,71% (27/38),36% (4/11),83% (5/6),24% (8/33),45% (10/22),33% (1/3),6,63% (31/49),33% (18/55),47% (49/104),3,83% (5/6),14% (1/7),46% (6/13),"['4', '4']",[],[],[],[],1.69
26.02. 18:45,Landaluce M.,1,7^8,1,,,,4,2,60%,76% (25/33),55% (12/22),67% (2/3),29% (11/38),64% (7/11),17% (1/6),7,67% (37/55),37% (18/49),53% (55/104),3,86% (6/7),17% (1/6),54% (7/13),"['3', '2']",[],[],[],[],2.11
CHALLENGER MEN - SINGLES :  Tenerife 2 (Spain),hard,header
20.02. 17:05,Llamas Ruiz P.,1,5,7,1,,,1,0,66%,56% (40/71),46% (17/37),46% (6/13),36% (24/66),46% (17/37),36% (5/14),5,53% (57/108),40% (41/103),46% (98/211),3,53% (8/15),31% (5/16),42% (13/31),"['1', '0', '2', '1', '3', '4']","['3', '2', '6', '5']",[],[],[],1.59
20.02. 17:05,Moro Canas A.,2,7,5,6,,,3,1,64%,64% (42/66),54% (20/37),64% (9/14),44% (31/71),54% (20/37),54% (7/13),7,60% (62/103),47% (51/108),54% (113/211),3,69% (11/16),47% (7/15),58% (18/31),"['1', '1', '2', '2', '4', '2', '7', '5']","['3', '3']","['2', '0', '5', '1']",[],[],2.29
ATP - SINGLES :  Rotterdam (Netherlands) - Qualification,hard,header
11.02. 17:35,Llamas Ruiz P.,1,7^8,4,4,,,6,0,67%,68% (55/81),53% (21/40),78% (7/9),13% (6/47),30% (12/40),0% (0/0),32,17,58% (26/45),4,63% (76/121),21% (18/87),45% (94/208),2,88% (14/16),0% (0/16),44% (14/32),[],[],[],[],[],2.59
11.02. 17:35,Cressy M.,2,6^6,6,6,,,17,4,54%,87% (41/47),70% (28/40),0% (0/0),32% (26/81),48% (19/40),22% (2/9),48,20,69% (49/71),11,79% (69/87),37% (45/121),55% (114/208),3,100% (16/16),13% (2/16),56% (18/32),[],"['1', '0']","['2', '1']",[],[],1.47
10.02. 21:00,Llamas Ruiz P.,2,6,7,,,,3,0,74%,76% (32/42),47% (7/15),0% (0/2),35% (17/48),59% (19/32),40% (4/10),16,15,63% (15/24),7,68% (39/57),45% (36/80),55% (75/137),3,82% (9/11),36% (4/11),59% (13/22),"['2', '1', '5', '4']","['2', '1', '6', '5']",[],[],[],1.64
10.02. 21:00,Den Ouden G.,0,4,5,,,,3,2,60%,65% (31/48),41% (13/32),60% (6/10),24% (10/42),53% (8/15),100% (2/2),21,26,52% (11/21),4,55% (44/80),32% (18/57),45% (62/137),3,64% (7/11),18% (2/11),41% (9/22),"['4', '4']","['3', '3']",[],[],[],2.20
ATP - SINGLES :  Marseille (France) - Qualification,hard,header
04.02. 17:10,Llamas Ruiz P.,0,3,6^4,,,,4,0,65%,69% (29/42),65% (15/23),75% (3/4),19% (9/47),33% (8/24),0% (0/3),5,68% (44/65),24% (17/71),45% (61/136),1,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],2.04
04.02. 17:10,Damm M.,2,6,7^7,,,,15,3,66%,81% (38/47),67% (16/24),100% (3/3),31% (13/42),35% (8/23),25% (1/4),8,76% (54/71),32% (21/65),55% (75/136),3,100% (11/11),10% (1/10),57% (12/21),"['3', '1']",[],[],[],[],1.72
ATP - SINGLES :  Montpellier (France),hard,header
02.02. 02:45,Llamas Ruiz P.,0,5,2,,,,1,0,70%,63% (30/48),43% (9/21),69% (9/13),26% (10/38),43% (9/21),50% (1/2),6,57% (39/69),32% (19/59),45% (58/128),2,60% (6/10),10% (1/10),35% (7/20),"['3', '4']",[],[],[],[],6.05
02.02. 02:45,Rune H.,2,7,6,,,,6,3,64%,74% (28/38),57% (12/21),50% (1/2),38% (18/48),57% (12/21),31% (4/13),7,68% (40/59),43% (30/69),55% (70/128),5,90% (9/10),40% (4/10),65% (13/20),"['4', '2', '7', '5']","['2', '0', '6', '2']",[],[],[],1.14
31.01. 01:20,Llamas Ruiz P.,2,7^8,7,,,,7,1,67%,75% (39/52),58% (15/26),60% (3/5),28% (12/43),41% (12/29),75% (3/4),7,69% (55/80),33% (24/72),52% (79/152),5,83% (10/12),25% (3/12),54% (13/24),"['3', '4']","['2', '0', '7', '5']",[],[],[],2.61
31.01. 01:20,Gasquet R.,0,6^6,5,,,,4,2,60%,72% (31/43),59% (17/29),25% (1/4),25% (13/52),42% (11/26),40% (2/5),8,67% (48/72),31% (25/80),48% (73/152),3,75% (9/12),17% (2/12),46% (11/24),"['2', '0']","['2', '3']",[],[],[],1.50
ATP - SINGLES :  Montpellier (France) - Qualification,hard,header
29.01. 16:40,Llamas Ruiz P.,2,6,6,,,,2,1,63%,74% (28/38),59% (13/22),100% (5/5),31% (9/29),59% (13/22),33% (3/9),6,68% (41/60),43% (22/51),57% (63/111),3,100% (9/9),38% (3/8),71% (12/17),"['2', '0', '6', '2']","['3', '1']",[],[],[],2.00
29.01. 16:40,Hemery C.,0,2,3,,,,5,0,57%,69% (20/29),41% (9/22),67% (6/9),26% (10/38),41% (9/22),0% (0/5),5,57% (29/51),32% (19/60),43% (48/111),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.75
28.01. 16:55,Llamas Ruiz P.,2,6,6,,,,4,2,56%,78% (25/32),48% (12/25),83% (5/6),43% (12/28),59% (13/22),57% (4/7),7,65% (37/57),51% (26/51),58% (63/108),5,89% (8/9),50% (4/8),71% (12/17),"['2', '2', '5', '3']","['1', '0', '4', '1']",[],[],[],2.40
28.01. 16:55,Gigante M.,0,3,2,,,,1,6,56%,57% (16/28),41% (9/22),43% (3/7),22% (7/32),52% (13/25),17% (1/6),4,49% (25/51),35% (20/57),42% (45/108),2,50% (4/8),11% (1/9),29% (5/17),"['1', '0']",[],[],[],[],1.54
CHALLENGER MEN - SINGLES :  Tenerife (Spain),hard,header
19.01. 16:40,Llamas Ruiz P.,0,4,2,,,,3,0,74%,58% (26/45),50% (8/16),50% (3/6),13% (4/31),40% (6/15),0% (0/0),6,56% (34/61),22% (10/46),41% (44/107),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.24
19.01. 16:40,Martinez P.,2,6,6,,,,1,4,67%,87% (27/31),60% (9/15),0% (0/0),42% (19/45),50% (8/16),50% (3/6),9,78% (36/46),44% (27/61),59% (63/107),5,100% (9/9),33% (3/9),67% (12/18),"['2', '1']","['2', '1', '4', '1']",[],[],[],1.60
17.01. 15:45,Llamas Ruiz P.,2,6,6,,,,1,0,70%,73% (29/40),71% (12/17),100% (2/2),40% (16/40),55% (6/11),75% (3/4),6,72% (41/57),43% (22/51),58% (63/108),3,100% (9/9),38% (3/8),71% (12/17),"['2', '0', '5', '1']","['2', '1']",[],[],[],1.68
17.01. 15:45,Andreev A.,0,1,4,,,,0,1,78%,60% (24/40),45% (5/11),25% (1/4),28% (11/40),29% (5/17),0% (0/2),5,57% (29/51),28% (16/57),42% (45/108),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.13
15.01. 21:25,Llamas Ruiz P.,2,7^7,6,,,,3,1,66%,70% (30/43),73% (16/22),50% (2/4),35% (18/52),52% (17/33),30% (3/10),8,71% (46/65),41% (35/85),54% (81/150),4,82% (9/11),27% (3/11),55% (12/22),[],"['2', '1', '3', '4', '5', '4']",[],[],[],1.60
15.01. 21:25,Kachmazov A.,0,6^5,4,,,,5,3,61%,65% (34/52),48% (16/33),70% (7/10),30% (13/43),27% (6/22),50% (2/4),6,59% (50/85),29% (19/65),46% (69/150),3,73% (8/11),18% (2/11),45% (10/22),[],"['2', '2', '4', '2']",[],[],[],2.26
ATP - SINGLES :  Australian Open (Australia) - Qualification,hard,header
09.01. 06:25,Llamas Ruiz P.,0,6^3,1,,,,4,1,76%,64% (27/42),54% (7/13),33% (1/3),16% (7/44),52% (11/21),0% (0/1),12,16,75% (9/12),4,62% (34/55),28% (18/65),43% (52/120),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],3.47
09.01. 06:25,Diallo G.,2,7^7,6,,,,6,3,68%,84% (37/44),48% (10/21),100% (1/1),36% (15/42),46% (6/13),67% (2/3),27,26,67% (10/15),6,72% (47/65),38% (21/55),57% (68/120),7,100% (10/10),22% (2/9),63% (12/19),[],"['2', '0', '4', '0']",[],[],[],1.30
CHALLENGER MEN - SINGLES :  Canberra (Australia) - Qualification,hard,header
31.12.2023,Llamas Ruiz P.,1,5,6,6^5,,,8,3,75%,70% (62/88),50% (15/30),70% (7/10),23% (14/60),46% (21/46),33% (3/9),6,65% (77/118),33% (35/106),50% (112/224),3,82% (14/17),18% (3/17),50% (17/34),"['2', '1']","['2', '1']","['2', '3']",[],[],1.75
31.12.2023,Bolt A.,2,7,4,7^7,,,18,5,57%,77% (46/60),54% (25/46),67% (6/9),30% (26/88),50% (15/30),30% (3/10),5,67% (71/106),35% (41/118),50% (112/224),5,82% (14/17),18% (3/17),50% (17/34),"['5', '5', '7', '5']",[],"['2', '0']",[],[],2.00
CHALLENGER MEN - SINGLES :  Brest (France),hard,header
24.10.2023,Llamas Ruiz P.,0,3,5,,,,4,0,54%,66% (27/41),40% (14/35),75% (12/16),31% (12/39),42% (11/26),29% (2/7),5,54% (41/76),35% (23/65),45% (64/141),2,60% (6/10),18% (2/11),38% (8/21),[],"['1', '1', '2', '2']",[],[],[],4.02
24.10.2023,Bonzi B.,2,6,7,,,,8,2,60%,69% (27/39),58% (15/26),71% (5/7),34% (14/41),60% (21/35),25% (4/16),5,65% (42/65),46% (35/76),55% (77/141),3,82% (9/11),40% (4/10),62% (13/21),"['2', '0']","['1', '0', '2', '1', '6', '5']",[],[],[],1.22
ATP - SINGLES :  Antwerp (Belgium) - Qualification,hard,header
15.10.2023,Llamas Ruiz P.,1,6^5,7,6^5,,,8,4,65%,83% (60/72),45% (17/38),0% (0/1),27% (25/92),46% (21/46),18% (2/11),6,70% (77/110),33% (46/138),50% (123/248),3,94% (17/18),11% (2/18),53% (19/36),"['4', '4']","['6', '5']",[],[],[],2.24
15.10.2023,Bailly G. A.,2,7^7,5,7^7,,,6,2,67%,73% (67/92),54% (25/46),82% (9/11),17% (12/72),55% (21/38),100% (1/1),7,67% (92/138),30% (33/110),50% (125/248),3,89% (16/18),6% (1/18),47% (17/36),"['3', '2']",[],[],[],[],1.61
CHALLENGER MEN - SINGLES :  Malaga (Spain),hard,header
10.10.2023,Llamas Ruiz P.,0,6^4,1,,,,4,1,70%,70% (31/44),37% (7/19),50% (2/4),24% (9/38),24% (6/25),0% (0/0),4,60% (38/63),24% (15/63),42% (53/126),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.59
10.10.2023,Vavassori A.,2,7^7,6,,,,7,4,60%,76% (29/38),76% (19/25),0% (0/0),30% (13/44),63% (12/19),50% (2/4),6,76% (48/63),40% (25/63),58% (73/126),7,100% (10/10),22% (2/9),63% (12/19),[],"['2', '0', '4', '0']",[],[],[],2.27
CHALLENGER MEN - SINGLES :  Lisbon (Portugal),clay,header
04.10.2023,Llamas Ruiz P.,0,4,6^2,,,,2,0,65%,65% (30/46),56% (14/25),0% (0/3),31% (17/54),48% (16/33),50% (2/4),6,62% (44/71),38% (33/87),49% (77/158),3,73% (8/11),18% (2/11),45% (10/22),"['3', '2']","['5', '4']",[],[],[],1.26
04.10.2023,Roca Batalla O.,2,6,7^7,,,,2,3,62%,69% (37/54),52% (17/33),50% (2/4),35% (16/46),44% (11/25),100% (3/3),6,62% (54/87),38% (27/71),51% (81/158),5,82% (9/11),27% (3/11),55% (12/22),"['4', '4', '6', '4']","['5', '5']",[],[],[],3.63
02.10.2023,Llamas Ruiz P.,2,6,6,,,,3,0,76%,86% (25/29),89% (8/9),0% (0/0),37% (11/30),74% (14/19),67% (4/6),12,87% (33/38),51% (25/49),67% (58/87),5,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '6', '3']","['3', '1', '5', '1']",[],[],[],1.38
02.10.2023,Giannessi A.,0,3,1,,,,3,4,61%,63% (19/30),26% (5/19),33% (2/6),14% (4/29),11% (1/9),0% (0/0),4,49% (24/49),13% (5/38),33% (29/87),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.91
CHALLENGER MEN - SINGLES :  Braga (Portugal),clay,header
29.09.2023,Llamas Ruiz P.,0,6^1,0,,,,3,1,50%,42% (11/26),35% (9/26),25% (2/8),26% (9/34),54% (22/41),38% (3/8),6,38% (20/52),41% (31/75),40% (51/127),2,33% (3/9),33% (3/9),33% (6/18),"['1', '0', '4', '3', '6', '5']",[],[],[],[],1.34
29.09.2023,Hassan B.,2,7^7,6,,,,9,5,45%,74% (25/34),46% (19/41),63% (5/8),58% (15/26),65% (17/26),75% (6/8),18,59% (44/75),62% (32/52),60% (76/127),8,67% (6/9),67% (6/9),67% (12/18),"['1', '1', '4', '4', '6', '6']","['1', '0', '3', '0', '5', '0']",[],[],[],3.15
28.09.2023,Llamas Ruiz P.,2,6,6,,,,0,0,67%,70% (21/30),67% (10/15),100% (1/1),55% (11/20),92% (11/12),100% (5/5),6,69% (31/45),69% (22/32),69% (53/77),11,100% (7/7),83% (5/6),92% (12/13),"['2', '0', '4', '0', '6', '0']","['2', '0', '4', '0']",[],[],[],1.25
28.09.2023,Sanchez Jover C.,0,0,1,,,,0,2,63%,45% (9/20),8% (1/12),0% (0/5),30% (9/30),33% (5/15),0% (0/1),2,31% (10/32),31% (14/45),31% (24/77),1,17% (1/6),0% (0/7),8% (1/13),[],[],[],[],[],3.72
26.09.2023,Llamas Ruiz P.,2,6,6,,,,5,1,60%,70% (21/30),65% (13/20),83% (5/6),61% (14/23),52% (14/27),55% (6/11),7,68% (34/50),56% (28/50),62% (62/100),6,86% (6/7),75% (6/8),80% (12/15),"['1', '0', '4', '1', '6', '1']","['2', '0', '3', '1', '6', '2']",[],[],[],1.44
26.09.2023,Bonadio R.,0,1,2,,,,0,3,46%,39% (9/23),48% (13/27),45% (5/11),30% (9/30),35% (7/20),17% (1/6),4,44% (22/50),32% (16/50),38% (38/100),1,25% (2/8),14% (1/7),20% (3/15),[],"['1', '2']",[],[],[],2.67
CHALLENGER MEN - SINGLES :  Seville (Spain),clay,header
07.09.2023,Llamas Ruiz P.,1,2,6,3,,,4,0,65%,68% (36/53),43% (12/28),50% (4/8),31% (16/52),36% (5/14),40% (2/5),6,59% (48/81),32% (21/66),47% (69/147),5,69% (9/13),17% (2/12),44% (11/25),[],"['4', '2', '6', '2']",[],[],[],1.57
07.09.2023,Hemery C.,2,6,2,6,,,5,0,79%,69% (36/52),64% (9/14),60% (3/5),32% (17/53),57% (16/28),50% (4/8),11,68% (45/66),41% (33/81),53% (78/147),4,83% (10/12),31% (4/13),56% (14/25),"['1', '0', '3', '0']",[],"['4', '3', '6', '3']",[],[],2.35
06.09.2023,Llamas Ruiz P.,2,6^7,6,6,,,5,2,72%,67% (57/85),42% (14/33),58% (7/12),38% (28/74),47% (17/36),44% (7/16),7,60% (71/118),40% (44/109),51% (116/227),3,69% (11/16),44% (7/16),56% (18/32),"['1', '0', '4', '1']","['2', '2', '3', '3', '6', '4']","['4', '2', '6', '4']",[],[],1.18
