Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Sibiu (Romania),clay,header
29.08. 20:10,Faria J.,1,1,6,6^5,,,8,7,53%,63% (39/62),54% (30/56),77% (10/13),27% (14/52),37% (14/38),14% (2/14),5,58% (69/118),31% (28/90),47% (97/208),5,79% (11/14),14% (2/14),46% (13/28),[],"['3', '3', '5', '3']",[],[],[],1.57
27.08. 21:45,Dalla Valle E.,2,7^7,6,,,,6,2,72%,79% (37/47),67% (12/18),100% (2/2),24% (14/58),59% (17/29),15% (2/13),5,75% (49/65),36% (31/87),53% (80/152),3,100% (10/10),18% (2/11),57% (12/21),[],"['2', '1', '6', '3']",[],[],[],1.90
27.08. 21:45,Habib H.,0,6^5,3,,,,3,4,67%,76% (44/58),41% (12/29),85% (11/13),21% (10/47),33% (6/18),0% (0/2),5,64% (56/87),25% (16/65),47% (72/152),1,82% (9/11),0% (0/10),43% (9/21),[],[],[],[],[],1.90
CHALLENGER MEN - SINGLES :  Verona (Italy),clay,header
23.07. 20:05,Dalla Valle E.,1,6,5,1,,,2,0,71%,66% (35/53),45% (10/22),0% (0/5),32% (18/57),36% (8/22),100% (3/3),8,60% (45/75),33% (26/79),46% (71/154),4,64% (9/14),20% (3/15),41% (12/29),"['4', '3']","['1', '4', '3', '4']",[],[],[],1.60
23.07. 20:05,Gaubas V.,2,4,7,6,,,4,1,72%,68% (39/57),64% (14/22),0% (0/3),34% (18/53),55% (12/22),100% (5/5),6,67% (53/79),40% (30/75),54% (83/154),5,80% (12/15),36% (5/14),59% (17/29),[],"['2', '0', '4', '0', '7', '5']","['3', '1', '5', '1']",[],[],2.27
CHALLENGER MEN - SINGLES :  Amersfoort (Netherlands),clay,header
19.07. 14:40,Dalla Valle E.,0,1,3,,,,4,1,72%,62% (21/34),31% (4/13),33% (2/6),19% (5/26),32% (6/19),0% (0/1),4,53% (25/47),24% (11/45),39% (36/92),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.69
19.07. 14:40,Zakharov A.,2,6,6,,,,3,1,58%,81% (21/26),68% (13/19),100% (1/1),38% (13/34),69% (9/13),67% (4/6),5,76% (34/45),47% (22/47),61% (56/92),5,100% (8/8),50% (4/8),75% (12/16),"['3', '1', '5', '1']","['4', '3', '6', '3']",[],[],[],2.09
18.07. 15:40,Dalla Valle E.,2,6,4,7^8,,,3,7,65%,72% (43/60),45% (15/33),50% (4/8),30% (20/66),53% (30/57),25% (4/16),7,64% (67/104),41% (53/130),51% (120/234),3,75% (12/16),25% (4/16),50% (16/32),"['3', '2', '5', '4']","['3', '4']","['1', '0']",[],[],1.14
18.07. 15:40,Planinsek F. J.,1,4,6,6^6,,,7,1,54%,70% (46/66),47% (27/57),75% (12/16),28% (17/60),55% (18/33),50% (4/8),5,59% (77/130),36% (37/104),49% (114/234),3,75% (12/16),25% (4/16),50% (16/32),"['4', '4']","['3', '1', '6', '4']","['2', '2']",[],[],5.22
17.07. 13:40,Dalla Valle E.,2,6,6,,,,5,3,65%,69% (24/35),53% (10/19),0% (0/2),51% (21/41),65% (11/17),56% (5/9),9,63% (34/54),55% (32/58),59% (66/112),5,78% (7/9),63% (5/8),71% (12/17),"['2', '0', '4', '0', '6', '2']","['2', '2', '4', '2']",[],[],[],1.98
17.07. 13:40,Travaglia S.,0,2,3,,,,1,2,71%,49% (20/41),35% (6/17),44% (4/9),31% (11/35),47% (9/19),100% (2/2),6,45% (26/58),37% (20/54),41% (46/112),2,38% (3/8),22% (2/9),29% (5/17),"['2', '5']","['2', '1']",[],[],[],1.77
CHALLENGER MEN - SINGLES :  Trieste (Italy),clay,header
12.07. 17:45,Dalla Valle E.,0,3,4,,,,1,7,58%,58% (22/38),44% (12/27),56% (5/9),14% (4/29),56% (10/18),100% (1/1),4,52% (34/65),30% (14/47),43% (48/112),1,60% (6/10),11% (1/9),37% (7/19),"['3', '5']",[],[],[],[],1.65
12.07. 17:45,Gomez F. A.,2,6,6,,,,5,3,62%,86% (25/29),44% (8/18),0% (0/1),42% (16/38),56% (15/27),44% (4/9),8,70% (33/47),48% (31/65),57% (64/112),2,89% (8/9),40% (4/10),63% (12/19),"['1', '0', '5', '2', '6', '3']","['6', '4']",[],[],[],2.06
11.07. 16:35,Dalla Valle E.,2,7^7,6,,,,1,2,60%,72% (28/39),54% (14/26),71% (5/7),38% (14/37),56% (15/27),50% (4/8),7,65% (42/65),45% (29/64),55% (71/129),4,80% (8/10),40% (4/10),60% (12/20),"['3', '2', '5', '4']","['4', '2', '6', '2']",[],[],[],1.64
11.07. 16:35,Gaubas V.,0,6^5,2,,,,2,2,58%,62% (23/37),44% (12/27),50% (4/8),28% (11/39),46% (12/26),29% (2/7),4,55% (35/64),35% (23/65),45% (58/129),2,60% (6/10),20% (2/10),40% (8/20),"['3', '3', '5', '5']",[],[],[],[],2.20
10.07. 16:50,Dalla Valle E.,2,6,6,,,,4,2,74%,86% (25/29),40% (4/10),75% (3/4),54% (20/37),48% (14/29),42% (5/12),9,74% (29/39),51% (34/67),59% (63/106),4,88% (7/8),56% (5/9),71% (12/17),"['1', '0', '4', '1']","['1', '0', '4', '3', '6', '3']",[],[],[],1.56
10.07. 16:50,Passaro F.,0,2,3,,,,1,5,56%,46% (17/37),52% (15/29),58% (7/12),14% (4/29),60% (6/10),25% (1/4),7,49% (33/67),26% (10/39),41% (43/106),2,44% (4/9),13% (1/8),29% (5/17),[],"['1', '1']",[],[],[],2.20
CHALLENGER MEN - SINGLES :  Modena (Italy),clay,header
03.07. 15:40,Dalla Valle E.,1,3,6,1,,,1,0,71%,62% (32/52),57% (12/21),63% (5/8),33% (14/42),43% (13/30),40% (2/5),5,60% (44/73),38% (27/72),49% (71/145),5,73% (8/11),17% (2/12),43% (10/23),[],"['2', '0', '4', '0']",[],[],[],2.07
03.07. 15:40,Roca Batalla O.,2,6,1,6,,,3,1,58%,67% (28/42),57% (17/30),60% (3/5),38% (20/52),43% (9/21),38% (3/8),5,63% (45/72),40% (29/73),51% (74/145),5,83% (10/12),27% (3/11),57% (13/23),"['3', '1']",[],"['3', '1', '5', '1']",[],[],1.70
02.07. 15:30,Dalla Valle E.,2,6,1,6,,,0,6,64%,60% (31/52),59% (17/29),56% (5/9),38% (20/52),59% (16/27),50% (5/10),6,59% (48/81),46% (36/79),53% (84/160),7,67% (8/12),42% (5/12),54% (13/24),"['2', '1', '4', '1', '6', '1']",[],"['2', '1', '5', '4']",[],[],1.57
02.07. 15:30,Merida Aguilar D.,1,1,6,4,,,1,3,66%,62% (32/52),41% (11/27),50% (5/10),40% (21/52),41% (12/29),44% (4/9),6,54% (43/79),41% (33/81),48% (76/160),7,58% (7/12),33% (4/12),46% (11/24),[],"['2', '1', '4', '1', '6', '1']","['2', '2']",[],[],2.33
CHALLENGER MEN - SINGLES :  Milan (Italy),clay,header
28.06. 19:15,Dalla Valle E.,1,3,6,5,,,2,1,63%,59% (27/46),33% (9/27),38% (5/13),54% (28/52),58% (21/36),42% (8/19),14,49% (36/73),56% (49/88),53% (85/161),6,43% (6/14),62% (8/13),52% (14/27),"['1', '1', '2', '2']","['1', '0', '3', '0', '5', '0']","['2', '3', '3', '4', '4', '5']",[],[],1.73
28.06. 19:15,Jianu F. C.,2,6,0,7,,,0,2,59%,46% (24/52),42% (15/36),58% (11/19),41% (19/46),67% (18/27),62% (8/13),9,44% (39/88),51% (37/73),47% (76/161),4,38% (5/13),57% (8/14),48% (13/27),"['1', '0', '2', '1', '4', '3', '6', '3']",[],"['3', '1', '4', '2', '5', '3', '7', '5']",[],[],2.01
27.06. 18:15,Dalla Valle E.,2,6,6,,,,1,0,63%,80% (24/30),56% (10/18),100% (4/4),41% (15/37),68% (17/25),50% (4/8),9,71% (34/48),52% (32/62),60% (66/110),8,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '3', '0', '5', '0']","['1', '0']",[],[],[],2.92
27.06. 18:15,Tseng C. H.,0,0,4,,,,1,2,60%,59% (22/37),32% (8/25),50% (4/8),20% (6/30),44% (8/18),0% (0/4),3,48% (30/62),29% (14/48),40% (44/110),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.37
27.06. 13:40,Dalla Valle E.,1,7^7,6,,,,3,2,74%,72% (41/57),60% (12/20),88% (7/8),33% (14/43),38% (13/34),20% (1/5),5,69% (53/77),35% (27/77),52% (80/154),3,92% (11/12),9% (1/11),52% (12/23),"['1', '0']",[],[],[],[],2.03
27.06. 13:40,Fonio G.,0,6^5,5,,,,2,4,56%,67% (29/43),62% (21/34),80% (4/5),28% (16/57),40% (8/20),13% (1/8),7,65% (50/77),31% (24/77),48% (74/154),3,91% (10/11),8% (1/12),48% (11/23),"['2', '2']",[],[],[],[],1.73
26.06. 15:50,Dalla Valle E.,2,6,1,6,,,5,5,67%,68% (38/56),41% (11/27),50% (4/8),45% (29/64),49% (22/45),42% (5/12),7,59% (49/83),47% (51/109),52% (100/192),5,67% (8/12),38% (5/13),52% (13/25),"['3', '4', '5', '4']",[],"['2', '0', '4', '0', '6', '2']",[],[],3.84
26.06. 15:50,Buse I.,1,4,6,2,,,1,3,59%,55% (35/64),51% (23/45),58% (7/12),32% (18/56),59% (16/27),50% (4/8),6,53% (58/109),41% (34/83),48% (92/192),5,62% (8/13),33% (4/12),48% (12/25),"['2', '0']","['3', '1', '5', '1']","['1', '4']",[],[],1.20
CHALLENGER MEN - SINGLES :  Poznan (Poland),clay,header
20.06. 13:30,Dalla Valle E.,1,6,3,4,,,1,2,75%,56% (37/66),55% (12/22),62% (8/13),38% (24/63),70% (23/33),38% (5/13),8,56% (49/88),49% (47/96),52% (96/184),8,62% (8/13),38% (5/13),50% (13/26),"['3', '1', '5', '1']","['1', '0', '3', '0']","['3', '5']",[],[],2.56
20.06. 13:30,Olivieri G. A.,2,1,6,6,,,1,4,66%,62% (39/63),30% (10/33),62% (8/13),44% (29/66),45% (10/22),38% (5/13),5,51% (49/96),44% (39/88),48% (88/184),6,62% (8/13),38% (5/13),50% (13/26),[],"['1', '3', '3', '3', '5', '3']","['2', '1', '5', '2']",[],[],1.42
18.06. 14:10,Dalla Valle E.,2,6,6,,,,0,0,74%,74% (23/31),82% (9/11),0% (0/0),38% (12/32),73% (11/15),44% (4/9),6,76% (32/42),49% (23/47),62% (55/89),7,100% (8/8),50% (4/8),75% (12/16),"['2', '1', '4', '1', '6', '1']","['5', '3']",[],[],[],3.07
18.06. 14:10,Roca Batalla O.,0,1,3,,,,1,0,68%,63% (20/32),27% (4/15),56% (5/9),26% (8/31),18% (2/11),0% (0/0),4,51% (24/47),24% (10/42),38% (34/89),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.35
CHALLENGER MEN - SINGLES :  Perugia (Italy),clay,header
12.06. 00:10,Dalla Valle E.,1,1,6,1,,,0,2,71%,48% (27/56),52% (12/23),58% (7/12),33% (13/39),48% (16/33),50% (3/6),7,49% (39/79),40% (29/72),45% (68/151),5,50% (5/10),27% (3/11),38% (8/21),"['1', '4']","['2', '0', '4', '0']",[],[],[],2.97
12.06. 00:10,Fognini F.,2,6,1,6,,,2,3,54%,67% (26/39),52% (17/33),50% (3/6),52% (29/56),48% (11/23),42% (5/12),10,60% (43/72),51% (40/79),55% (83/151),5,73% (8/11),50% (5/10),62% (13/21),"['2', '0', '4', '0', '5', '1']",[],"['3', '1', '5', '1']",[],[],1.37
CHALLENGER MEN - SINGLES :  Zagreb (Croatia),clay,header
07.06. 13:45,Dalla Valle E.,0,3,2,,,,0,1,63%,50% (17/34),50% (10/20),50% (4/8),20% (6/30),44% (8/18),50% (1/2),4,50% (27/54),29% (14/48),40% (41/102),2,50% (4/8),11% (1/9),29% (5/17),[],"['2', '2']",[],[],[],2.50
07.06. 13:45,Roca Batalla O.,2,6,6,,,,2,0,63%,80% (24/30),56% (10/18),50% (1/2),50% (17/34),50% (10/20),50% (4/8),9,71% (34/48),50% (27/54),60% (61/102),4,89% (8/9),50% (4/8),71% (12/17),"['4', '2']","['1', '0', '3', '2', '5', '2']",[],[],[],1.49
06.06. 13:45,Dalla Valle E.,2,7^7,6,,,,4,1,78%,66% (48/73),38% (8/21),85% (11/13),27% (11/41),77% (23/30),80% (4/5),5,60% (56/94),48% (34/71),55% (90/165),5,80% (8/10),40% (4/10),60% (12/20),"['1', '1', '5', '5']","['2', '1', '4', '1']",[],[],[],3.07
06.06. 13:45,Maestrelli F.,0,6^4,2,,,,4,3,58%,73% (30/41),23% (7/30),20% (1/5),34% (25/73),62% (13/21),15% (2/13),5,52% (37/71),40% (38/94),45% (75/165),2,60% (6/10),20% (2/10),40% (8/20),"['1', '0', '5', '4']",[],[],[],[],1.35
04.06. 13:40,Dalla Valle E.,2,6,6,,,,2,1,73%,73% (30/41),53% (8/15),67% (2/3),47% (25/53),36% (4/11),44% (4/9),5,68% (38/56),45% (29/64),56% (67/120),4,89% (8/9),44% (4/9),67% (12/18),"['5', '3']","['2', '1', '4', '3', '6', '3']",[],[],[],1.26
04.06. 13:40,Noguchi R.,0,3,3,,,,0,0,83%,57% (30/53),64% (7/11),56% (5/9),27% (11/41),47% (7/15),33% (1/3),5,55% (35/64),32% (18/56),44% (53/120),2,56% (5/9),11% (1/9),33% (6/18),[],"['2', '2']",[],[],[],3.66
ITF MEN - SINGLES :  M25 Reggio Emilia (Italy),clay,header
18.05. 20:40,Dalla Valle E.,0,2,3,,,,[],[],[],[],[],1.87
18.05. 20:40,Sels J.,2,6,6,,,,"['2', '0', '6', '2']","['5', '3']",[],[],[],1.85
17.05. 18:45,Dalla Valle E.,2,6,4,6,,,"['1', '0', '3', '2']","['2', '1']","['1', '0']",[],[],1.31
17.05. 18:45,La Vela G.,1,4,6,4,,,"['2', '2']","['4', '4', '6', '4']",[],[],[],3.24
17.05. 14:30,Dalla Valle E.,2,6,6,,,,"['1', '0', '5', '2']","['3', '4', '5', '4']",[],[],[],1.30
17.05. 14:30,Bigun K.,0,2,4,,,,[],"['3', '1']",[],[],[],3.34
14.05. 19:05,Dalla Valle E.,2,6,6,,,,"['3', '2', '5', '2']","['1', '0', '4', '3', '5', '4']",[],[],[],1.07
14.05. 19:05,Del Pino M.,0,2,4,,,,[],"['3', '3', '4', '4']",[],[],[],7.12
CHALLENGER MEN - SINGLES :  Francavilla (Italy),clay,header
07.05. 14:45,Dalla Valle E.,0,6^1,2,,,,1,3,65%,64% (27/42),35% (8/23),20% (1/5),35% (20/57),43% (9/21),25% (2/8),6,54% (35/65),37% (29/78),45% (64/143),4,60% (6/10),20% (2/10),40% (8/20),"['2', '3', '4', '3']",[],[],[],[],2.53
07.05. 14:45,Hardt N.,2,7^7,6,,,,4,1,73%,65% (37/57),57% (12/21),75% (6/8),36% (15/42),65% (15/23),80% (4/5),11,63% (49/78),46% (30/65),55% (79/143),5,80% (8/10),40% (4/10),60% (12/20),"['2', '0', '4', '4']","['2', '1', '4', '1']",[],[],[],1.49
CHALLENGER MEN - SINGLES :  Ostrava (Czech Republic),clay,header
26.04. 17:05,Dalla Valle E.,1,4,7,3,,,1,1,65%,63% (43/68),50% (18/36),50% (5/10),39% (26/66),26% (6/23),50% (3/6),9,59% (61/104),36% (32/89),48% (93/193),3,69% (11/16),20% (3/15),45% (14/31),"['4', '2']","['3', '1', '7', '5']",[],[],[],3.12
26.04. 17:05,Dzumhur D.,2,6,5,6,,,0,0,74%,61% (40/66),74% (17/23),50% (3/6),37% (25/68),50% (18/36),50% (5/10),8,64% (57/89),41% (43/104),52% (100/193),4,80% (12/15),31% (5/16),55% (17/31),"['3', '4', '5', '4']","['4', '5']","['3', '2', '6', '3']",[],[],1.33
25.04. 15:55,Dalla Valle E.,2,6,6,,,,0,1,63%,81% (22/27),75% (12/16),100% (2/2),34% (13/38),75% (18/24),57% (4/7),14,79% (34/43),50% (31/62),62% (65/105),7,100% (8/8),50% (4/8),75% (12/16),"['4', '3', '6', '3']","['2', '0', '5', '1']",[],[],[],2.97
25.04. 15:55,Tseng C. H.,0,3,1,,,,2,0,61%,66% (25/38),25% (6/24),43% (3/7),19% (5/27),25% (4/16),0% (0/2),4,50% (31/62),21% (9/43),38% (40/105),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.37
23.04. 13:55,Dalla Valle E.,2,6,6,,,,2,2,71%,76% (26/34),64% (9/14),100% (2/2),50% (19/38),53% (9/17),44% (4/9),8,73% (35/48),51% (28/55),61% (63/103),5,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '6', '3']","['3', '1', '5', '1']",[],[],[],1.01
23.04. 13:55,Jermar J.,0,3,1,,,,1,1,69%,50% (19/38),47% (8/17),56% (5/9),24% (8/34),36% (5/14),0% (0/2),5,49% (27/55),27% (13/48),39% (40/103),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],13.50
CHALLENGER MEN - SINGLES :  Oeiras 3 (Portugal) - Qualification,clay,header
15.04. 17:20,Dalla Valle E.,0,1,5,,,,5,1,72%,68% (28/41),31% (5/16),20% (1/5),15% (5/34),39% (7/18),0% (0/2),5,58% (33/57),23% (12/52),41% (45/109),1,60% (6/10),0% (0/9),32% (6/19),[],[],[],[],[],2.93
15.04. 17:20,Andreev A.,2,6,7,,,,0,2,65%,85% (29/34),61% (11/18),100% (2/2),32% (13/41),69% (11/16),80% (4/5),8,77% (40/52),42% (24/57),59% (64/109),7,100% (9/9),40% (4/10),68% (13/19),"['2', '1', '4', '1', '6', '1']","['7', '5']",[],[],[],1.38
14.04. 16:40,Dalla Valle E.,2,6,6,,,,2,4,58%,76% (19/25),56% (10/18),0% (0/2),57% (13/23),63% (15/24),60% (6/10),8,67% (29/43),60% (28/47),63% (57/90),6,75% (6/8),75% (6/8),75% (12/16),"['1', '0', '4', '3', '6', '3']","['2', '0', '3', '1', '5', '1']",[],[],[],1.15
14.04. 16:40,Pereira T.,0,3,1,,,,0,2,49%,43% (10/23),38% (9/24),40% (4/10),24% (6/25),44% (8/18),100% (2/2),5,40% (19/47),33% (14/43),37% (33/90),2,25% (2/8),25% (2/8),25% (4/16),"['1', '1']","['1', '2']",[],[],[],5.12
CHALLENGER MEN - SINGLES :  Barletta (Italy),clay,header
04.04. 14:40,Dalla Valle E.,0,1,3,,,,0,0,66%,51% (19/37),37% (7/19),58% (7/12),25% (7/28),42% (8/19),33% (1/3),13,6,56% (9/16),4,46% (26/56),32% (15/47),40% (41/103),3,38% (3/8),13% (1/8),25% (4/16),[],"['2', '1']",[],[],[],1.77
04.04. 14:40,Bonadio R.,2,6,6,,,,1,2,60%,75% (21/28),58% (11/19),67% (2/3),49% (18/37),63% (12/19),42% (5/12),14,9,88% (7/8),9,68% (32/47),54% (30/56),60% (62/103),7,88% (7/8),63% (5/8),75% (12/16),"['2', '1', '4', '1', '6', '1']","['3', '3', '5', '3']",[],[],[],1.98
01.04. 18:55,Dalla Valle E.,2,2,6,6,,,3,3,87%,49% (29/59),33% (3/9),50% (6/12),51% (26/51),84% (16/19),69% (9/13),12,7,60% (6/10),10,47% (31/66),60% (42/70),54% (73/136),7,45% (5/11),75% (9/12),61% (14/23),"['1', '2', '2', '3']","['1', '0', '3', '0', '5', '0']","['1', '0', '2', '1', '4', '3', '6', '3']",[],[],1.20
01.04. 18:55,Diez S.,1,6,0,3,,,0,5,73%,49% (25/51),16% (3/19),31% (4/13),51% (30/59),67% (6/9),50% (6/12),22,21,59% (16/27),7,40% (28/70),53% (35/66),46% (63/136),3,25% (3/12),55% (6/11),39% (9/23),"['2', '0', '3', '1', '4', '2', '6', '2']",[],"['1', '1', '3', '3']",[],[],4.31
CHALLENGER MEN - SINGLES :  Naples 3 (Italy),clay,header
27.03. 14:40,Dalla Valle E.,0,6^5,3,,,,3,1,68%,52% (24/46),41% (9/22),45% (5/11),38% (18/48),59% (13/22),57% (4/7),4,49% (33/68),44% (31/70),46% (64/138),3,45% (5/11),40% (4/10),43% (9/21),"['3', '4', '5', '4']","['2', '4', '3', '5']",[],[],[],2.02
27.03. 14:40,Vincent Ruggeri S.,2,7^7,6,,,,0,4,69%,63% (30/48),41% (9/22),43% (3/7),48% (22/46),59% (13/22),55% (6/11),5,56% (39/70),51% (35/68),54% (74/138),3,60% (6/10),55% (6/11),57% (12/21),"['4', '2', '5', '5']","['1', '0', '4', '1', '5', '2', '6', '3']",[],[],[],1.74
CHALLENGER MEN - SINGLES :  Zadar (Croatia),clay,header
22.03. 15:45,Dalla Valle E.,1,6,4,2,,,2,2,69%,60% (43/72),38% (12/32),67% (12/18),33% (16/48),50% (12/24),50% (4/8),6,54% (56/104),39% (28/72),48% (84/176),3,57% (8/14),31% (4/13),44% (12/27),"['4', '2', '5', '3']","['1', '0']","['1', '2']",[],[],2.45
22.03. 15:45,Andreev A.,2,3,6,6,,,1,1,67%,67% (32/48),50% (12/24),50% (4/8),40% (29/72),59% (19/32),33% (6/18),7,61% (44/72),46% (48/104),52% (92/176),4,69% (9/13),43% (6/14),56% (15/27),"['3', '4']","['1', '1', '6', '4']","['2', '0', '3', '1', '6', '2']",[],[],1.51
21.03. 15:40,Dalla Valle E.,2,6,6,,,,2,0,64%,64% (18/28),63% (10/16),60% (3/5),47% (18/38),70% (19/27),50% (6/12),6,64% (28/44),57% (37/65),60% (65/109),5,75% (6/8),67% (6/9),71% (12/17),"['1', '0', '4', '1', '6', '1']","['3', '3', '5', '3', '6', '4']",[],[],[],2.89
21.03. 15:40,Travaglia S.,0,1,4,,,,2,1,58%,53% (20/38),30% (8/27),50% (6/12),36% (10/28),38% (6/16),40% (2/5),4,43% (28/65),36% (16/44),40% (44/109),2,33% (3/9),25% (2/8),29% (5/17),[],"['3', '2', '4', '5']",[],[],[],1.39
19.03. 19:05,Dalla Valle E.,2,6,3,6,,,1,1,75%,66% (43/65),50% (11/22),50% (3/6),36% (20/55),58% (18/31),71% (5/7),7,62% (54/87),44% (38/86),53% (92/173),5,77% (10/13),36% (5/14),56% (15/27),"['3', '2', '5', '2']",[],"['3', '3', '4', '4', '6', '4']",[],[],2.08
19.03. 19:05,Gea A.,1,2,6,4,,,0,3,64%,64% (35/55),42% (13/31),29% (2/7),34% (22/65),50% (11/22),50% (3/6),6,56% (48/86),38% (33/87),47% (81/173),3,64% (9/14),23% (3/13),44% (12/27),[],"['4', '2']","['3', '2', '4', '3']",[],[],1.71
CHALLENGER MEN - SINGLES :  Szekesfehervar (Hungary),clay,header
