Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES :  Genova (Italy),clay,header
CHALLENGER MEN - SINGLES :  Verona (Italy),clay,header
26.07. 16:35,Bueno G.,0,2,4,,,,1,1,71%,49% (19/39),31% (5/16),25% (2/8),23% (5/22),46% (12/26),100% (3/3),6,44% (24/55),35% (17/48),40% (41/103),4,33% (3/9),33% (3/9),33% (6/18),"['1', '2']","['2', '5', '4', '5']",[],[],[],2.17
26.07. 16:35,Arnaboldi F.,2,6,6,,,,2,3,46%,77% (17/22),54% (14/26),0% (0/3),51% (20/39),69% (11/16),75% (6/8),6,65% (31/48),56% (31/55),60% (62/103),7,67% (6/9),67% (6/9),67% (12/18),"['2', '0', '3', '1', '6', '2']","['2', '0', '4', '0', '6', '4']",[],[],[],1.64
24.07. 14:35,Bueno G.,2,6,4,6,,,3,0,70%,70% (33/47),75% (15/20),75% (3/4),37% (18/49),64% (16/25),63% (5/8),6,72% (48/67),46% (34/74),58% (82/141),6,92% (11/12),42% (5/12),67% (16/24),"['2', '1', '5', '2']",[],"['1', '0', '3', '0', '5', '0']",[],[],2.66
24.07. 14:35,Choinski J.,1,2,6,0,,,0,1,66%,63% (31/49),36% (9/25),38% (3/8),30% (14/47),25% (5/20),25% (1/4),5,54% (40/74),28% (19/67),42% (59/141),2,58% (7/12),8% (1/12),33% (8/24),[],"['6', '4']",[],[],[],1.45
23.07. 13:50,Bueno G.,2,6^7,7,6,,,3,0,71%,64% (50/78),53% (17/32),64% (9/14),39% (28/72),56% (20/36),37% (7/19),8,61% (67/110),44% (48/108),53% (115/218),4,71% (12/17),44% (7/16),58% (19/33),"['1', '0', '4', '3']","['3', '1', '5', '5', '7', '5']","['2', '2', '5', '3']",[],[],2.53
23.07. 13:50,Pucinelli de Almeida M.,1,7^9,5,3,,,2,4,67%,61% (44/72),44% (16/36),63% (12/19),36% (28/78),47% (15/32),36% (5/14),5,56% (60/108),39% (43/110),47% (103/218),4,56% (9/16),29% (5/17),42% (14/33),"['2', '2', '5', '5']","['3', '4', '5', '4']","['2', '1']",[],[],1.49
CHALLENGER MEN - SINGLES :  Amersfoort (Netherlands) - Qualification,clay,header
14.07. 18:20,Bueno G.,1,0,6,6^2,,,2,3,69%,67% (41/61),39% (11/28),56% (5/9),31% (19/61),35% (9/26),33% (2/6),8,58% (52/89),32% (28/87),45% (80/176),3,71% (10/14),14% (2/14),43% (12/28),[],"['1', '0', '4', '1']",[],[],[],1.65
14.07. 18:20,Boitan G. A.,2,6,4,7^7,,,4,3,70%,69% (42/61),65% (17/26),67% (4/6),33% (20/61),61% (17/28),44% (4/9),7,68% (59/87),42% (37/89),55% (96/176),6,86% (12/14),29% (4/14),57% (16/28),"['2', '0', '4', '0', '6', '0']","['3', '5']",[],[],[],2.18
CHALLENGER MEN - SINGLES :  Trieste (Italy),clay,header
11.07. 15:40,Bueno G.,1,1,7^7,2,,,0,5,63%,50% (26/52),55% (17/31),50% (6/12),23% (10/44),49% (22/45),40% (2/5),7,52% (43/83),36% (32/89),44% (75/172),2,54% (7/13),14% (2/14),33% (9/27),[],"['4', '4']","['2', '3']",[],[],2.47
11.07. 15:40,Roca Batalla O.,2,6,6^5,6,,,4,4,49%,77% (34/44),51% (23/45),60% (3/5),50% (26/52),45% (14/31),50% (6/12),6,64% (57/89),48% (40/83),56% (97/172),5,86% (12/14),46% (6/13),67% (18/27),"['2', '0', '4', '0']","['4', '3']","['2', '0', '4', '2', '6', '2']",[],[],1.51
09.07. 15:35,Bueno G.,2,6,6,,,,0,1,77%,65% (30/46),57% (8/14),86% (6/7),36% (9/25),57% (12/21),80% (4/5),5,63% (38/60),46% (21/46),56% (59/106),5,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '4', '0']","['3', '2', '5', '4']",[],[],[],1.35
09.07. 15:35,Carboni L.,0,1,4,,,,1,3,54%,64% (16/25),43% (9/21),20% (1/5),35% (16/46),43% (6/14),14% (1/7),5,54% (25/46),37% (22/60),44% (47/106),2,50% (4/8),11% (1/9),29% (5/17),[],"['3', '3']",[],[],[],3.07
CHALLENGER MEN - SINGLES :  Modena (Italy),clay,header
03.07. 18:10,Bueno G.,0,5,3,,,,0,2,56%,56% (18/32),36% (9/25),25% (2/8),45% (30/66),42% (11/26),19% (3/16),5,47% (27/57),45% (41/92),46% (68/149),3,45% (5/11),30% (3/10),38% (8/21),"['1', '1', '2', '2', '4', '2']",[],[],[],[],2.56
03.07. 18:10,Collarini A.,2,7,6,,,,2,1,72%,55% (36/66),58% (15/26),81% (13/16),44% (14/32),64% (16/25),75% (6/8),6,55% (51/92),53% (30/57),54% (81/149),5,70% (7/10),55% (6/11),62% (13/21),"['1', '0', '2', '1', '3', '4', '6', '5']","['1', '0', '6', '3']",[],[],[],1.48
01.07. 18:35,Bueno G.,2,2,7^7,7,,,1,6,54%,56% (36/64),56% (30/54),54% (7/13),27% (17/63),63% (33/52),29% (5/17),5,56% (66/118),43% (50/115),50% (116/233),3,63% (10/16),31% (5/16),47% (15/32),"['2', '2']","['4', '4']","['1', '0', '4', '1', '6', '5']",[],[],2.56
01.07. 18:35,Jacquet K.,1,6,6^4,5,,,6,8,55%,73% (46/63),37% (19/52),71% (12/17),44% (28/64),44% (24/54),46% (6/13),10,57% (65/115),44% (52/118),50% (117/233),4,69% (11/16),38% (6/16),53% (17/32),"['1', '0', '3', '2', '5', '2']","['2', '1']","['2', '4', '4', '4']",[],[],1.48
CHALLENGER MEN - SINGLES :  Milan (Italy),clay,header
26.06. 16:05,Bueno G.,1,6,0,6^3,,,1,1,62%,53% (31/58),46% (16/35),53% (8/15),36% (23/64),58% (18/31),36% (5/14),10,51% (47/93),43% (41/95),47% (88/188),4,50% (7/14),36% (5/14),43% (12/28),"['1', '0', '3', '2']",[],"['1', '2', '3', '2', '6', '5']",[],[],3.40
26.06. 16:05,Ramos A.,2,4,6,7^7,,,1,3,67%,64% (41/64),42% (13/31),64% (9/14),47% (27/58),54% (19/35),47% (7/15),7,57% (54/95),49% (46/93),53% (100/188),8,64% (9/14),50% (7/14),57% (16/28),"['1', '1']","['2', '0', '4', '0', '6', '0']","['2', '0', '5', '5', '6', '6']",[],[],1.30
CHALLENGER MEN - SINGLES :  Lima (Peru),clay,header
12.06. 06:10,Bueno G.,0,6^6,4,,,,1,1,64%,49% (21/43),63% (15/24),0% (0/4),26% (12/46),61% (20/33),33% (3/9),7,54% (36/67),41% (32/79),47% (68/146),4,64% (7/11),27% (3/11),45% (10/22),"['1', '2', '3', '2']","['2', '0']",[],[],[],1.36
12.06. 06:10,Reis Da Silva J.,2,7^8,6,,,,2,2,58%,74% (34/46),39% (13/33),67% (6/9),51% (22/43),38% (9/24),100% (4/4),7,59% (47/79),46% (31/67),53% (78/146),3,73% (8/11),36% (4/11),55% (12/22),"['2', '0', '4', '4']","['2', '3', '5', '4']",[],[],[],3.03
CHALLENGER MEN - SINGLES :  Santa Fe (Argentina),clay,header
06.06. 18:40,Bueno G.,1,7,4,1,,,1,0,70%,63% (45/71),39% (12/31),45% (5/11),31% (16/51),48% (16/33),30% (3/10),7,56% (57/102),38% (32/84),48% (89/186),3,60% (9/15),21% (3/14),41% (12/29),"['2', '2', '7', '5']",[],"['1', '1']",[],[],1.10
06.06. 18:40,Hilderbrand T.,2,5,6,6,,,5,3,61%,69% (35/51),52% (17/33),70% (7/10),37% (26/71),61% (19/31),55% (6/11),6,62% (52/84),44% (45/102),52% (97/186),5,79% (11/14),40% (6/15),59% (17/29),"['1', '0']","['2', '1']","['1', '0', '2', '1', '4', '1', '6', '1']",[],[],6.33
05.06. 01:55,Bueno G.,2,7^11,6,,,,0,1,83%,65% (37/57),33% (4/12),50% (3/6),37% (21/57),68% (21/31),38% (5/13),6,59% (41/69),48% (42/88),53% (83/157),4,70% (7/10),45% (5/11),57% (12/21),"['2', '0', '5', '1']","['1', '0', '4', '3', '6', '3']",[],[],[],1.28
05.06. 01:55,Blanch D.,0,6^9,3,,,,2,2,65%,63% (36/57),32% (10/31),62% (8/13),35% (20/57),67% (8/12),50% (3/6),5,52% (46/88),41% (28/69),47% (74/157),4,55% (6/11),30% (3/10),43% (9/21),"['2', '5', '4', '5']","['1', '1']",[],[],[],3.50
CHALLENGER MEN - SINGLES :  Santos (Brazil),clay,header
08.05. 22:20,Bueno G.,2,7,6,,,,1,3,63%,64% (30/47),61% (17/28),85% (11/13),43% (16/37),67% (10/15),67% (4/6),6,63% (47/75),50% (26/52),58% (74/127),5,80% (8/10),50% (5/10),65% (13/20),"['2', '0', '7', '5']","['2', '2', '4', '2', '6', '2']",[],[],[],1.13
08.05. 22:20,Alvarez N.,0,5,2,,,,2,2,71%,57% (21/37),33% (5/15),33% (2/6),36% (17/47),39% (11/28),15% (2/13),5,50% (26/52),37% (28/75),43% (54/127),2,50% (5/10),20% (2/10),35% (7/20),"['1', '2']","['2', '1']",[],[],[],4.79
CHALLENGER MEN - SINGLES :  Porto Alegre (Brazil),clay,header
04.05. 22:15,Bueno G.,1,6^5,6,3,,,0,4,52%,65% (36/55),46% (23/50),60% (6/10),32% (18/57),58% (26/45),33% (4/12),6,56% (59/105),43% (44/102),50% (103/207),3,73% (11/15),27% (4/15),50% (15/30),"['1', '0', '2', '1']","['3', '1']","['1', '0']",[],[],1.51
04.05. 22:15,Kirkin E.,2,7^7,3,6,,,3,3,56%,68% (39/57),42% (19/45),67% (8/12),35% (19/55),54% (27/50),40% (4/10),6,57% (58/102),44% (46/105),50% (104/207),5,73% (11/15),27% (4/15),50% (15/30),"['1', '1', '3', '3']",[],"['3', '3', '5', '3']",[],[],2.45
03.05. 19:40,Bueno G.,2,6,6,,,,0,2,71%,65% (22/34),50% (7/14),60% (3/5),39% (11/28),74% (25/34),50% (6/12),6,60% (29/48),58% (36/62),59% (65/110),9,75% (6/8),75% (6/8),75% (12/16),"['1', '1', '3', '3', '5', '3']","['1', '0', '3', '0', '6', '1']",[],[],[],1.82
03.05. 19:40,Prado Angelo J. C.,0,3,1,,,,2,4,45%,61% (17/28),26% (9/34),50% (6/12),35% (12/34),50% (7/14),40% (2/5),5,42% (26/62),40% (19/48),41% (45/110),2,25% (2/8),25% (2/8),25% (4/16),"['1', '0', '2', '1']",[],[],[],[],1.90
02.05. 20:15,Bueno G.,2,6,2,6,,,0,2,67%,57% (25/44),55% (12/22),62% (8/13),49% (30/61),57% (8/14),78% (7/9),6,56% (37/66),51% (38/75),53% (75/141),6,58% (7/12),54% (7/13),56% (14/25),"['2', '1', '4', '1', '6', '1']","['1', '1']","['1', '1', '2', '2', '6', '4']",[],[],1.46
02.05. 20:15,Zanellato N.,1,1,6,4,,,0,0,81%,51% (31/61),43% (6/14),22% (2/9),43% (19/44),45% (10/22),38% (5/13),9,49% (37/75),44% (29/66),47% (66/141),6,46% (6/13),42% (5/12),44% (11/25),[],"['1', '0', '3', '2', '5', '2']","['1', '0', '2', '1']",[],[],2.62
01.05. 00:30,Bueno G.,2,7^7,3,6,,,1,5,74%,63% (51/81),38% (11/29),67% (8/12),42% (35/84),53% (16/30),42% (5/12),6,56% (62/110),45% (51/114),50% (113/224),3,71% (10/14),36% (5/14),54% (15/28),"['3', '1', '4', '4']","['2', '3']","['2', '0', '5', '1']",[],[],2.04
01.05. 00:30,Guillen Meza A.,1,6^5,6,1,,,0,5,74%,58% (49/84),47% (14/30),58% (7/12),37% (30/81),62% (18/29),33% (4/12),7,55% (63/114),44% (48/110),50% (111/224),3,64% (9/14),29% (4/14),46% (13/28),"['2', '3', '4', '3']","['2', '0', '5', '3']",[],[],[],1.72
CHALLENGER MEN - SINGLES :  Concepcion (Chile),clay,header
28.04. 21:40,Bueno G.,2,6,6,,,,0,1,55%,64% (14/22),67% (12/18),33% (1/3),44% (17/39),69% (20/29),67% (6/9),7,65% (26/40),54% (37/68),58% (63/108),8,75% (6/8),75% (6/8),75% (12/16),"['2', '3', '4', '3', '5', '4']","['1', '0', '3', '0', '5', '0']",[],[],[],2.24
28.04. 21:40,Ficovich J. P.,0,4,0,,,,4,1,57%,56% (22/39),31% (9/29),33% (3/9),36% (8/22),33% (6/18),67% (2/3),5,46% (31/68),35% (14/40),42% (45/108),3,25% (2/8),25% (2/8),25% (4/16),"['2', '0', '4', '4']",[],[],[],[],1.61
27.04. 20:45,Bueno G.,2,6,6,,,,0,1,52%,43% (15/35),72% (23/32),63% (5/8),45% (21/47),54% (13/24),45% (5/11),7,57% (38/67),48% (34/71),52% (72/138),5,70% (7/10),50% (5/10),60% (12/20),"['2', '1', '3', '4', '5', '4']","['1', '0', '4', '3']",[],[],[],1.39
27.04. 20:45,Pereira J.,0,4,4,,,,0,2,66%,55% (26/47),46% (11/24),55% (6/11),57% (20/35),28% (9/32),38% (3/8),4,52% (37/71),43% (29/67),48% (66/138),3,50% (5/10),30% (3/10),40% (8/20),"['2', '2', '4', '2']","['1', '1']",[],[],[],2.83
26.04. 20:55,Bueno G.,2,4,6,7^7,,,2,2,70%,58% (44/76),47% (15/32),61% (11/18),41% (33/80),76% (22/29),57% (8/14),7,55% (59/108),50% (55/109),53% (114/217),4,53% (8/15),53% (8/15),53% (16/30),"['1', '0']","['1', '0', '2', '1', '3', '2', '5', '2']","['1', '2', '2', '3', '6', '5']",[],[],2.15
26.04. 20:55,Olivieri G. A.,1,6,2,6^4,,,1,4,73%,59% (47/80),24% (7/29),43% (6/14),42% (32/76),53% (17/32),39% (7/18),6,50% (54/109),45% (49/108),47% (103/217),3,47% (7/15),47% (7/15),47% (14/30),"['3', '3', '6', '4']","['1', '1', '2', '2']","['2', '0', '3', '1', '6', '6']",[],[],1.65
24.04. 19:40,Bueno G.,2,6,6,,,,1,0,75%,67% (28/42),50% (7/14),80% (4/5),44% (15/34),70% (14/20),63% (5/8),8,63% (35/56),54% (29/54),58% (64/110),5,88% (7/8),63% (5/8),75% (12/16),"['1', '0', '3', '0', '6', '3']","['3', '1', '5', '1']",[],[],[],1.22
24.04. 19:40,Ribero F.,0,3,1,,,,2,3,63%,56% (19/34),30% (6/20),38% (3/8),33% (14/42),50% (7/14),20% (1/5),6,46% (25/54),38% (21/56),42% (46/110),2,38% (3/8),13% (1/8),25% (4/16),"['1', '3']",[],[],[],[],4.06
23.04. 01:40,Bueno G.,2,5,6,6,,,0,4,72%,64% (35/55),52% (11/21),29% (2/7),39% (20/51),69% (27/39),42% (8/19),8,61% (46/76),52% (47/90),56% (93/166),10,64% (9/14),62% (8/13),63% (17/27),"['3', '3', '5', '3']","['2', '0', '3', '3', '5', '3']","['1', '0', '3', '0', '5', '0']",[],[],1.50
23.04. 01:40,Zanellato N.,1,7,3,0,,,1,5,57%,61% (31/51),31% (12/39),58% (11/19),36% (20/55),48% (10/21),71% (5/7),5,48% (43/90),39% (30/76),44% (73/166),4,38% (5/13),36% (5/14),37% (10/27),"['3', '2', '4', '5', '6', '5']","['1', '2', '3', '2']",[],[],[],2.50
CHALLENGER MEN - SINGLES :  Florianopolis (Brazil),clay,header
02.04. 00:55,Bueno G.,0,3,2,,,,1,1,61%,50% (14/28),56% (10/18),0% (0/3),19% (6/32),29% (4/14),0% (0/0),5,52% (24/46),22% (10/46),37% (34/92),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],3.43
02.04. 00:55,Mager G.,2,6,6,,,,12,1,70%,81% (26/32),71% (10/14),0% (0/0),50% (14/28),44% (8/18),100% (3/3),11,78% (36/46),48% (22/46),63% (58/92),3,100% (9/9),38% (3/8),71% (12/17),"['3', '1']","['2', '1', '5', '2']",[],[],[],1.29
CHALLENGER MEN - SINGLES :  Sao Leopoldo (Brazil),clay,header
26.03. 19:35,Bueno G.,0,2,5,,,,0,0,78%,55% (31/56),38% (6/16),55% (6/11),29% (13/45),57% (13/23),20% (2/10),6,51% (37/72),38% (26/68),45% (63/140),1,50% (5/10),20% (2/10),35% (7/20),[],"['4', '4', '5', '5']",[],[],[],1.50
26.03. 19:35,Rodriguez L. J.,2,6,7,,,,1,3,66%,71% (32/45),43% (10/23),80% (8/10),45% (25/56),63% (10/16),45% (5/11),8,62% (42/68),49% (35/72),55% (77/140),5,80% (8/10),50% (5/10),65% (13/20),"['2', '1', '4', '1']","['4', '3', '5', '4', '6', '5']",[],[],[],2.50
CHALLENGER MEN - SINGLES :  Asuncion (Paraguay),clay,header
22.03. 02:55,Bueno G.,0,5,3,,,,0,1,71%,63% (26/41),53% (9/17),50% (3/6),22% (10/45),50% (9/18),25% (1/4),4,60% (35/58),30% (19/63),45% (54/121),3,70% (7/10),9% (1/11),38% (8/21),"['4', '5']",[],[],[],[],1.63
22.03. 02:55,Gomez F. A.,2,7,6,,,,6,1,71%,78% (35/45),50% (9/18),75% (3/4),37% (15/41),47% (8/17),50% (3/6),15,70% (44/63),40% (23/58),55% (67/121),5,91% (10/11),30% (3/10),62% (13/21),"['3', '1', '7', '5']","['2', '0']",[],[],[],2.21
20.03. 03:45,Bueno G.,2,6,6,,,,0,1,58%,77% (24/31),55% (12/22),100% (3/3),35% (9/26),72% (13/18),80% (4/5),6,68% (36/53),50% (22/44),60% (58/97),4,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '3', '0']","['1', '0', '4', '1']",[],[],[],1.43
20.03. 03:45,Cukierman D.,0,2,2,,,,2,2,59%,65% (17/26),28% (5/18),20% (1/5),23% (7/31),45% (10/22),0% (0/3),5,50% (22/44),32% (17/53),40% (39/97),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.73
CHALLENGER MEN - SINGLES :  Santiago (Chile),clay,header
12.03. 21:45,Bueno G.,0,4,6^4,,,,1,4,78%,58% (30/52),60% (9/15),33% (2/6),35% (19/54),53% (10/19),38% (3/8),8,58% (39/67),40% (29/73),49% (68/140),5,64% (7/11),27% (3/11),45% (10/22),"['3', '5']","['3', '5', '5', '5']",[],[],[],3.13
12.03. 21:45,Dellien H.,2,6,7^7,,,,0,3,74%,65% (35/54),47% (9/19),63% (5/8),42% (22/52),40% (6/15),67% (4/6),6,60% (44/73),42% (28/67),51% (72/140),5,73% (8/11),36% (4/11),55% (12/22),"['1', '0', '3', '0']","['2', '1', '4', '1']",[],[],[],1.34
CHALLENGER MEN - SINGLES :  Santa Cruz (Bolivia),clay,header
06.03. 04:05,Bueno G.,0,1,1,,,,0,1,70%,46% (12/26),9% (1/11),17% (1/6),14% (3/21),50% (14/28),0% (0/0),3,35% (13/37),35% (17/49),35% (30/86),1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],2.73
06.03. 04:05,Mager G.,2,6,6,,,,5,4,43%,86% (18/21),50% (14/28),0% (0/0),54% (14/26),91% (10/11),83% (5/6),6,65% (32/49),65% (24/37),65% (56/86),7,100% (7/7),71% (5/7),86% (12/14),"['2', '0', '5', '1']","['1', '0', '3', '0', '6', '1']",[],[],[],1.43
ITF MEN - SINGLES :  M25 Punta del Este 2 (Uruguay),clay,header
ITF MEN - SINGLES :  M25 Punta del Este (Uruguay),clay,header
CHALLENGER MEN - SINGLES :  Punta Del Este (Uruguay) - Qualification,clay,header
22.01. 01:00,Bueno G.,1,6,4,2,,,2,3,54%,62% (37/60),35% (18/52),61% (11/18),36% (20/55),51% (18/35),45% (5/11),5,49% (55/112),42% (38/90),46% (93/202),3,50% (7/14),38% (5/13),44% (12/27),"['1', '1', '5', '3']","['3', '2', '4', '5']","['1', '4']",[],[],1.70
22.01. 01:00,Sanchez Jover C.,2,3,6,6,,,1,4,61%,64% (35/55),49% (17/35),55% (6/11),38% (23/60),65% (34/52),39% (7/18),7,58% (52/90),51% (57/112),54% (109/202),5,62% (8/13),50% (7/14),56% (15/27),"['1', '0']","['3', '3', '5', '3', '6', '4']","['2', '0', '4', '0', '6', '2']",[],[],2.09
CHALLENGER MEN - SINGLES :  Buenos Aires 3 (Argentina),clay,header
CHALLENGER MEN - SINGLES :  Buenos Aires (Argentina),clay,header
14.01. 21:35,Bueno G.,2,6,2,7^7,,,1,3,73%,55% (40/73),37% (10/27),46% (6/13),36% (18/50),58% (28/48),50% (6/12),5,50% (50/100),46% (45/97),48% (95/197),4,53% (8/15),40% (6/15),47% (14/30),"['2', '1', '4', '1']","['1', '2']","['1', '0', '3', '0', '4', '1']",[],[],1.83
14.01. 21:35,Popko D.,1,4,6,6^4,,,3,5,51%,64% (32/50),42% (20/48),50% (6/12),45% (33/73),63% (17/27),54% (7/13),15,54% (52/97),50% (50/100),52% (102/197),4,60% (9/15),47% (7/15),53% (16/30),"['2', '4']","['2', '0', '4', '2', '6', '2']","['1', '3', '2', '4', '4', '4']",[],[],1.91
13.01. 19:40,Bueno G.,2,6,6,,,,0,4,65%,70% (32/46),60% (15/25),67% (2/3),37% (15/41),57% (13/23),50% (3/6),7,66% (47/71),44% (28/64),56% (75/135),3,90% (9/10),30% (3/10),60% (12/20),"['6', '4']","['3', '1', '6', '4']",[],[],[],2.15
13.01. 19:40,Reis Da Silva J.,0,4,4,,,,0,5,64%,63% (26/41),43% (10/23),50% (3/6),30% (14/46),40% (10/25),33% (1/3),5,56% (36/64),34% (24/71),44% (60/135),2,70% (7/10),10% (1/10),40% (8/20),[],"['4', '5']",[],[],[],1.65
12.01. 20:35,Bueno G.,2,6,6,,,,0,1,74%,73% (33/45),63% (10/16),100% (2/2),35% (13/37),65% (11/17),43% (3/7),6,70% (43/61),44% (24/54),58% (67/115),5,100% (9/9),38% (3/8),71% (12/17),"['3', '1', '5', '1']","['3', '2']",[],[],[],1.89
12.01. 20:35,Houkes M.,0,1,4,,,,1,5,69%,65% (24/37),35% (6/17),57% (4/7),27% (12/45),38% (6/16),0% (0/2),4,56% (30/54),30% (18/61),42% (48/115),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.83
11.01. 21:50,Bueno G.,2,7,6,,,,0,2,62%,62% (26/42),54% (14/26),71% (5/7),47% (16/34),59% (17/29),63% (5/8),10,59% (40/68),52% (33/63),56% (73/131),7,80% (8/10),50% (5/10),65% (13/20),"['5', '5', '7', '5']","['2', '0', '4', '0', '6', '2']",[],[],[],2.86
11.01. 21:50,Olivo R.,0,5,2,,,,3,3,54%,53% (18/34),41% (12/29),38% (3/8),38% (16/42),46% (12/26),29% (2/7),6,48% (30/63),41% (28/68),44% (58/131),2,50% (5/10),20% (2/10),35% (7/20),"['5', '4']","['1', '4']",[],[],[],1.40
09.01. 23:05,Bueno G.,2,6,5,6,,,1,0,59%,69% (36/52),42% (15/36),33% (3/9),45% (26/58),56% (18/32),54% (7/13),11,58% (51/88),49% (44/90),53% (95/178),4,63% (10/16),47% (7/15),55% (17/31),"['1', '1', '3', '3', '6', '4']","['2', '0', '5', '3']","['2', '2', '5', '3']",[],[],1.91
09.01. 23:05,Barrena A.,1,4,7,3,,,3,2,64%,55% (32/58),44% (14/32),46% (6/13),31% (16/52),58% (21/36),67% (6/9),9,51% (46/90),42% (37/88),47% (83/178),6,53% (8/15),38% (6/16),45% (14/31),"['1', '0', '3', '2']","['1', '2', '4', '5', '6', '5']","['1', '0']",[],[],1.83
CHALLENGER MEN - SINGLES :  Buenos Aires (Argentina) - Qualification,clay,header
08.01. 21:05,Bueno G.,2,4,6,6,,,1,4,68%,71% (35/49),48% (11/23),63% (5/8),45% (23/51),71% (17/24),58% (7/12),10,64% (46/72),53% (40/75),59% (86/147),7,75% (9/12),58% (7/12),67% (16/24),"['4', '4']","['2', '0', '4', '0', '6', '0']","['2', '2', '4', '2', '6', '2']",[],[],1.31
08.01. 21:05,Vankan M.,1,6,0,2,,,2,2,68%,55% (28/51),29% (7/24),42% (5/12),29% (14/49),52% (12/23),38% (3/8),4,47% (35/75),36% (26/72),41% (61/147),2,42% (5/12),25% (3/12),33% (8/24),"['4', '3', '5', '4']",[],"['2', '1']",[],[],3.31
07.01. 18:35,Bueno G.,2,2,6,6,,,0,7,69%,71% (40/56),48% (12/25),75% (9/12),34% (15/44),36% (10/28),43% (3/7),6,64% (52/81),35% (25/72),50% (77/153),3,71% (10/14),31% (4/13),52% (14/27),[],"['4', '2']","['1', '2', '4', '3']",[],[],1.57
