21.02.,Rehberg M. H.,1,,,,,,6,1,73%,77% (47/61),55% (12/22),67% (2/3),23% (13/57),44% (11/25),33% (1/3),71% (59/83),29% (24/82),50% (83/165),8,0,93% (13/14),7% (1/14),50% (14/28),[],[],"['3', '2']",[],[],2.56
21.02.,Monday J.,1,,,,,,8,2,70%,77% (44/57),56% (14/25),67% (2/3),23% (14/61),45% (10/22),33% (1/3),71% (58/82),29% (24/83),50% (82/165),2,0,93% (13/14),7% (1/14),50% (14/28),[],"['6', '4']",[],[],[],1.47
19.02.,Rehberg M. H.,2,,,,,,1,0,57%,82% (27/33),44% (11/25),57% (4/7),35% (13/37),53% (16/30),56% (5/9),66% (38/58),43% (29/67),54% (67/125),6,0,70% (7/10),45% (5/11),57% (12/21),"['2', '3', '4', '3', '6', '3']","['2', '0', '6', '6']",[],[],[],2.77
19.02.,Lestienne C.,0,,,,,,4,1,55%,65% (24/37),47% (14/30),44% (4/9),18% (6/33),56% (14/25),43% (3/7),57% (38/67),34% (20/58),46% (58/125),4,0,55% (6/11),30% (3/10),43% (9/21),"['2', '0']","['2', '3', '6', '5']",[],[],[],1.41
18.02.,Rehberg M. H.,2,,,,,,3,0,72%,68% (26/38),80% (12/15),100% (3/3),40% (10/25),72% (13/18),67% (4/6),72% (38/53),53% (23/43),64% (61/96),6,0,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '4', '0']","['2', '1', '4', '1']",[],[],[],1.46
18.02.,Negritu Ch.,0,,,,,,5,3,58%,60% (15/25),28% (5/18),33% (2/6),32% (12/38),20% (3/15),0% (0/3),47% (20/43),28% (15/53),36% (35/96),4,2,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],2.59
07.02.,Hemery C.,2,,,,,,7,1,64%,91% (21/23),54% (7/13),0% (0/1),44% (19/43),71% (12/17),56% (5/9),78% (28/36),52% (31/60),61% (59/96),8,0,88% (7/8),63% (5/8),75% (12/16),"['3', '1', '6', '4']","['2', '0', '4', '0', '6', '0']",[],[],[],1.70
07.02.,Rehberg M. H.,0,,,,,,1,1,72%,58% (25/43),29% (5/17),44% (4/9),9% (2/23),46% (6/13),100% (1/1),48% (29/60),22% (8/36),39% (37/96),2,0,38% (3/8),13% (1/8),25% (4/16),"['4', '5']",[],[],[],[],2.05
04.02.,Rehberg M. H.,2,,,,,,3,0,79%,69% (53/77),65% (13/20),33% (1/3),31% (26/83),40% (12/30),25% (2/8),68% (66/97),34% (38/113),50% (104/210),8,0,88% (14/16),12% (2/17),48% (16/33),[],"['2', '2']","['6', '5']",[],[],1.83
04.02.,Paul J.,1,,,,,,1,0,73%,69% (57/83),60% (18/30),75% (6/8),31% (24/77),35% (7/20),67% (2/3),66% (75/113),32% (31/97),50% (106/210),2,0,88% (15/17),13% (2/16),52% (17/33),"['3', '1']","['2', '1']",[],[],[],1.89
03.02.,Prihodko O.,2,,,,,,10,1,76%,73% (41/56),39% (7/18),78% (7/9),44% (24/55),50% (10/20),29% (4/14),65% (48/74),45% (34/75),55% (82/149),8,0,82% (9/11),36% (4/11),59% (13/22),"['2', '1', '4', '3']","['1', '0', '6', '5']",[],[],[],2.73
03.02.,Rehberg M. H.,0,,,,,,3,3,73%,56% (31/55),50% (10/20),71% (10/14),27% (15/56),61% (11/18),22% (2/9),55% (41/75),35% (26/74),45% (67/149),2,0,64% (7/11),18% (2/11),41% (9/22),"['2', '2']","['1', '1']",[],[],[],1.42
02.02.,Rehberg M. H.,2,,,,,,1,0,73%,60% (26/43),69% (11/16),80% (4/5),40% (16/40),83% (10/12),67% (4/6),63% (37/59),50% (26/52),57% (63/111),5,0,89% (8/9),50% (4/8),71% (12/17),"['3', '1', '5', '1']","['1', '0', '3', '2']",[],[],[],1.19
02.02.,Jorda Sanchis D.,0,,,,,,3,1,77%,60% (24/40),17% (2/12),33% (2/6),40% (17/43),31% (5/16),20% (1/5),50% (26/52),37% (22/59),43% (48/111),5,0,50% (4/8),11% (1/9),29% (5/17),[],"['2', '2']",[],[],[],4.30
30.01.,Blanchet U.,2,,,,,,4,4,56%,72% (47/65),53% (27/51),67% (6/9),31% (30/97),44% (7/16),50% (1/2),64% (74/116),33% (37/113),48% (111/229),6,1,81% (13/16),6% (1/16),44% (14/32),[],"['2', '2']",[],[],[],2.06
30.01.,Rehberg M. H.,1,,,,,,5,0,86%,69% (67/97),56% (9/16),50% (1/2),28% (18/65),47% (24/51),33% (3/9),67% (76/113),36% (42/116),52% (118/229),4,0,94% (15/16),19% (3/16),56% (18/32),"['1', '0', '5', '2']","['2', '1']",[],[],[],1.70
28.01.,Rehberg M. H.,2,,,,,,4,0,78%,76% (32/42),75% (9/12),100% (1/1),25% (9/36),43% (9/21),29% (2/7),76% (41/54),32% (18/57),53% (59/111),6,0,100% (10/10),20% (2/10),60% (12/20),"['3', '2']","['5', '4']",[],[],[],1.36
28.01.,Prihodko O.,0,,,,,,2,0,63%,75% (27/36),57% (12/21),71% (5/7),24% (10/42),25% (3/12),0% (0/1),68% (39/57),24% (13/54),47% (52/111),4,0,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],2.99
13.01.,Pereira T.,2,,,,,,1,2,53%,83% (24/29),69% (18/26),100% (2/2),42% (16/38),25% (4/16),100% (2/2),76% (42/55),37% (20/54),57% (62/109),8,0,100% (10/10),22% (2/9),63% (12/19),"['4', '2']","['5', '4']",[],[],[],4.02
13.01.,Rehberg M. H.,0,,,,,,1,0,70%,58% (22/38),75% (12/16),0% (0/2),17% (5/29),31% (8/26),0% (0/2),63% (34/54),24% (13/55),43% (47/109),2,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.22
12.01.,Rehberg M. H.,2,,,,,,1,1,78%,69% (36/52),60% (9/15),0% (0/1),38% (16/42),42% (11/26),33% (2/6),67% (45/67),40% (27/68),53% (72/135),6,0,91% (10/11),20% (2/10),57% (12/21),"['2', '0']","['4', '3']",[],[],[],1.37
12.01.,Merida Aguilar D.,0,,,,,,1,4,62%,62% (26/42),58% (15/26),67% (4/6),31% (16/52),40% (6/15),100% (1/1),60% (41/68),33% (22/67),47% (63/135),4,0,80% (8/10),9% (1/11),43% (9/21),[],"['4', '4']",[],[],[],2.94
09.01.,Rincon D.,2,,,,,,6,2,60%,77% (36/47),48% (15/31),50% (3/6),35% (22/63),60% (12/20),57% (4/7),65% (51/78),41% (34/83),53% (85/161),6,0,79% (11/14),31% (4/13),56% (15/27),[],"['2', '1', '4', '1']","['1', '0', '3', '0']",[],[],2.18
09.01.,Rehberg M. H.,1,,,,,,4,0,76%,65% (41/63),40% (8/20),43% (3/7),23% (11/47),52% (16/31),50% (3/6),59% (49/83),35% (27/78),47% (76/161),4,0,69% (9/13),21% (3/14),44% (12/27),"['2', '1', '6', '3']","['3', '5']",[],[],[],1.64
08.01.,Rehberg M. H.,2,,,,,,1,2,66%,74% (35/47),50% (12/24),67% (2/3),30% (11/37),58% (11/19),43% (3/7),66% (47/71),39% (22/56),54% (69/127),6,0,91% (10/11),30% (3/10),62% (13/21),"['2', '2', '7', '5']","['3', '1']",[],[],[],1.34
08.01.,Gakhov I.,0,,,,,,1,0,66%,70% (26/37),42% (8/19),57% (4/7),26% (12/47),50% (12/24),33% (1/3),61% (34/56),34% (24/71),46% (58/127),4,1,70% (7/10),9% (1/11),38% (8/21),"['2', '1']",[],[],[],[],3.10
07.01.,Rehberg M. H.,2,,,,,,8,3,73%,73% (38/52),37% (7/19),88% (7/8),30% (12/40),67% (18/27),50% (4/8),63% (45/71),45% (30/67),54% (75/138),5,0,89% (8/9),40% (4/10),63% (12/19),"['2', '1']","['1', '0', '4', '1', '6', '3']",[],[],[],1.48
07.01.,Soto M.,0,,,,,,1,3,60%,70% (28/40),33% (9/27),50% (4/8),27% (14/52),63% (12/19),13% (1/8),55% (37/67),37% (26/71),46% (63/138),5,1,60% (6/10),11% (1/9),37% (7/19),[],"['3', '5']",[],[],[],2.53
21.11.2024,Nardi L.,2,,,,,,8,2,74%,90% (26/29),70% (7/10),100% (1/1),49% (17/35),64% (7/11),57% (4/7),85% (33/39),52% (24/46),67% (57/85),9,0,100% (8/8),50% (4/8),75% (12/16),"['4', '2', '6', '2']","['4', '2', '6', '2']",[],[],[],1.57
21.11.2024,Rehberg M. H.,0,,,,,,2,0,76%,51% (18/35),36% (4/11),43% (3/7),10% (3/29),30% (3/10),0% (0/1),48% (22/46),15% (6/39),33% (28/85),1,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.31
19.11.2024,Rehberg M. H.,2,,,,,,7,2,65%,74% (40/54),55% (16/29),71% (5/7),33% (19/57),55% (18/33),27% (3/11),67% (56/83),41% (37/90),54% (93/173),5,0,86% (12/14),23% (3/13),56% (15/27),"['3', '1', '5', '3']",[],"['4', '2']",[],[],1.20
19.11.2024,Pavel B.,1,,,,,,3,0,63%,67% (38/57),45% (15/33),73% (8/11),26% (14/54),45% (13/29),29% (2/7),59% (53/90),33% (27/83),46% (80/173),5,0,77% (10/13),14% (2/14),44% (12/27),"['3', '4']","['2', '0']",[],[],[],4.22
09.11.2024,Nishikori K.,2,,,,,,2,3,67%,68% (49/72),51% (18/35),85% (11/13),38% (31/82),58% (21/36),42% (5/12),63% (67/107),44% (52/118),53% (119/225),7,0,87% (13/15),33% (5/15),60% (18/30),"['2', '1']","['1', '0']","['2', '0', '4', '0', '6', '2']",[],[],1.22
09.11.2024,Rehberg M. H.,1,,,,,,2,4,69%,62% (51/82),42% (15/36),58% (7/12),32% (23/72),49% (17/35),15% (2/13),56% (66/118),37% (40/107),47% (106/225),3,1,67% (10/15),13% (2/15),40% (12/30),[],"['5', '5']","['1', '4']",[],[],4.02
08.11.2024,Rehberg M. H.,2,,,,,,6,1,78%,72% (50/69),47% (9/19),75% (3/4),21% (10/47),38% (12/32),50% (1/2),67% (59/88),28% (22/79),49% (81/167),5,0,92% (11/12),8% (1/12),50% (12/24),"['1', '0']",[],[],[],[],2.13
08.11.2024,Squire H.,0,,,,,,3,0,59%,79% (37/47),63% (20/32),50% (1/2),28% (19/69),53% (10/19),25% (1/4),72% (57/79),33% (29/88),51% (86/167),5,2,92% (11/12),8% (1/12),50% (12/24),"['5', '5']",[],[],[],[],1.67
07.11.2024,Rehberg M. H.,2,,,,,,3,0,77%,80% (41/51),53% (8/15),100% (2/2),20% (7/35),47% (18/38),25% (1/4),74% (49/66),34% (25/73),53% (74/139),8,0,100% (11/11),9% (1/11),55% (12/22),[],"['6', '4']",[],[],[],2.46
07.11.2024,Marterer M.,0,,,,,,6,2,48%,80% (28/35),53% (20/38),75% (3/4),20% (10/51),47% (7/15),0% (0/2),66% (48/73),26% (17/66),47% (65/139),2,0,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],1.51
05.11.2024,Rehberg M. H.,2,,,,,,5,0,64%,67% (33/49),68% (19/28),60% (3/5),24% (10/42),49% (18/37),50% (2/4),68% (52/77),35% (28/79),51% (80/156),7,0,85% (11/13),15% (2/13),50% (13/26),"['3', '2']",[],"['5', '3']",[],[],1.44
05.11.2024,Blancaneaux G.,1,,,,,,5,5,53%,76% (32/42),51% (19/37),50% (2/4),33% (16/49),32% (9/28),40% (2/5),65% (51/79),32% (25/77),49% (76/156),3,1,85% (11/13),15% (2/13),50% (13/26),[],"['2', '0', '4', '0']",[],[],[],2.66
04.11.2024,Rehberg M. H.,2,,,,,,2,1,72%,79% (31/39),60% (9/15),100% (2/2),23% (7/30),74% (14/19),100% (3/3),74% (40/54),43% (21/49),59% (61/103),6,0,100% (9/9),33% (3/9),67% (12/18),"['5', '4']","['1', '0', '4', '1']",[],[],[],1.54
04.11.2024,Barton H.,0,,,,,,4,1,61%,77% (23/30),26% (5/19),0% (0/3),21% (8/39),40% (6/15),0% (0/2),57% (28/49),26% (14/54),41% (42/103),4,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.38
03.11.2024,Rehberg M. H.,2,,,,,,3,4,62%,70% (28/40),52% (13/25),60% (3/5),47% (17/36),67% (22/33),67% (6/9),63% (41/65),55% (39/71),59% (80/136),7,0,82% (9/11),55% (6/11),68% (15/22),"['2', '3']","['3', '1', '5', '1']","['1', '0', '3', '0', '5', '0']",[],[],1.23
03.11.2024,Krumich M.,1,,,,,,2,5,52%,58% (21/36),33% (11/33),33% (3/9),30% (12/40),48% (12/25),40% (2/5),45% (32/71),37% (24/65),41% (56/136),3,0,45% (5/11),18% (2/11),32% (7/22),"['3', '1', '4', '2']",[],[],[],[],3.90
22.10.2024,Herbert P.,2,,,,,,8,5,55%,73% (35/48),59% (23/39),50% (2/4),40% (32/80),39% (9/23),40% (4/10),67% (58/87),40% (41/103),52% (99/190),7,0,87% (13/15),27% (4/15),57% (17/30),[],"['1', '1', '5', '3']","['4', '3', '6', '3']",[],[],1.54
22.10.2024,Rehberg M. H.,1,,,,,,2,0,78%,60% (48/80),61% (14/23),60% (6/10),27% (13/48),41% (16/39),50% (2/4),60% (62/103),33% (29/87),48% (91/190),3,1,73% (11/15),13% (2/15),43% (13/30),"['6', '5']","['1', '0']",[],[],[],2.38
21.10.2024,Rehberg M. H.,2,,,,,,0,0,86%,64% (46/72),50% (6/12),100% (8/8),35% (9/26),46% (13/28),60% (3/5),62% (52/84),41% (22/54),54% (74/138),7,0,100% (9/9),33% (3/9),67% (12/18),"['6', '4']","['4', '2', '6', '2']",[],[],[],2.16
21.10.2024,Hassan B.,0,,,,,,3,7,48%,65% (17/26),54% (15/28),40% (2/5),36% (26/72),50% (6/12),0% (0/8),59% (32/54),38% (32/84),46% (64/138),3,1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.65
20.10.2024,Rehberg M. H.,2,,,,,,0,1,73%,70% (43/61),55% (12/22),57% (4/7),35% (20/57),44% (16/36),36% (4/11),66% (55/83),39% (36/93),52% (91/176),6,0,79% (11/14),29% (4/14),54% (15/28),"['4', '3', '5', '4']","['1', '2']","['4', '2']",[],[],1.20
20.10.2024,Cukierman D.,1,,,,,,13,6,61%,65% (37/57),56% (20/36),64% (7/11),30% (18/61),45% (10/22),43% (3/7),61% (57/93),34% (28/83),48% (85/176),4,0,71% (10/14),21% (3/14),46% (13/28),"['4', '4']","['2', '0', '4', '2']",[],[],[],4.22
18.10.2024,Pouille L.,2,,,,,,7,2,62%,81% (35/43),46% (12/26),80% (4/5),42% (15/36),50% (8/16),100% (3/3),68% (47/69),44% (23/52),58% (70/121),8,0,90% (9/10),33% (3/9),63% (12/19),"['2', '0', '5', '1']","['2', '3']",[],[],[],1.20
18.10.2024,Rehberg M. H.,0,,,,,,3,0,69%,58% (21/36),50% (8/16),0% (0/3),19% (8/43),54% (14/26),20% (1/5),56% (29/52),32% (22/69),42% (51/121),2,1,67% (6/9),10% (1/10),37% (7/19),[],"['2', '0']",[],[],[],4.27
17.10.2024,Rehberg M. H.,2,,,,,,2,3,68%,73% (37/51),38% (9/24),86% (6/7),38% (16/42),59% (22/37),40% (4/10),61% (46/75),48% (38/79),55% (84/154),8,0,89% (8/9),40% (4/10),63% (12/19),"['3', '2', '5', '4']","['3', '2', '6', '3']",[],[],[],1.67
17.10.2024,Zapata Miralles B.,0,,,,,,1,6,53%,62% (26/42),41% (15/37),60% (6/10),27% (14/51),63% (15/24),14% (1/7),52% (41/79),39% (29/75),45% (70/154),2,1,60% (6/10),11% (1/9),37% (7/19),"['4', '4']",[],[],[],[],2.12
15.10.2024,Rehberg M. H.,2,,,,,,2,0,74%,79% (33/42),53% (8/15),100% (1/1),21% (6/29),48% (11/23),67% (2/3),72% (41/57),33% (17/52),53% (58/109),5,0,100% (10/10),20% (2/10),60% (12/20),"['3', '2']","['4', '3']",[],[],[],1.89
15.10.2024,Gueymard Wayenburg S.,0,,,,,,7,1,56%,79% (23/29),52% (12/23),33% (1/3),21% (9/42),47% (7/15),0% (0/1),67% (35/52),28% (16/57),47% (51/109),5,1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],1.83
14.10.2024,Rehberg M. H.,2,,,,,,1,0,79%,90% (27/30),63% (5/8),0% (0/0),46% (18/39),57% (8/14),100% (4/4),84% (32/38),49% (26/53),64% (58/91),8,0,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '3', '0']","['2', '1', '5', '2']",[],[],[],1.17
14.10.2024,Tomescu D. A.,0,,,,,,1,0,74%,54% (21/39),43% (6/14),0% (0/4),10% (3/30),38% (3/8),0% (0/0),51% (27/53),16% (6/38),36% (33/91),2,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],4.66
13.10.2024,Rehberg M. H.,2,,,,,,7,3,73%,66% (53/80),67% (20/30),83% (5/6),32% (19/59),54% (22/41),36% (4/11),66% (73/110),41% (41/100),54% (114/210),8,0,93% (14/15),29% (4/14),62% (18/29),"['5', '3']","['4', '5']","['2', '0', '6', '2']",[],[],1.61
13.10.2024,Parker S.,1,,,,,,4,5,59%,68% (40/59),46% (19/41),64% (7/11),34% (27/80),33% (10/30),17% (1/6),59% (59/100),34% (37/110),46% (96/210),2,4,71% (10/14),7% (1/15),38% (11/29),[],"['5', '3']",[],[],[],2.23
11.09.2024,Mager G.,2,,,,,,1,3,58%,69% (31/45),52% (17/33),57% (4/7),42% (27/64),55% (16/29),29% (5/17),62% (48/78),46% (43/93),53% (91/171),9,0,77% (10/13),42% (5/12),60% (15/25),"['2', '0']","['2', '1', '3', '4']","['3', '1', '5', '1']",[],[],2.18
11.09.2024,Rehberg M. H.,1,,,,,,0,6,69%,58% (37/64),45% (13/29),71% (12/17),31% (14/45),48% (16/33),43% (3/7),54% (50/93),38% (30/78),47% (80/171),1,0,58% (7/12),23% (3/13),40% (10/25),[],"['2', '2', '4', '2', '5', '3']",[],[],[],1.65
10.09.2024,Rehberg M. H.,2,,,,,,3,1,83%,81% (42/52),64% (7/11),100% (3/3),23% (10/43),38% (9/24),33% (1/3),78% (49/63),28% (19/67),52% (68/130),7,0,100% (11/11),9% (1/11),55% (12/22),"['3', '2']",[],[],[],[],1.59
10.09.2024,Seggerman R.,0,,,,,,4,4,64%,77% (33/43),63% (15/24),67% (2/3),19% (10/52),36% (4/11),0% (0/3),72% (48/67),22% (14/63),48% (62/130),3,0,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],2.24
08.09.2024,Rehberg M. H.,2,,,,,,1,4,58%,64% (29/45),52% (17/33),50% (4/8),50% (32/64),43% (9/21),60% (6/10),59% (46/78),48% (41/85),53% (87/163),7,0,69% (9/13),46% (6/13),58% (15/26),"['1', '2', '4', '3', '6', '3']","['3', '5']","['2', '1', '5', '2']",[],[],1.65
08.09.2024,Dedura D.,1,,,,,,0,0,75%,50% (32/64),57% (12/21),40% (4/10),36% (16/45),48% (16/33),50% (4/8),52% (44/85),41% (32/78),47% (76/163),3,0,54% (7/13),31% (4/13),42% (11/26),"['2', '0']","['2', '1', '5', '2', '6', '3']",[],[],[],2.18
06.09.2024,Choinski J.,2,,,,,,3,0,64%,80% (20/25),79% (11/14),100% (4/4),50% (10/20),67% (14/21),45% (5/11),79% (31/39),59% (24/41),69% (55/80),6,0,100% (7/7),71% (5/7),86% (12/14),"['1', '0', '4', '1', '6', '1']","['2', '0', '4', '0']",[],[],[],1.60
06.09.2024,Rehberg M. H.,0,,,,,,1,2,49%,50% (10/20),33% (7/21),55% (6/11),20% (5/25),21% (3/14),0% (0/4),41% (17/41),21% (8/39),31% (25/80),4,0,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],2.26
05.09.2024,Rehberg M. H.,2,,,,,,2,2,74%,62% (36/58),65% (13/20),75% (6/8),34% (13/38),68% (21/31),43% (6/14),63% (49/78),49% (34/69),56% (83/147),8,0,82% (9/11),55% (6/11),68% (15/22),"['1', '0', '3', '0', '5', '0']","['2', '3']","['2', '0', '5', '1']",[],[],1.70
05.09.2024,Mikrut L.,1,,,,,,1,4,55%,66% (25/38),32% (10/31),57% (8/14),38% (22/58),35% (7/20),25% (2/8),51% (35/69),37% (29/78),44% (64/147),2,0,45% (5/11),18% (2/11),32% (7/22),[],"['3', '1', '4', '2']",[],[],[],2.07
