Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
08.08.,Johns G.,2,,,,,,7,3,47%,88% (23/26),55% (16/29),0% (0/1),47% (17/36),44% (12/27),80% (4/5),19,20,20% (1/5),71% (39/55),46% (29/63),58% (68/118),6,0,90% (9/10),40% (4/10),65% (13/20),"['4', '5', '6', '5']","['2', '1', '4', '1']",[],[],[],1.39
08.08.,Svajda T.,0,,,,,,1,2,57%,53% (19/36),56% (15/27),20% (1/5),12% (3/26),45% (13/29),100% (1/1),18,32,80% (12/15),54% (34/63),29% (16/55),42% (50/118),4,0,60% (6/10),10% (1/10),35% (7/20),"['3', '1']",[],[],[],[],19.5
06.08.,Svajda T.,2,,,,,,4,1,54%,81% (17/21),67% (12/18),50% (1/2),43% (10/23),70% (16/23),56% (5/9),9,9,33% (1/3),74% (29/39),57% (26/46),65% (55/85),8,0,88% (7/8),71% (5/7),80% (12/15),"['2', '0', '5', '3']","['1', '0', '3', '0', '5', '0']",[],[],[],2.38
06.08.,Zhukayev B.,0,,,,,,5,4,50%,57% (13/23),30% (7/23),44% (4/9),19% (4/21),33% (6/18),50% (1/2),11,35,25% (2/8),43% (20/46),26% (10/39),35% (30/85),2,0,29% (2/7),13% (1/8),20% (3/15),"['2', '3']",[],[],[],[],1.54
05.08.,Svajda T.,2,,,,,,4,3,57%,53% (27/51),58% (22/38),73% (11/15),43% (17/40),63% (22/35),56% (5/9),28,29,62% (8/13),55% (49/89),52% (39/75),54% (88/164),5,0,64% (7/11),50% (5/10),57% (12/21),"['2', '0']","['1', '0', '3', '0', '4', '1', '5', '4']",[],[],[],1.11
05.08.,Jung J.,0,,,,,,2,6,53%,57% (23/40),37% (13/35),44% (4/9),47% (24/51),42% (16/38),27% (4/15),32,39,56% (10/18),48% (36/75),45% (40/89),46% (76/164),5,1,50% (5/10),36% (4/11),43% (9/21),[],"['1', '3', '2', '4', '4', '4', '5', '5']",[],[],[],5.85
04.08.,Svajda T.,2,,,,,,2,3,60%,69% (25/36),46% (11/24),71% (5/7),48% (22/46),62% (16/26),50% (5/10),18,23,100% (4/4),60% (36/60),53% (38/72),56% (74/132),7,0,78% (7/9),50% (5/10),63% (12/19),"['1', '1', '3', '1']","['1', '0', '4', '1', '6', '1']",[],[],[],1.59
04.08.,Hussey G.,0,,,,,,2,4,64%,52% (24/46),38% (10/26),50% (5/10),31% (11/36),54% (13/24),29% (2/7),16,37,89% (8/9),47% (34/72),40% (24/60),44% (58/132),3,0,50% (5/10),22% (2/9),37% (7/19),"['1', '0', '2', '3']",[],[],[],[],2.27
03.08.,Svajda T.,2,,,,,,1,2,57%,63% (24/38),55% (16/29),40% (2/5),38% (15/39),61% (19/31),42% (5/12),8,15,67% (4/6),60% (40/67),49% (34/70),54% (74/137),6,0,70% (7/10),50% (5/10),60% (12/20),"['2', '4', '4', '4', '6', '4']","['4', '4', '6', '4']",[],[],[],1.28
03.08.,Vandecasteele Q.,0,,,,,,3,5,56%,62% (24/39),39% (12/31),58% (7/12),37% (14/38),45% (13/29),60% (3/5),30,47,69% (9/13),51% (36/70),40% (27/67),46% (63/137),4,3,50% (5/10),30% (3/10),40% (8/20),"['2', '1', '4', '1']","['2', '1']",[],[],[],3.47
28.07.,Rybakov A.,2,,,,,,7,4,58%,74% (29/39),61% (17/28),33% (1/3),30% (11/37),60% (27/45),83% (5/6),21,33,67% (6/9),69% (46/67),46% (38/82),56% (84/149),7,0,85% (11/13),36% (5/14),59% (16/27),"['3', '2']","['5', '4']","['2', '1', '4', '1', '6', '1']",[],[],2.56
28.07.,Svajda T.,1,,,,,,1,5,45%,70% (26/37),40% (18/45),17% (1/6),26% (10/39),39% (11/28),67% (2/3),12,42,60% (3/5),54% (44/82),31% (21/67),44% (65/149),3,0,64% (9/14),15% (2/13),41% (11/27),"['4', '4', '6', '4']",[],[],[],[],1.47
27.07.,Svajda T.,2,,,,,,2,1,55%,68% (25/37),53% (16/30),67% (2/3),53% (19/36),39% (7/18),50% (4/8),18,35,63% (5/8),61% (41/67),48% (26/54),55% (67/121),5,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '4', '0']","['1', '0', '5', '4']",[],[],[],1.13
27.07.,Huang T.,0,,,,,,0,3,67%,47% (17/36),61% (11/18),50% (4/8),32% (12/37),47% (14/30),33% (1/3),9,38,75% (3/4),52% (28/54),39% (26/67),45% (54/121),5,4,50% (4/8),11% (1/9),29% (5/17),[],"['3', '3']",[],[],[],5.20
11.07.,Kim A.,2,,,,,,"['1', '0', '3', '0', '5', '0']","['1', '0']","['3', '2']",[],[],2.66
26.02.,Svajda T.,2,,,,,,0,3,60%,77% (24/31),52% (11/21),67% (2/3),42% (19/45),54% (13/24),25% (4/16),67% (35/52),46% (32/69),55% (67/121),6,0,89% (8/9),44% (4/9),67% (12/18),"['4', '2', '5', '3']","['3', '2', '6', '3']",[],[],[],3.63
26.02.,Krueger M.,0,,,,,,4,5,65%,58% (26/45),46% (11/24),75% (12/16),23% (7/31),48% (10/21),33% (1/3),54% (37/69),33% (17/52),45% (54/121),4,1,56% (5/9),11% (1/9),33% (6/18),"['3', '4']",[],[],[],[],1.26
25.02.,Svajda T.,2,,,,,,1,2,57%,63% (29/46),54% (19/35),67% (6/9),40% (17/42),58% (15/26),100% (4/4),59% (48/81),47% (32/68),54% (80/149),6,0,73% (8/11),40% (4/10),57% (12/21),"['1', '1', '4', '2']","['2', '1', '6', '5']",[],[],[],2.34
25.02.,Pinnington Jones J.,0,,,,,,3,3,62%,60% (25/42),42% (11/26),0% (0/4),37% (17/46),46% (16/35),33% (3/9),53% (36/68),41% (33/81),46% (69/149),4,0,60% (6/10),27% (3/11),43% (9/21),"['1', '0']","['5', '5', '6', '6']",[],[],[],1.55
04.02.,Quinn E.,2,,,,,,9,1,78%,77% (33/43),58% (7/12),100% (2/2),42% (22/52),55% (12/22),33% (3/9),73% (40/55),46% (34/74),57% (74/129),5,0,100% (9/9),33% (3/9),67% (12/18),"['3', '2']","['1', '0', '3', '0']",[],[],[],1.23
04.02.,Svajda T.,0,,,,,,0,1,70%,58% (30/52),45% (10/22),67% (6/9),23% (10/43),42% (5/12),0% (0/2),54% (40/74),27% (15/55),43% (55/129),5,1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],4.32
11.11.2024,Okonkwo O.,2,,,,,,8,3,60%,78% (31/40),48% (13/27),67% (2/3),41% (18/44),44% (11/25),50% (3/6),66% (44/67),42% (29/69),54% (73/136),8,0,91% (10/11),27% (3/11),59% (13/22),"['4', '3', '5', '4']","['6', '5']",[],[],[],5.18
11.11.2024,Svajda T.,0,,,,,,2,0,64%,59% (26/44),56% (14/25),50% (3/6),23% (9/40),52% (14/27),33% (1/3),58% (40/69),34% (23/67),46% (63/136),2,0,73% (8/11),9% (1/11),41% (9/22),"['4', '4']",[],[],[],[],1.14
24.10.2024,Monday J.,2,,,,,,"['2', '1']","['3', '2']",[],[],[],1.37
24.10.2024,Svajda T.,0,,,,,,[],[],[],[],[],2.88
07.07.2024,Jones H.,2,,,,,,"['2', '1', '4', '3']",[],"['4', '3', '6', '3']",[],[],-
07.07.2024,Svajda T.,1,,,,,,"['2', '2', '5', '5']","['1', '0', '4', '1', '6', '1']",[],[],[],-
22.06.2024,Tien L.,2,,,,,,"['4', '2']","['1', '2', '2', '3', '4', '3']",[],[],[],1.54
22.06.2024,Svajda T.,0,,,,,,[],"['2', '0', '3', '1']",[],[],[],2.36
21.06.2024,Svajda T.,2,,,,,,"['4', '2']","['1', '0', '4', '1', '6', '1']",[],[],[],1.09
21.06.2024,Vithoontien L.,0,,,,,,[],[],[],[],[],6.42
20.06.2024,Svajda T.,2,,,,,,"['2', '0', '3', '3', '5', '3']","['1', '0', '4', '1']",[],[],[],1.30
20.06.2024,Anthrop J.,0,,,,,,"['1', '2', '3', '2']",[],[],[],[],3.34
18.06.2024,Svajda T.,2,,,,,,"['2', '0']","['1', '0', '3', '0']",[],[],[],1.10
18.06.2024,Frusina A.,0,,,,,,[],[],[],[],[],6.15
03.06.2024,Trotter J. K.,2,,,,,,9,5,59%,82% (32/39),48% (13/27),33% (1/3),33% (14/42),56% (22/39),33% (3/9),68% (45/66),44% (35/80),55% (80/146),6,0,82% (9/11),27% (3/11),55% (12/22),"['4', '4', '6', '4']","['5', '5']",[],[],[],2.68
03.06.2024,Svajda T.,0,,,,,,4,3,52%,67% (28/42),44% (17/39),67% (6/9),18% (7/39),52% (14/27),67% (2/3),56% (45/80),32% (21/66),45% (66/146),4,0,73% (8/11),18% (2/11),45% (10/22),"['4', '3']","['3', '2']",[],[],[],1.48
31.05.2024,Basavareddy N.,2,,,,,,2,2,50%,70% (16/23),52% (12/23),50% (2/4),52% (11/21),68% (17/25),100% (6/6),61% (28/46),61% (28/46),61% (56/92),7,0,75% (6/8),75% (6/8),75% (12/16),"['1', '0', '4', '1']","['1', '0', '3', '0', '4', '1', '5', '2']",[],[],[],1.65
31.05.2024,Svajda T.,0,,,,,,2,5,46%,48% (10/21),32% (8/25),0% (0/6),30% (7/23),48% (11/23),50% (2/4),39% (18/46),39% (18/46),39% (36/92),3,1,25% (2/8),25% (2/8),25% (4/16),[],"['1', '3', '2', '4']",[],[],[],2.15
30.05.2024,Svajda T.,2,,,,,,3,4,50%,71% (32/45),51% (23/45),87% (13/15),40% (23/58),48% (15/31),23% (3/13),61% (55/90),43% (38/89),52% (93/179),6,0,82% (9/11),27% (3/11),55% (12/22),"['2', '1', '5', '4']","['2', '3']",[],[],[],1.69
30.05.2024,Martin A.,0,,,,,,4,2,65%,60% (35/58),52% (16/31),77% (10/13),29% (13/45),49% (22/45),13% (2/15),57% (51/89),39% (35/90),48% (86/179),4,1,73% (8/11),18% (2/11),45% (10/22),"['4', '4']","['3', '1']",[],[],[],2.12
