Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
01.06.,Paulson A.,0,,,,,,0,5,50%,44% (11/25),16% (4/25),46% (6/13),44% (12/27),29% (5/17),40% (2/5),30% (15/50),39% (17/44),34% (32/94),2,0,13% (1/8),29% (2/7),20% (3/15),[],"['1', '1', '3', '1']",[],[],[],1.59
18.05.,Dhamne M.,2,,,,,,1,4,65%,64% (41/64),53% (18/34),92% (12/13),35% (13/37),54% (20/37),40% (4/10),16,40,67% (6/9),60% (59/98),45% (34/75),54% (93/173),6,0,89% (8/9),44% (4/9),67% (12/18),"['3', '2']","['2', '0', '4', '0', '6', '0']",[],[],[],2.56
18.05.,Martin A.,0,,,,,,6,9,50%,65% (24/37),46% (17/37),60% (6/10),36% (23/64),47% (16/34),8% (1/13),21,47,70% (7/10),55% (41/75),40% (39/98),46% (80/173),4,4,56% (5/9),11% (1/9),33% (6/18),"['4', '4']",[],[],[],[],1.47
09.05.,Gakhov I.,2,,,,,,"['2', '0', '5', '1']","['4', '3']",[],[],[],1.87
09.05.,Martin A.,0,,,,,,[],"['4', '4']",[],[],[],1.83
08.05.,Martin A.,2,,,,,,"['2', '1', '4', '1', '6', '1']","['2', '0', '3', '3', '5', '5', '6', '6']",[],[],[],1.69
08.05.,Weis A.,0,,,,,,[],"['1', '2', '3', '2', '5', '4', '6', '5']",[],[],[],2.08
07.05.,Martin A.,2,,,,,,[],"['2', '2', '3', '3']","['3', '1', '5', '1']",[],[],1.59
07.05.,De Krom M.,1,,,,,,[],"['1', '0', '3', '2', '5', '4']",[],[],[],2.24
05.05.,Martin A.,2,,,,,,[],"['1', '0']","['3', '2', '6', '5']",[],[],1.68
05.05.,Iannaccone F.,1,,,,,,"['2', '1', '6', '3']",[],"['5', '5']",[],[],2.09
30.03.,Marmousez L.,2,,,,,,0,1,67%,78% (28/36),39% (7/18),0% (0/2),35% (12/34),66% (23/35),45% (5/11),65% (35/54),51% (35/69),57% (70/123),8,0,78% (7/9),50% (5/10),63% (12/19),"['2', '0', '4', '2']","['1', '0', '4', '1', '6', '1']",[],[],[],2.14
30.03.,Martin A.,0,,,,,,4,3,49%,65% (22/34),34% (12/35),55% (6/11),22% (8/36),61% (11/18),100% (2/2),49% (34/69),35% (19/54),43% (53/123),2,0,50% (5/10),22% (2/9),37% (7/19),"['1', '2', '4', '5']",[],[],[],[],1.66
18.03.,Svrcina D.,2,,,,,,1,0,79%,80% (24/30),63% (5/8),100% (2/2),51% (19/37),73% (11/15),56% (5/9),76% (29/38),58% (30/52),66% (59/90),6,0,100% (7/7),71% (5/7),86% (12/14),"['1', '0', '3', '0', '6', '1']","['2', '0', '4', '0']",[],[],[],1.61
18.03.,Martin A.,0,,,,,,0,3,71%,49% (18/37),27% (4/15),44% (4/9),20% (6/30),38% (3/8),0% (0/2),42% (22/52),24% (9/38),34% (31/90),4,0,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],2.23
17.03.,Martin A.,2,,,,,,0,1,72%,54% (28/52),65% (13/20),83% (10/12),58% (26/45),38% (6/16),50% (5/10),57% (41/72),52% (32/61),55% (73/133),6,0,78% (7/9),63% (5/8),71% (12/17),"['1', '1', '3', '1', '4', '2']","['2', '1', '4', '1']",[],[],[],1.69
17.03.,Agamenone F.,0,,,,,,1,0,74%,42% (19/45),63% (10/16),50% (5/10),46% (24/52),35% (7/20),17% (2/12),48% (29/61),43% (31/72),45% (60/133),4,2,38% (3/8),22% (2/9),29% (5/17),"['1', '0', '2', '3']",[],[],[],[],2.07
16.03.,Martin A.,2,,,,,,1,1,52%,88% (14/16),67% (10/15),0% (0/1),62% (24/39),75% (6/8),67% (6/9),77% (24/31),64% (30/47),69% (54/78),4,0,86% (6/7),75% (6/8),80% (12/15),"['1', '0', '3', '0', '6', '1']","['2', '0', '4', '0', '6', '2']",[],[],[],1.05
16.03.,Nincevic F.,0,,,,,,0,3,83%,38% (15/39),25% (2/8),33% (3/9),13% (2/16),33% (5/15),100% (1/1),36% (17/47),23% (7/31),31% (24/78),6,0,25% (2/8),14% (1/7),20% (3/15),[],"['2', '5']",[],[],[],8.00
04.03.,Agamenone F.,2,,,,,,9,0,65%,71% (53/75),65% (26/40),67% (4/6),34% (24/71),38% (15/39),33% (3/9),69% (79/115),35% (39/110),52% (118/225),5,0,88% (15/17),19% (3/16),55% (18/33),[],"['2', '1', '6', '5']","['3', '1']",[],[],2.08
04.03.,Martin A.,1,,,,,,3,1,65%,66% (47/71),62% (24/39),67% (6/9),29% (22/75),35% (14/40),33% (2/6),65% (71/110),31% (36/115),48% (107/225),5,2,81% (13/16),12% (2/17),45% (15/33),[],"['5', '5', '6', '6']",[],[],[],1.70
01.03.,Royer V.,2,,,,,,7,1,74%,74% (25/34),58% (7/12),67% (2/3),43% (13/30),68% (15/22),71% (5/7),70% (32/46),54% (28/52),61% (60/98),7,0,88% (7/8),71% (5/7),80% (12/15),"['2', '0', '4', '0', '5', '1']","['3', '2', '5', '2']",[],[],[],1.41
01.03.,Martin A.,0,,,,,,2,3,58%,57% (17/30),32% (7/22),29% (2/7),26% (9/34),42% (5/12),33% (1/3),46% (24/52),30% (14/46),39% (38/98),3,0,29% (2/7),13% (1/8),20% (3/15),"['1', '4']",[],[],[],[],2.77
28.02.,Martin A.,2,,,,,,8,4,60%,69% (36/52),65% (22/34),50% (3/6),36% (29/81),46% (13/28),50% (3/6),67% (58/86),39% (42/109),51% (100/195),5,0,80% (12/15),19% (3/16),48% (15/31),[],"['4', '4', '6', '4']","['5', '5']",[],[],1.51
28.02.,Neuchrist M.,1,,,,,,1,2,74%,64% (52/81),54% (15/28),50% (3/6),31% (16/52),35% (12/34),50% (3/6),61% (67/109),33% (28/86),49% (95/195),5,0,81% (13/16),20% (3/15),52% (16/31),"['2', '0']","['4', '3']","['2', '1']",[],[],2.46
27.02.,Martin A.,2,,,,,,1,1,65%,64% (21/33),67% (12/18),0% (0/2),43% (13/30),67% (12/18),83% (5/6),65% (33/51),52% (25/48),59% (58/99),5,0,78% (7/9),56% (5/9),67% (12/18),"['1', '0', '3', '2', '5', '2']","['1', '2', '3', '2']",[],[],[],1.65
27.02.,Erhard M.,0,,,,,,0,4,63%,57% (17/30),33% (6/18),17% (1/6),36% (12/33),33% (6/18),100% (2/2),48% (23/48),35% (18/51),41% (41/99),5,0,44% (4/9),22% (2/9),33% (6/18),"['1', '1']","['2', '0']",[],[],[],2.16
27.02.,Martin A.,2,,,,,,2,3,57%,69% (41/59),52% (23/44),83% (10/12),32% (18/57),57% (28/49),45% (5/11),62% (64/103),43% (46/106),53% (110/209),7,0,86% (12/14),33% (5/15),59% (17/29),"['2', '1', '5', '2']","['4', '3']","['2', '1', '6', '3']",[],[],1.83
27.02.,Marti Pujolras A.,1,,,,,,7,10,54%,68% (39/57),43% (21/49),55% (6/11),31% (18/59),48% (21/44),17% (2/12),57% (60/106),38% (39/103),47% (99/209),3,1,67% (10/15),14% (2/14),41% (12/29),[],"['4', '4', '7', '5']",[],[],[],1.83
25.02.,Martin A.,2,,,,,,6,4,64%,77% (37/48),63% (17/27),100% (3/3),24% (9/38),52% (16/31),50% (1/2),72% (54/75),36% (25/69),55% (79/144),7,0,100% (11/11),10% (1/10),57% (12/21),[],"['5', '3']",[],[],[],4.37
25.02.,De Jong J.,0,,,,,,9,2,55%,76% (29/38),48% (15/31),50% (1/2),23% (11/48),37% (10/27),0% (0/3),64% (44/69),28% (21/75),45% (65/144),3,0,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],1.19
24.02.,Martin A.,2,,,,,,3,1,68%,68% (34/50),58% (14/24),89% (8/9),30% (9/30),62% (23/37),50% (3/6),65% (48/74),48% (32/67),57% (80/141),9,0,90% (9/10),30% (3/10),60% (12/20),"['2', '1', '4', '1']","['4', '5']",[],[],[],1.19
24.02.,Ayeni A.,0,,,,,,6,12,45%,70% (21/30),38% (14/37),50% (3/6),32% (16/50),42% (10/24),11% (1/9),52% (35/67),35% (26/74),43% (61/141),1,0,70% (7/10),10% (1/10),40% (8/20),[],"['5', '3']",[],[],[],4.32
23.02.,Martin A.,2,,,,,,6,2,51%,81% (30/37),78% (28/36),75% (3/4),30% (14/46),38% (13/34),22% (2/9),79% (58/73),34% (27/80),56% (85/153),6,0,93% (14/15),14% (2/14),55% (16/29),[],"['3', '1']","['4', '3']",[],[],1.22
23.02.,Steiner M.,1,,,,,,5,5,58%,70% (32/46),62% (21/34),78% (7/9),19% (7/37),22% (8/36),25% (1/4),66% (53/80),21% (15/73),44% (68/153),4,0,86% (12/14),7% (1/15),45% (13/29),"['1', '0']",[],[],[],[],4.02
19.02.,Jones M.,2,,,,,,7,5,64%,68% (53/78),50% (22/44),73% (8/11),20% (11/56),47% (26/55),20% (2/10),61% (75/122),33% (37/111),48% (112/233),6,1,82% (14/17),13% (2/16),48% (16/33),"['3', '3', '7', '5']",[],[],[],[],4.02
19.02.,Martin A.,1,,,,,,8,6,50%,80% (45/56),53% (29/55),80% (8/10),32% (25/78),50% (22/44),27% (3/11),67% (74/111),39% (47/122),52% (121/233),4,1,88% (14/16),18% (3/17),52% (17/33),"['2', '1']","['2', '1', '6', '3']",[],[],[],1.22
17.02.,Martin A.,2,,,,,,4,2,68%,78% (18/23),64% (7/11),0% (0/0),71% (17/24),73% (11/15),75% (6/8),74% (25/34),72% (28/39),73% (53/73),8,0,100% (6/6),100% (6/6),100% (12/12),"['1', '0', '3', '0', '5', '0']","['1', '0', '3', '0', '5', '0']",[],[],[],1.01
17.02.,Van Aken N.,0,,,,,,1,3,62%,29% (7/24),27% (4/15),25% (2/8),22% (5/23),36% (4/11),0% (0/0),28% (11/39),26% (9/34),27% (20/73),2,0,0% (0/6),0% (0/6),0% (0/12),[],[],[],[],[],23.00
18.12.2024,Stankovic S.,2,,,,,,"['3', '3']","['1', '1', '2', '2', '6', '4']","['2', '0', '4', '0']",[],[],13.00
18.12.2024,Martin A.,1,,,,,,"['1', '0', '5', '4']","['1', '0', '2', '1']",[],[],[],1.01
30.11.2024,Passaro F.,2,,,,,,1,1,79%,67% (37/55),53% (8/15),25% (1/4),47% (17/36),50% (15/30),56% (5/9),64% (45/70),48% (32/66),57% (77/136),8,0,75% (9/12),45% (5/11),61% (14/23),"['2', '0']","['2', '0', '6', '2']","['3', '1', '5', '1']",[],[],1.34
30.11.2024,Martin A.,1,,,,,,1,3,55%,53% (19/36),50% (15/30),44% (4/9),33% (18/55),47% (7/15),75% (3/4),52% (34/66),36% (25/70),43% (59/136),2,0,55% (6/11),25% (3/12),39% (9/23),"['1', '2', '3', '2', '5', '2']",[],[],[],[],3.10
29.11.2024,Martin A.,2,,,,,,0,1,46%,68% (21/31),46% (17/37),33% (2/6),54% (22/41),58% (15/26),40% (6/15),56% (38/68),55% (37/67),56% (75/135),9,0,64% (7/11),60% (6/10),62% (13/21),"['1', '3', '4', '4', '7', '5']","['2', '0', '3', '1', '5', '3']",[],[],[],3.20
29.11.2024,Rocha H.,0,,,,,,1,5,61%,46% (19/41),42% (11/26),60% (9/15),32% (10/31),54% (20/37),67% (4/6),45% (30/67),44% (30/68),44% (60/135),1,0,40% (4/10),36% (4/11),38% (8/21),"['1', '0', '3', '0']","['1', '2', '2', '3']",[],[],[],1.30
28.11.2024,Martin A.,2,,,,,,5,0,55%,66% (44/67),49% (27/55),64% (9/14),43% (36/83),57% (12/21),54% (7/13),58% (71/122),46% (48/104),53% (119/226),8,0,69% (11/16),47% (7/15),58% (18/31),"['1', '2', '3', '2']","['2', '2', '4', '2', '6', '4']","['2', '0', '5', '3']",[],[],1.37
28.11.2024,Araujo P.,1,,,,,,0,2,80%,57% (47/83),43% (9/21),46% (6/13),34% (23/67),51% (28/55),36% (5/14),54% (56/104),42% (51/122),47% (107/226),2,0,53% (8/15),31% (5/16),42% (13/31),"['2', '0', '5', '5']","['1', '0', '4', '5']","['3', '4']",[],[],2.94
27.11.2024,Martin A.,2,,,,,,2,3,65%,71% (24/34),56% (10/18),60% (3/5),50% (14/28),71% (10/14),50% (5/10),65% (34/52),57% (24/42),62% (58/94),8,0,78% (7/9),63% (5/8),71% (12/17),"['2', '0', '4', '0']","['1', '0', '2', '1', '5', '2']",[],[],[],1.21
27.11.2024,Rocha F.,0,,,,,,2,2,67%,50% (14/28),29% (4/14),50% (5/10),29% (10/34),44% (8/18),40% (2/5),43% (18/42),35% (18/52),38% (36/94),2,0,38% (3/8),22% (2/9),29% (5/17),"['2', '5']","['1', '1']",[],[],[],4.12
25.11.2024,Martin A.,2,,,,,,4,2,60%,71% (49/69),52% (24/46),70% (7/10),39% (35/89),53% (21/40),36% (5/14),63% (73/115),43% (56/129),53% (129/244),7,0,81% (13/16),33% (5/15),58% (18/31),"['3', '4', '5', '4']","['3', '2', '4', '3']","['2', '0']",[],[],2.73
25.11.2024,Gaubas V.,1,,,,,,4,4,69%,61% (54/89),48% (19/40),64% (9/14),29% (20/69),48% (22/46),30% (3/10),57% (73/129),37% (42/115),47% (115/244),3,1,67% (10/15),19% (3/16),42% (13/31),"['3', '1']","['3', '3', '5', '5']",[],[],[],1.42
24.11.2024,Martin A.,2,,,,,,5,2,63%,76% (32/42),72% (18/25),100% (4/4),22% (8/37),56% (19/34),29% (2/7),75% (50/67),38% (27/71),56% (77/138),7,0,100% (11/11),20% (2/10),62% (13/21),"['2', '0']","['6', '5']",[],[],[],1.13
24.11.2024,Ingildsen J.,0,,,,,,0,3,52%,78% (29/37),44% (15/34),71% (5/7),24% (10/42),28% (7/25),0% (0/4),62% (44/71),25% (17/67),44% (61/138),3,2,80% (8/10),0% (0/11),38% (8/21),[],[],[],[],[],5.45
