28.07. 13:45,Rincon D.,2,6,7^7,,,,3,4,52%,77% (27/35),53% (17/32),83% (5/6),38% (15/39),68% (17/25),80% (4/5),7,66% (44/67),50% (32/64),58% (76/131),6,89% (8/9),40% (4/10),63% (12/19),"['1', '0', '2', '1', '4', '1', '6', '1']",[],[],[],[],1.62
28.07. 13:45,Hemery C.,0,1,6^4,,,,2,5,61%,62% (24/39),32% (8/25),20% (1/5),23% (8/35),47% (15/32),17% (1/6),5,50% (32/64),34% (23/67),42% (55/131),1,60% (6/10),11% (1/9),37% (7/19),"['1', '1']",[],[],[],[],2.23
27.07. 13:35,Rincon D.,2,7^8,6,,,,9,6,63%,80% (36/45),58% (15/26),100% (1/1),28% (17/61),61% (19/31),10% (1/10),10,72% (51/71),39% (36/92),53% (87/163),3,100% (11/11),9% (1/11),55% (12/22),[],"['6', '4']",[],[],[],1.50
27.07. 13:35,Boitan G. A.,0,6^6,4,,,,3,5,66%,72% (44/61),39% (12/31),90% (9/10),20% (9/45),42% (11/26),0% (0/1),5,61% (56/92),28% (20/71),47% (76/163),1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],2.47
26.07. 16:40,Rincon D.,2,7,6,,,,1,4,46%,58% (18/31),58% (21/36),50% (4/8),47% (22/47),68% (13/19),55% (6/11),8,58% (39/67),53% (35/66),56% (74/133),5,64% (7/11),55% (6/11),59% (13/22),"['2', '2', '3', '3', '5', '5', '7', '5']","['4', '2', '6', '4']",[],[],[],1.80
26.07. 16:40,Taberner C.,0,5,4,,,,0,1,71%,53% (25/47),32% (6/19),45% (5/11),42% (13/31),42% (15/36),50% (4/8),5,47% (31/66),42% (28/67),44% (59/133),2,45% (5/11),36% (4/11),41% (9/22),"['1', '0', '3', '2', '4', '3']","['3', '4']",[],[],[],1.92
24.07. 15:10,Rincon D.,2,2,6,6,,,4,1,52%,72% (26/36),61% (20/33),0% (0/2),35% (17/49),48% (15/31),80% (4/5),7,67% (46/69),40% (32/80),52% (78/149),4,83% (10/12),31% (4/13),56% (14/25),[],"['3', '2']","['1', '0', '4', '1', '6', '1']",[],[],1.61
24.07. 15:10,Sels J.,1,6,4,1,,,3,5,61%,65% (32/49),52% (16/31),20% (1/5),28% (10/36),39% (13/33),100% (2/2),7,60% (48/80),33% (23/69),48% (71/149),3,69% (9/13),17% (2/12),44% (11/25),"['2', '0', '6', '2']",[],[],[],[],2.24
23.07. 13:40,Rincon D.,1,7,2,,,,9,0,61%,74% (17/23),53% (8/15),0% (0/1),50% (14/28),50% (14/28),60% (3/5),8,66% (25/38),50% (28/56),56% (53/94),7,86% (6/7),43% (3/7),64% (9/14),"['4', '5', '6', '5']","['1', '0']",[],[],[],1.45
23.07. 13:40,Clarke J.,0,5,0,,,,2,1,50%,50% (14/28),50% (14/28),40% (2/5),26% (6/23),47% (7/15),100% (1/1),7,50% (28/56),34% (13/38),44% (41/94),3,57% (4/7),14% (1/7),36% (5/14),"['3', '1']",[],[],[],[],2.66
CHALLENGER MEN - SINGLES :  Amersfoort (Netherlands),clay,header
20.07. 17:40,Rincon D.,0,4,4,,,,4,3,59%,69% (25/36),44% (11/25),57% (4/7),21% (6/29),33% (8/24),50% (1/2),4,59% (36/61),26% (14/53),44% (50/114),1,70% (7/10),10% (1/10),40% (8/20),[],"['4', '5']",[],[],[],1.72
20.07. 17:40,Zakharov A.,2,6,6,,,,4,2,55%,79% (23/29),67% (16/24),50% (1/2),31% (11/36),56% (14/25),43% (3/7),6,74% (39/53),41% (25/61),56% (64/114),3,90% (9/10),30% (3/10),60% (12/20),"['6', '4']","['5', '3', '6', '4']",[],[],[],2.02
19.07. 17:50,Rincon D.,2,6,6,,,,6,0,70%,80% (24/30),69% (9/13),0% (0/0),45% (17/38),67% (10/15),67% (4/6),8,77% (33/43),51% (27/53),63% (60/96),5,100% (8/8),50% (4/8),75% (12/16),"['3', '2', '6', '3']","['3', '1', '5', '1']",[],[],[],1.88
19.07. 17:50,Guillen Meza A.,0,3,1,,,,0,0,72%,55% (21/38),33% (5/15),33% (2/6),20% (6/30),31% (4/13),0% (0/0),3,49% (26/53),23% (10/43),38% (36/96),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.83
18.07. 14:35,Rincon D.,2,6,3,6,,,6,5,58%,75% (41/55),53% (21/40),88% (7/8),34% (16/47),39% (12/31),38% (3/8),5,65% (62/95),36% (28/78),52% (90/173),5,92% (12/13),23% (3/13),58% (15/26),"['2', '1', '4', '1']",[],"['5', '3']",[],[],2.20
18.07. 14:35,Piros Z.,1,2,6,3,,,4,4,60%,66% (31/47),61% (19/31),63% (5/8),25% (14/55),48% (19/40),13% (1/8),6,64% (50/78),35% (33/95),48% (83/173),3,77% (10/13),8% (1/13),42% (11/26),[],"['4', '2']",[],[],[],1.64
17.07. 13:35,Rincon D.,2,6,6,,,,2,2,71%,73% (27/37),73% (11/15),100% (2/2),33% (13/39),46% (6/13),75% (3/4),8,73% (38/52),37% (19/52),55% (57/104),3,100% (9/9),33% (3/9),67% (12/18),"['2', '1', '6', '3']","['5', '3']",[],[],[],2.26
17.07. 13:35,Pucinelli de Almeida M.,0,3,3,,,,1,3,75%,67% (26/39),54% (7/13),25% (1/4),27% (10/37),27% (4/15),0% (0/2),5,63% (33/52),27% (14/52),45% (47/104),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.60
CHALLENGER MEN - SINGLES :  Karlsruhe (Germany),clay,header
02.07. 16:10,Rincon D.,0,3,4,,,,2,2,60%,61% (20/33),50% (11/22),50% (3/6),30% (13/43),41% (11/27),13% (1/8),5,56% (31/55),34% (24/70),44% (55/125),2,67% (6/9),10% (1/10),37% (7/19),"['2', '3']",[],[],[],[],1.24
02.07. 16:10,Strombachs R.,2,6,6,,,,1,2,61%,70% (30/43),59% (16/27),88% (7/8),39% (13/33),50% (11/22),50% (3/6),5,66% (46/70),44% (24/55),56% (70/125),3,90% (9/10),33% (3/9),63% (12/19),"['2', '0', '4', '2']","['3', '2']",[],[],[],3.85
ATP - SINGLES :  Wimbledon (United Kingdom) - Qualification,grass,header
24.06. 20:50,Rincon D.,0,5,3,,,,5,5,71%,66% (29/44),44% (8/18),25% (1/4),12% (4/34),30% (6/20),33% (1/3),12,22,46% (6/13),4,60% (37/62),19% (10/54),41% (47/116),2,70% (7/10),9% (1/11),38% (8/21),[],"['2', '5']",[],[],[],9.89
24.06. 20:50,Medjedovic H.,2,7,6,,,,12,3,63%,88% (30/34),70% (14/20),67% (2/3),34% (15/44),56% (10/18),75% (3/4),29,20,75% (18/24),6,81% (44/54),40% (25/62),59% (69/116),5,91% (10/11),30% (3/10),62% (13/21),"['7', '5']","['2', '0', '5', '1']",[],[],[],1.07
CHALLENGER MEN - SINGLES :  Lyon (France),clay,header
10.06. 21:30,Rincon D.,0,0,6^9,,,,2,5,55%,64% (23/36),33% (10/30),29% (2/7),31% (11/35),46% (11/24),50% (2/4),7,50% (33/66),37% (22/59),44% (55/125),3,44% (4/9),22% (2/9),33% (6/18),[],"['2', '0', '4', '2']",[],[],[],3.23
10.06. 21:30,Gaston H.,2,6,7^11,,,,0,1,59%,69% (24/35),54% (13/24),50% (2/4),36% (13/36),67% (20/30),71% (5/7),6,63% (37/59),50% (33/66),56% (70/125),6,78% (7/9),56% (5/9),67% (12/18),"['1', '0', '3', '0', '5', '0']","['1', '2', '4', '5']",[],[],[],1.32
CHALLENGER MEN - SINGLES :  Zagreb (Croatia),clay,header
05.06. 13:40,Rincon D.,0,5,2,,,,4,3,61%,54% (19/35),59% (13/22),56% (5/9),31% (12/39),38% (6/16),50% (1/2),8,56% (32/57),33% (18/55),45% (50/112),3,60% (6/10),10% (1/10),35% (7/20),"['2', '2']",[],[],[],[],1.36
05.06. 13:40,Erhard M.,2,7,6,,,,3,2,71%,69% (27/39),63% (10/16),50% (1/2),46% (16/35),41% (9/22),44% (4/9),7,67% (37/55),44% (25/57),55% (62/112),5,90% (9/10),40% (4/10),65% (13/20),"['1', '0', '6', '5']","['1', '0', '4', '1']",[],[],[],3.03
ATP - SINGLES :  French Open (France) - Qualification,clay,header
24.05. 18:20,Rincon D.,0,4,2,,,,7,2,60%,75% (21/28),42% (8/19),25% (1/4),18% (6/33),35% (7/20),0% (0/4),13,12,50% (6/12),4,62% (29/47),25% (13/53),42% (42/100),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],4.38
24.05. 18:20,Monteiro T.,2,6,6,,,,0,4,62%,82% (27/33),65% (13/20),100% (4/4),25% (7/28),58% (11/19),75% (3/4),21,14,67% (8/12),13,75% (40/53),38% (18/47),58% (58/100),5,100% (9/9),33% (3/9),67% (12/18),"['1', '0']","['3', '2', '5', '2']",[],[],[],1.22
23.05. 00:20,Rincon D.,2,6^6,6,6,,,11,2,65%,80% (55/69),51% (19/37),100% (6/6),32% (19/60),55% (17/31),40% (4/10),35,24,65% (20/31),8,70% (74/106),37% (34/91),55% (108/197),4,100% (14/14),29% (4/14),64% (18/28),[],"['3', '1', '6', '2']","['4', '2', '6', '2']",[],[],1.78
23.05. 00:20,Dougaz A.,1,7^8,2,2,,,5,1,66%,72% (43/60),45% (14/31),60% (6/10),22% (15/69),49% (18/37),0% (0/6),33,40,64% (21/33),5,63% (57/91),30% (32/106),45% (89/197),1,71% (10/14),0% (0/14),36% (10/28),[],[],[],[],[],2.04
21.05. 19:30,Rincon D.,2,2,7,6,,,10,1,62%,67% (39/58),51% (18/35),75% (9/12),37% (22/60),49% (22/45),36% (4/11),32,26,77% (23/30),9,61% (57/93),42% (44/105),51% (101/198),4,79% (11/14),29% (4/14),54% (15/28),[],"['1', '0', '6', '5']","['1', '0', '4', '1']",[],[],2.70
21.05. 19:30,Rodionov J.,1,6,5,2,,,1,1,57%,63% (38/60),51% (23/45),64% (7/11),33% (19/58),49% (17/35),25% (3/12),35,43,64% (23/36),7,58% (61/105),39% (36/93),49% (97/198),4,71% (10/14),21% (3/14),46% (13/28),"['4', '2', '6', '2']","['5', '5']",[],[],[],1.47
CHALLENGER MEN - SINGLES :  Francavilla (Italy),clay,header
07.05. 14:40,Rincon D.,1,6^3,6,1,,,6,6,51%,70% (33/47),33% (15/46),57% (8/14),46% (26/57),46% (18/39),60% (6/10),5,52% (48/93),46% (44/96),49% (92/189),4,54% (7/13),46% (6/13),50% (13/26),"['2', '1', '3', '2', '4', '3']","['2', '0', '3', '1', '5', '1']",[],[],[],1.66
07.05. 14:40,Galarneau A.,2,7^7,1,6,,,1,2,59%,54% (31/57),54% (21/39),40% (4/10),30% (14/47),67% (31/46),43% (6/14),5,54% (52/96),48% (45/93),51% (97/189),5,54% (7/13),46% (6/13),50% (13/26),"['2', '2', '3', '3', '4', '4']","['1', '2']","['2', '0', '4', '0']",[],[],2.16
ITF MEN - SINGLES :  M25 Sabadell (Spain),clay,header
04.05. 15:30,Rincon D.,0,4,0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '2']",[],[],[],[],1.34
04.05. 15:30,Sanchez Izquierdo N.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '3', '6', '4']","['2', '0', '4', '0', '6', '0']",[],[],[],3.05
03.05. 15:40,Rincon D.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '3', '0', '5', '0', '6', '1']","['2', '0', '4', '2', '6', '2']",[],[],[],1.12
03.05. 15:40,Bax F.,0,1,2,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '5']","['1', '2']",[],[],[],5.51
02.05. 14:45,Rincon D.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '3', '1', '4', '2']","['2', '1']",[],[],[],1.39
02.05. 14:45,Krumich M.,0,3,4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '2', '2', '3']",[],[],[],[],2.83
01.05. 12:40,Rincon D.,2,6,2,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '2', '1']","['1', '4']","['1', '0', '5', '4']",[],[],1.81
01.05. 12:40,Buse I.,1,4,6,4,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1']","['2', '0', '4', '0', '6', '2']","['3', '3']",[],[],1.91
CHALLENGER MEN - SINGLES :  Ostrava (Czech Republic),clay,header
24.04. 13:40,Rincon D.,1,6^3,6,3,,,11,4,55%,63% (38/60),48% (24/50),71% (10/14),32% (21/66),54% (21/39),44% (4/9),8,56% (62/110),40% (42/105),48% (104/215),3,73% (11/15),27% (4/15),50% (15/30),"['2', '1', '3', '2']","['5', '3']","['1', '2']",[],[],1.92
24.04. 13:40,Skatov T.,2,7^7,3,6,,,1,5,63%,68% (45/66),46% (18/39),56% (5/9),37% (22/60),52% (26/50),29% (4/14),6,60% (63/105),44% (48/110),52% (111/215),3,73% (11/15),27% (4/15),50% (15/30),"['2', '2', '4', '4']",[],"['2', '0', '3', '1']",[],[],1.82
22.04. 20:10,Rincon D.,2,7^7,6,,,,1,3,73%,62% (29/47),59% (10/17),60% (3/5),48% (22/46),62% (13/21),56% (5/9),7,61% (39/64),52% (35/67),56% (74/131),8,78% (7/9),56% (5/9),67% (12/18),"['3', '2', '5', '2']","['2', '0', '4', '0', '6', '0']",[],[],[],2.28
22.04. 20:10,Rocha H.,0,6^5,0,,,,1,3,69%,52% (24/46),38% (8/21),44% (4/9),38% (18/47),41% (7/17),40% (2/5),4,48% (32/67),39% (25/64),44% (57/131),4,44% (4/9),22% (2/9),33% (6/18),"['3', '5', '5', '5']",[],[],[],[],1.59
ATP - SINGLES :  Barcelona (Spain),clay,header
15.04. 14:40,Rincon D.,0,1,4,,,,3,3,51%,58% (15/26),56% (14/25),40% (2/5),17% (4/24),31% (8/26),0% (0/1),4,57% (29/51),24% (12/50),41% (41/101),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],3.74
15.04. 14:40,Diaz Acosta F.,2,6,6,,,,0,1,48%,83% (20/24),69% (18/26),100% (1/1),42% (11/26),44% (11/25),60% (3/5),7,76% (38/50),43% (22/51),59% (60/101),5,100% (9/9),38% (3/8),71% (12/17),"['2', '0', '4', '0']","['4', '3']",[],[],[],1.29
CHALLENGER MEN - SINGLES :  Madrid (Spain),clay,header
09.04. 14:40,Rincon D.,0,3,5,,,,3,3,61%,67% (29/43),39% (11/28),64% (7/11),30% (16/53),58% (14/24),50% (2/4),5,56% (40/71),39% (30/77),47% (70/148),2,60% (6/10),18% (2/11),38% (8/21),"['1', '0']","['5', '5']",[],[],[],2.33
09.04. 14:40,Zapata Miralles B.,2,6,7,,,,2,2,69%,70% (37/53),42% (10/24),50% (2/4),33% (14/43),61% (17/28),36% (4/11),7,61% (47/77),44% (31/71),53% (78/148),5,82% (9/11),40% (4/10),62% (13/21),"['2', '2', '4', '2']","['1', '0', '6', '5']",[],[],[],1.57
CHALLENGER MEN - SINGLES :  Madrid (Spain) - Qualification,clay,header
08.04. 16:15,Rincon D.,2,6,7^7,,,,3,0,65%,80% (32/40),64% (14/22),33% (1/3),21% (7/33),55% (16/29),60% (3/5),7,74% (46/62),37% (23/62),56% (69/124),3,82% (9/11),30% (3/10),57% (12/21),"['2', '0', '4', '2']","['2', '1']",[],[],[],1.39
08.04. 16:15,Moeller M.,0,3,6^5,,,,2,6,53%,79% (26/33),45% (13/29),40% (2/5),20% (8/40),36% (8/22),67% (2/3),7,63% (39/62),26% (16/62),44% (55/124),3,70% (7/10),18% (2/11),43% (9/21),"['1', '2']","['5', '5']",[],[],[],2.89
07.04. 21:15,Rincon D.,2,6,6,,,,3,2,63%,77% (17/22),77% (10/13),100% (3/3),70% (14/20),77% (10/13),75% (6/8),8,77% (27/35),73% (24/33),75% (51/68),12,100% (6/6),100% (6/6),100% (12/12),"['1', '0', '3', '0', '5', '0']","['1', '0', '3', '0', '5', '0']",[],[],[],1.02
07.04. 21:15,Manzano Lapuerta P.,0,0,0,,,,0,3,61%,30% (6/20),23% (3/13),25% (2/8),23% (5/22),23% (3/13),0% (0/3),2,27% (9/33),23% (8/35),25% (17/68),0,0% (0/6),0% (0/6),0% (0/12),[],[],[],[],[],12.50
CHALLENGER MEN - SINGLES :  Barcelona (Spain),clay,header
02.04. 18:30,Rincon D.,1,6,4,3,,,3,9,49%,72% (34/47),38% (18/48),55% (6/11),47% (22/47),44% (12/27),100% (5/5),7,55% (52/95),46% (34/74),51% (86/169),7,62% (8/13),42% (5/12),52% (13/25),"['2', '0', '4', '0', '6', '0']","['3', '3']","['2', '0']",[],[],3.19
02.04. 18:30,Albot R.,2,0,6,6,,,1,6,64%,53% (25/47),56% (15/27),0% (0/5),28% (13/47),63% (30/48),45% (5/11),10,54% (40/74),45% (43/95),49% (83/169),4,58% (7/12),38% (5/13),48% (12/25),[],"['3', '2', '5', '4']","['1', '2', '4', '3', '6', '3']",[],[],1.33
CHALLENGER MEN - SINGLES :  Girona (Spain),clay,header
27.03. 00:15,Rincon D.,1,4,6,4,,,7,6,63%,67% (45/67),43% (17/40),67% (10/15),35% (24/69),48% (15/31),40% (4/10),6,58% (62/107),39% (39/100),49% (101/207),4,67% (10/15),27% (4/15),47% (14/30),[],"['1', '2', '5', '4']","['1', '0', '2', '1']",[],[],1.88
27.03. 00:15,Taberner C.,2,6,4,6,,,0,2,69%,65% (45/69),52% (16/31),60% (6/10),33% (22/67),58% (23/40),33% (5/15),7,61% (61/100),42% (45/107),51% (106/207),4,73% (11/15),33% (5/15),53% (16/30),"['6', '4']","['2', '0']","['1', '1', '4', '4', '6', '4']",[],[],1.78
CHALLENGER MEN - SINGLES :  Tenerife 3 (Spain),hard,header
27.02. 15:40,Rincon D.,1,7^7,4,6^7,,,12,3,61%,63% (46/73),45% (21/47),58% (7/12),33% (26/80),58% (25/43),44% (4/9),6,56% (67/120),41% (51/123),49% (118/243),4,71% (12/17),24% (4/17),47% (16/34),"['1', '0']","['4', '4']","['2', '4', '4', '4']",[],[],1.87
27.02. 15:40,Krueger M.,2,6^5,6,7^9,,,4,3,65%,68% (54/80),42% (18/43),56% (5/9),37% (27/73),55% (26/47),42% (5/12),8,59% (72/123),44% (53/120),51% (125/243),4,76% (13/17),29% (5/17),53% (18/34),"['2', '2']","['4', '3', '5', '4']","['1', '0', '4', '1']",[],[],1.87
CHALLENGER MEN - SINGLES :  Tenerife 2 (Spain),hard,header
20.02. 21:40,Rincon D.,1,6,6^2,3,,,4,3,60%,65% (42/65),49% (21/43),69% (9/13),30% (18/60),45% (15/33),25% (3/12),5,58% (63/108),35% (33/93),48% (96/201),4,75% (12/16),21% (3/14),50% (15/30),"['3', '3', '5', '3']","['3', '2']",[],[],[],1.58
20.02. 21:40,Rocha H.,2,3,7^7,6,,,4,4,65%,70% (42/60),55% (18/33),75% (9/12),35% (23/65),51% (22/43),31% (4/13),9,65% (60/93),42% (45/108),52% (105/201),3,79% (11/14),25% (4/16),50% (15/30),"['3', '2']","['5', '5']","['2', '1', '6', '3']",[],[],2.31
CHALLENGER MEN - SINGLES :  Manama (Bahrain),hard,header
15.02. 15:40,Rincon D.,0,4,4,,,,5,0,77%,64% (37/58),29% (5/17),67% (6/9),21% (8/38),44% (7/16),33% (1/3),6,56% (42/75),26% (14/53),44% (56/128),3,70% (7/10),10% (1/10),40% (8/20),"['2', '4']",[],[],[],[],2.61
15.02. 15:40,Dzumhur D.,2,6,6,,,,1,0,70%,79% (30/38),56% (9/16),67% (2/3),36% (21/58),71% (12/17),33% (3/9),9,74% (39/53),44% (33/75),56% (72/128),4,90% (9/10),30% (3/10),60% (12/20),"['1', '0', '3', '0']","['1', '0']",[],[],[],1.45
14.02. 16:55,Rincon D.,2,3,6,6,,,9,2,66%,69% (34/49),36% (9/25),33% (2/6),44% (25/57),53% (18/34),43% (6/14),7,58% (43/74),47% (43/91),52% (86/165),7,69% (9/13),46% (6/13),58% (15/26),[],"['3', '1', '5', '1']","['1', '0', '3', '2', '4', '3', '5', '4']",[],[],1.89
14.02. 16:55,Lokoli L.,1,6,1,4,,,2,3,63%,56% (32/57),47% (16/34),57% (8/14),31% (15/49),64% (16/25),67% (4/6),4,53% (48/91),42% (31/74),48% (79/165),3,54% (7/13),31% (4/13),42% (11/26),"['5', '3']",[],"['2', '2', '3', '3', '4', '4']",[],[],1.85
13.02. 22:50,Rincon D.,2,6,1,7,,,10,2,73%,64% (42/66),52% (13/25),50% (3/6),30% (15/50),44% (16/36),43% (3/7),5,60% (55/91),36% (31/86),49% (86/177),3,79% (11/14),20% (3/15),48% (14/29),"['2', '1']",[],"['2', '2', '7', '5']",[],[],1.58
13.02. 22:50,Durasovic V.,1,4,6,5,,,5,5,58%,70% (35/50),56% (20/36),57% (4/7),36% (24/66),48% (12/25),50% (3/6),5,64% (55/86),40% (36/91),51% (91/177),5,80% (12/15),21% (3/14),52% (15/29),[],"['2', '0', '4', '0']","['1', '0']",[],[],2.31
ATP - SINGLES :  Montpellier (France) - Qualification,hard,header
29.01. 16:40,Rincon D.,0,1,3,,,,4,1,53%,62% (16/26),39% (9/23),50% (4/8),7% (2/28),41% (7/17),0% (0/3),4,51% (25/49),20% (9/45),36% (34/94),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.96
29.01. 16:40,Escoffier A.,2,6,6,,,,6,0,62%,93% (26/28),59% (10/17),100% (3/3),38% (10/26),61% (14/23),50% (4/8),7,80% (36/45),49% (24/49),64% (60/94),4,100% (8/8),50% (4/8),75% (12/16),"['2', '0', '5', '1']","['4', '3', '6', '3']",[],[],[],1.85
28.01. 15:10,Rincon D.,2,6,6,,,,8,1,71%,69% (38/55),61% (14/23),50% (1/2),28% (10/36),63% (15/24),43% (3/7),7,69% (48/70),42% (25/60),56% (73/130),5,90% (9/10),33% (3/9),63% (12/19),"['2', '0', '5', '3']","['1', '0']",[],[],[],3.04
28.01. 15:10,Nardi L.,0,3,4,,,,2,0,60%,72% (26/36),38% (9/24),57% (4/7),31% (17/55),39% (9/23),50% (1/2),5,58% (35/60),31% (22/70),44% (57/130),2,67% (6/9),10% (1/10),37% (7/19),"['1', '2']",[],[],[],[],1.38
CHALLENGER MEN - SINGLES :  Tenerife (Spain),hard,header
15.01. 23:15,Rincon D.,0,3,4,,,,2,4,64%,83% (24/29),25% (4/16),25% (1/4),23% (12/52),71% (15/21),13% (1/8),5,62% (28/45),37% (27/73),47% (55/118),2,67% (6/9),10% (1/10),37% (7/19),[],"['4', '2']",[],[],[],1.57
15.01. 23:15,Maestrelli F.,2,6,6,,,,6,4,71%,77% (40/52),29% (6/21),88% (7/8),17% (5/29),75% (12/16),75% (3/4),6,63% (46/73),38% (17/45),53% (63/118),4,90% (9/10),33% (3/9),63% (12/19),"['2', '0']","['3', '4', '5', '4']",[],[],[],2.33
ATP - SINGLES :  Australian Open (Australia) - Qualification,hard,header
10.01. 08:20,Rincon D.,0,2,2,,,,0,2,66%,62% (18/29),33% (5/15),43% (3/7),13% (4/32),33% (3/9),0% (0/1),9,22,56% (9/16),4,52% (23/44),17% (7/41),35% (30/85),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],5.02
10.01. 08:20,Harris L.,2,6,6,,,,10,0,78%,88% (28/32),67% (6/9),100% (1/1),38% (11/29),67% (10/15),57% (4/7),22,15,83% (10/12),8,83% (34/41),48% (21/44),65% (55/85),5,100% (8/8),50% (4/8),75% (12/16),"['2', '1', '4', '1']","['1', '0', '3', '0']",[],[],[],1.17
