22.05. 15:40,Gerasimov E.,2,6,6,,,,13,0,70%,87% (33/38),44% (7/16),100% (3/3),28% (9/32),52% (17/33),33% (3/9),6,74% (40/54),40% (26/65),55% (66/119),3,100% (9/9),30% (3/10),63% (12/19),"['2', '1']","['1', '0', '6', '3']",[],[],[],1.45
22.05. 15:40,Soto M.,0,4,3,,,,5,0,49%,72% (23/32),48% (16/33),67% (6/9),13% (5/38),56% (9/16),0% (0/3),4,60% (39/65),26% (14/54),45% (53/119),1,70% (7/10),0% (0/9),37% (7/19),[],[],[],[],[],2.66
21.05. 18:05,Gerasimov E.,2,6,6,,,,3,1,68%,61% (27/44),67% (14/21),50% (2/4),41% (15/37),55% (11/20),67% (4/6),11,63% (41/65),46% (26/57),55% (67/122),4,80% (8/10),40% (4/10),60% (12/20),"['3', '2', '5', '4']","['2', '3', '4', '3']",[],[],[],1.13
21.05. 18:05,Efstathiou M.,0,4,4,,,,2,1,65%,59% (22/37),45% (9/20),33% (2/6),39% (17/44),33% (7/21),50% (2/4),5,54% (31/57),37% (24/65),45% (55/122),2,60% (6/10),20% (2/10),40% (8/20),"['3', '3']","['3', '1']",[],[],[],5.50
ITF MEN - SINGLES :  M25 Kachreti (Georgia),hard,header
CHALLENGER MEN - SINGLES :  Wuxi (China),hard,header
12.05. 12:40,Gerasimov E.,0,4,1,,,,5,1,57%,55% (21/38),48% (14/29),67% (8/12),19% (5/26),42% (10/24),0% (0/3),5,52% (35/67),30% (15/50),43% (50/117),1,56% (5/9),0% (0/8),29% (5/17),[],[],[],[],[],2.80
12.05. 12:40,Bu Y.,2,6,6,,,,5,2,52%,81% (21/26),58% (14/24),100% (3/3),45% (17/38),52% (15/29),33% (4/12),7,70% (35/50),48% (32/67),57% (67/117),6,100% (8/8),44% (4/9),71% (12/17),"['3', '2']","['2', '1', '4', '1', '6', '1']",[],[],[],1.41
11.05. 14:00,Gerasimov E.,2,1,6,6,,,6,3,60%,78% (38/49),44% (14/32),71% (5/7),23% (10/44),45% (13/29),100% (2/2),5,64% (52/81),32% (23/73),49% (75/154),3,85% (11/13),15% (2/13),50% (13/26),[],"['4', '2']","['1', '0']",[],[],2.18
11.05. 14:00,Kachmazov A.,1,6,3,4,,,7,1,60%,77% (34/44),55% (16/29),0% (0/2),22% (11/49),56% (18/32),29% (2/7),5,68% (50/73),36% (29/81),51% (79/154),5,85% (11/13),15% (2/13),50% (13/26),"['3', '1', '5', '1']",[],[],[],[],1.63
10.05. 11:45,Gerasimov E.,2,3,6,7,,,11,6,62%,78% (52/67),44% (18/41),71% (5/7),34% (19/56),32% (11/34),67% (2/3),5,65% (70/108),33% (30/90),51% (100/198),3,88% (14/16),13% (2/15),52% (16/31),[],"['4', '3']","['6', '5']",[],[],1.61
10.05. 11:45,Cui J.,1,6,4,5,,,3,4,62%,66% (37/56),68% (23/34),33% (1/3),22% (15/67),56% (23/41),29% (2/7),6,67% (60/90),35% (38/108),49% (98/198),5,87% (13/15),13% (2/16),48% (15/31),"['4', '3', '6', '3']",[],[],[],[],2.22
09.05. 08:35,Gerasimov E.,2,6,6,,,,9,2,60%,89% (25/28),63% (12/19),0% (0/0),43% (21/49),50% (18/36),23% (3/13),9,79% (37/47),46% (39/85),58% (76/132),3,100% (9/9),30% (3/10),63% (12/19),"['5', '4']","['2', '1', '6', '3']",[],[],[],3.43
09.05. 08:35,Purcell M.,0,4,3,,,,4,2,58%,57% (28/49),50% (18/36),77% (10/13),11% (3/28),37% (7/19),0% (0/0),4,54% (46/85),21% (10/47),42% (56/132),1,70% (7/10),0% (0/9),37% (7/19),[],[],[],[],[],1.29
07.05. 08:40,Gerasimov E.,2,6,7,,,,7,8,56%,78% (28/36),32% (9/28),50% (3/6),37% (13/35),66% (19/29),60% (6/10),10,58% (37/64),50% (32/64),54% (69/128),5,70% (7/10),55% (6/11),62% (13/21),"['1', '0', '3', '2', '6', '3']","['2', '0', '5', '1', '7', '5']",[],[],[],1.65
07.05. 08:40,Moriya H.,0,3,5,,,,1,3,55%,63% (22/35),34% (10/29),40% (4/10),22% (8/36),68% (19/28),50% (3/6),5,50% (32/64),42% (27/64),46% (59/128),4,45% (5/11),30% (3/10),38% (8/21),"['1', '1']","['2', '5', '4', '5']",[],[],[],2.18
CHALLENGER MEN - SINGLES :  Guangzhou (China),hard,header
30.04. 10:40,Gerasimov E.,0,1,4,,,,1,5,51%,72% (18/25),38% (9/24),40% (2/5),27% (11/41),43% (9/21),0% (0/3),4,55% (27/49),32% (20/62),42% (47/111),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.13
30.04. 10:40,Zhukayev B.,2,6,6,,,,12,3,66%,73% (30/41),57% (12/21),100% (3/3),28% (7/25),63% (15/24),60% (3/5),8,68% (42/62),45% (22/49),58% (64/111),5,100% (9/9),38% (3/8),71% (12/17),"['2', '0', '4', '0']","['3', '2']",[],[],[],1.68
CHALLENGER MEN - SINGLES :  Guangzhou (China) - Qualification,hard,header
29.04. 08:35,Gerasimov E.,2,1,6,7^7,,,14,5,64%,78% (40/51),45% (13/29),50% (3/6),26% (13/50),47% (21/45),50% (2/4),5,66% (53/80),36% (34/95),50% (87/175),3,79% (11/14),14% (2/14),46% (13/28),[],"['5', '3']","['2', '1']",[],[],1.94
29.04. 08:35,Sekulic P.,1,6,3,6^4,,,9,8,53%,74% (37/50),53% (24/45),50% (2/4),22% (11/51),55% (16/29),50% (3/6),10,64% (61/95),34% (27/80),50% (88/175),5,86% (12/14),21% (3/14),54% (15/28),"['3', '1', '5', '1']",[],"['4', '4']",[],[],1.80
28.04. 12:15,Gerasimov E.,2,6,7^9,,,,2,1,55%,83% (29/35),66% (19/29),100% (2/2),28% (10/36),42% (11/26),100% (3/3),7,75% (48/64),34% (21/62),55% (69/126),5,100% (9/9),27% (3/11),60% (12/20),"['4', '2', '6', '2']",[],[],[],[],1.11
28.04. 12:15,Bondioli F.,0,2,6^7,,,,4,4,58%,72% (26/36),58% (15/26),0% (0/3),17% (6/35),34% (10/29),0% (0/2),4,66% (41/62),25% (16/64),45% (57/126),1,73% (8/11),0% (0/9),40% (8/20),[],[],[],[],[],5.96
CHALLENGER MEN - SINGLES :  Shenzhen 3 (China) - Qualification,hard,header
23.04. 12:35,Gerasimov E.,0,6^2,4,,,,9,3,60%,89% (32/36),54% (13/24),50% (1/2),14% (6/44),44% (11/25),0% (0/3),5,75% (45/60),25% (17/69),48% (62/129),1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],1.90
23.04. 12:35,McCabe J.,2,7^7,6,,,,12,1,64%,86% (38/44),56% (14/25),100% (3/3),11% (4/36),46% (11/24),50% (1/2),5,75% (52/69),25% (15/60),52% (67/129),3,100% (11/11),9% (1/11),55% (12/22),[],"['3', '2']",[],[],[],1.84
22.04. 15:45,Gerasimov E.,2,6,6,,,,4,0,71%,85% (23/27),82% (9/11),0% (0/0),41% (13/32),62% (16/26),29% (4/14),11,84% (32/38),50% (29/58),64% (61/96),3,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '4', '1']","['1', '0', '5', '2']",[],[],[],1.04
22.04. 15:45,Zhang L.,0,2,2,,,,1,4,55%,59% (19/32),38% (10/26),71% (10/14),15% (4/27),18% (2/11),0% (0/0),5,50% (29/58),16% (6/38),36% (35/96),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],9.40
CHALLENGER MEN - SINGLES :  Gwangju (South Korea),hard,header
16.04. 09:05,Gerasimov E.,0,6^6,1,,,,5,2,59%,57% (25/44),39% (12/31),38% (3/8),25% (8/32),52% (14/27),67% (2/3),6,49% (37/75),37% (22/59),44% (59/134),4,50% (5/10),22% (2/9),37% (7/19),"['2', '3', '4', '3']",[],[],[],[],1.92
16.04. 09:05,Berankis R.,2,7^8,6,,,,3,3,54%,75% (24/32),48% (13/27),33% (1/3),43% (19/44),61% (19/31),63% (5/8),7,63% (37/59),51% (38/75),56% (75/134),4,78% (7/9),50% (5/10),63% (12/19),"['3', '1', '5', '5']","['1', '0', '4', '1', '6', '1']",[],[],[],1.82
CHALLENGER MEN - SINGLES :  Gwangju (South Korea) - Qualification,hard,header
15.04. 12:25,Gerasimov E.,1,6,2,1,,,3,1,57%,62% (34/55),34% (14/41),54% (7/13),28% (10/36),47% (18/38),60% (3/5),4,50% (48/96),36% (27/74),44% (75/170),3,50% (6/12),23% (3/13),36% (9/25),"['1', '0', '2', '1', '5', '4']",[],[],[],[],2.40
15.04. 12:25,Jubb P.,2,4,6,6,,,3,2,49%,72% (26/36),55% (21/38),40% (2/5),38% (21/55),66% (27/41),46% (6/13),8,64% (47/74),50% (48/96),56% (95/170),9,77% (10/13),50% (6/12),64% (16/25),"['1', '1', '3', '3']","['4', '2', '6', '2']","['2', '0', '4', '0']",[],[],1.54
14.04. 09:00,Gerasimov E.,2,6,6,,,,1,0,69%,69% (24/35),81% (13/16),100% (2/2),48% (12/25),64% (14/22),67% (4/6),7,73% (37/51),55% (26/47),64% (63/98),7,100% (8/8),57% (4/7),80% (12/15),"['2', '0']","['1', '0', '3', '0', '5', '0']",[],[],[],1.42
14.04. 09:00,Shin S.,0,3,0,,,,0,3,53%,52% (13/25),36% (8/22),33% (2/6),31% (11/35),19% (3/16),0% (0/2),5,45% (21/47),27% (14/51),36% (35/98),1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],2.76
CHALLENGER MEN - SINGLES :  Busan (South Korea) - Qualification,hard,header
07.04. 11:55,Gerasimov E.,0,5,2,,,,6,5,59%,65% (24/37),38% (10/26),56% (5/9),33% (15/46),37% (7/19),17% (1/6),7,54% (34/63),34% (22/65),44% (56/128),2,60% (6/10),10% (1/10),35% (7/20),"['5', '5']",[],[],[],[],1.56
07.04. 11:55,Sun F.,2,7,6,,,,0,2,71%,67% (31/46),63% (12/19),83% (5/6),35% (13/37),62% (16/26),44% (4/9),12,66% (43/65),46% (29/63),56% (72/128),4,90% (9/10),40% (4/10),65% (13/20),"['4', '3', '6', '5']","['1', '0', '5', '2']",[],[],[],2.35
CHALLENGER MEN - SINGLES :  Lugano (Switzerland) - Qualification,hard,header
04.03. 17:10,Gerasimov E.,0,3,4,,,,4,5,54%,78% (21/27),39% (9/23),57% (4/7),28% (8/29),31% (8/26),25% (1/4),5,60% (30/50),29% (16/55),44% (46/105),2,67% (6/9),10% (1/10),37% (7/19),[],"['3', '1']",[],[],[],1.57
04.03. 17:10,Hsu Y. H.,2,6,6,,,,5,3,53%,72% (21/29),69% (18/26),75% (3/4),22% (6/27),61% (14/23),43% (3/7),7,71% (39/55),40% (20/50),56% (59/105),4,90% (9/10),33% (3/9),63% (12/19),"['2', '0']","['2', '3', '4', '3']",[],[],[],2.33
03.03. 20:30,Gerasimov E.,2,4,6,6,,,10,4,75%,75% (46/61),45% (9/20),78% (7/9),33% (15/45),58% (14/24),63% (5/8),7,68% (55/81),42% (29/69),56% (84/150),6,85% (11/13),42% (5/12),64% (16/25),[],"['2', '0', '5', '1']","['1', '0', '3', '0', '5', '2']",[],[],1.02
03.03. 20:30,Margaroli L.,1,6,1,2,,,4,3,65%,67% (30/45),42% (10/24),38% (3/8),25% (15/61),55% (11/20),22% (2/9),7,58% (40/69),32% (26/81),44% (66/150),2,58% (7/12),15% (2/13),36% (9/25),"['1', '0']",[],"['1', '3']",[],[],11.50
CHALLENGER MEN - SINGLES :  Lille (France) - Qualification,hard,header
26.02. 16:45,Gerasimov E.,1,3,7^7,6^3,,,10,0,69%,77% (55/71),47% (15/32),70% (7/10),21% (15/72),53% (23/43),25% (2/8),7,68% (70/103),33% (38/115),50% (108/218),3,81% (13/16),12% (2/17),45% (15/33),[],"['2', '2']","['4', '3']",[],[],1.70
26.02. 16:45,Squire H.,2,6,6^5,7^7,,,17,1,63%,79% (57/72),47% (20/43),75% (6/8),23% (16/71),53% (17/32),30% (3/10),5,67% (77/115),32% (33/103),50% (110/218),3,88% (15/17),19% (3/16),55% (18/33),"['4', '2']","['1', '0']","['5', '5']",[],[],2.09
25.02. 20:10,Gerasimov E.,2,6,6,,,,5,1,66%,77% (30/39),65% (13/20),100% (3/3),33% (14/42),47% (7/15),33% (2/6),7,73% (43/59),37% (21/57),55% (64/116),3,100% (10/10),22% (2/9),63% (12/19),"['3', '1']","['2', '1']",[],[],[],1.31
25.02. 20:10,Bertrand R.,0,3,4,,,,4,0,74%,67% (28/42),53% (8/15),67% (4/6),23% (9/39),35% (7/20),0% (0/3),5,63% (36/57),27% (16/59),45% (52/116),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],3.31
CHALLENGER MEN - SINGLES :  Pau (France),hard,header
22.02. 17:35,Gerasimov E.,0,2,3,,,,4,2,68%,58% (21/36),47% (8/17),20% (1/5),26% (9/34),33% (4/12),0% (0/1),4,55% (29/53),28% (13/46),42% (42/99),1,56% (5/9),0% (0/8),29% (5/17),[],[],[],[],[],1.78
22.02. 17:35,Chidekh C.,2,6,6,,,,2,1,74%,74% (25/34),67% (8/12),100% (1/1),42% (15/36),53% (9/17),80% (4/5),6,72% (33/46),45% (24/53),58% (57/99),4,100% (8/8),44% (4/9),71% (12/17),"['1', '0', '3', '0']","['1', '0', '6', '3']",[],[],[],1.97
20.02. 18:40,Gerasimov E.,2,1,6,6,,,9,1,67%,65% (30/46),48% (11/23),40% (2/5),45% (21/47),33% (6/18),80% (4/5),9,59% (41/69),42% (27/65),51% (68/134),5,75% (9/12),33% (4/12),54% (13/24),[],"['3', '3', '5', '3']","['2', '1', '4', '1']",[],[],2.73
20.02. 18:40,Barrere G.,1,6,3,2,,,5,1,72%,55% (26/47),67% (12/18),20% (1/5),35% (16/46),52% (12/23),60% (3/5),8,58% (38/65),41% (28/69),49% (66/134),5,67% (8/12),25% (3/12),46% (11/24),"['3', '1', '5', '1']","['2', '1']",[],[],[],1.43
CHALLENGER MEN - SINGLES :  Pau (France) - Qualification,hard,header
19.02. 17:50,Gerasimov E.,2,7,6,,,,10,3,62%,79% (31/39),58% (14/24),50% (1/2),26% (10/38),62% (18/29),43% (3/7),5,69% (45/65),42% (28/67),55% (73/132),3,91% (10/11),27% (3/11),59% (13/22),"['3', '1', '7', '5']","['6', '4']",[],[],[],2.11
19.02. 17:50,Berankis R.,0,5,4,,,,2,6,57%,74% (28/38),38% (11/29),57% (4/7),21% (8/39),42% (10/24),50% (1/2),5,58% (39/67),31% (20/65),45% (59/132),3,73% (8/11),9% (1/11),41% (9/22),"['4', '5']",[],[],[],[],1.68
18.02. 18:45,Gerasimov E.,2,4,6,6,,,6,3,66%,63% (33/52),59% (16/27),50% (3/6),35% (19/54),53% (19/36),45% (5/11),5,62% (49/79),42% (38/90),51% (87/169),7,79% (11/14),36% (5/14),57% (16/28),"['3', '5']","['5', '3']","['1', '0', '3', '0', '6', '3']",[],[],1.17
18.02. 18:45,Dussin L.,1,6,3,3,,,2,1,60%,65% (35/54),47% (17/36),55% (6/11),37% (19/52),41% (11/27),50% (3/6),6,58% (52/90),38% (30/79),49% (82/169),2,64% (9/14),21% (3/14),43% (12/28),"['1', '0', '5', '2']",[],"['3', '5']",[],[],4.51
CHALLENGER MEN - SINGLES :  Glasgow (United Kingdom),hard,header
14.02. 21:10,Gerasimov E.,0,3,4,,,,3,2,76%,57% (24/42),46% (6/13),56% (5/9),24% (9/38),64% (14/22),67% (2/3),6,55% (30/55),38% (23/60),46% (53/115),2,56% (5/9),20% (2/10),37% (7/19),"['1', '0']","['3', '5']",[],[],[],1.82
